[2026-05-12 10:27:39] PAMAP2 class 1 (sitting) start T=0.8
[2026-05-12 10:27:39]   1989 windows
[2026-05-12 10:28:02] #0001/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 20:55:56] #1762/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 20:56:13] #1763/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.847 conf=0.720 gap=0.520
[2026-05-12 20:56:31] #1764/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.675 conf=0.820 gap=0.740
[2026-05-12 20:56:58] #1765/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.094 conf=0.650 gap=0.500
[2026-05-12 20:57:01] #1766/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.813 conf=0.630 gap=0.300
[2026-05-12 20:57:14] #1767/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.948 conf=0.700 gap=0.550
[2026-05-12 20:57:34] #1768/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.673 conf=0.820 gap=0.720
[2026-05-12 20:57:56] #1769/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.968 conf=0.720 gap=0.620
[2026-05-12 20:58:05] #1770/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.156 conf=0.450 gap=0.050
[2026-05-12 20:58:10] #1771/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 20:58:26] #1772/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 20:58:48] #1773/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 20:59:12] #1774/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 20:59:31] #1775/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.778 conf=0.800 gap=0.750
[2026-05-12 20:59:49] #1776/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 20:59:58] #1777/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.139 conf=0.550 gap=0.250
[2026-05-12 21:00:22] #1778/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 21:00:39] #1779/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 21:00:59] #1780/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.698 conf=0.820 gap=0.740
[2026-05-12 21:00:59]   [1780/1989] acc=1303/1780=73% filt=1679
[2026-05-12 21:01:11] #1781/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.949 conf=0.700 gap=0.550
[2026-05-12 21:01:20] #1782/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.906 conf=0.700 gap=0.500
[2026-05-12 21:01:41] #1783/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.458 conf=0.900 gap=0.860
[2026-05-12 21:01:50] #1784/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 21:02:13] #1785/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.521 conf=0.870 gap=0.790
[2026-05-12 21:02:38] #1786/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.948 conf=0.700 gap=0.550
[2026-05-12 21:02:47] #1787/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 21:03:06] #1788/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.067 conf=0.680 gap=0.580
[2026-05-12 21:03:15] #1789/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.907 conf=0.650 gap=0.400
[2026-05-12 21:03:32] #1790/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 21:03:44] #1791/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 21:03:53] #1792/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.034 conf=0.650 gap=0.500
[2026-05-12 21:04:03] #1793/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 21:04:28] #1794/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.707 conf=0.800 gap=0.680
[2026-05-12 21:05:05] #1795/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 21:05:20] #1796/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 21:05:35] #1797/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 21:05:54] #1798/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.659 conf=0.820 gap=0.740
[2026-05-12 21:06:09] #1799/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 21:06:34] #1800/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.504 conf=0.880 gap=0.830
[2026-05-12 21:06:34]   [1800/1989] acc=1318/1800=73% filt=1699
[2026-05-12 21:06:44] #1801/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.278 conf=0.550 gap=0.400
[2026-05-12 21:07:02] #1802/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 21:07:13] #1803/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 21:07:49] #1804/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.608 conf=0.820 gap=0.680
[2026-05-12 21:08:06] #1805/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.689 conf=0.820 gap=0.740
[2026-05-12 21:08:28] #1806/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.622 conf=0.850 gap=0.800
[2026-05-12 21:08:46] #1807/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 21:09:05] #1808/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 21:09:22] #1809/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 21:09:33] #1810/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.228 conf=0.600 gap=0.500
[2026-05-12 21:09:49] #1811/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 21:10:12] #1812/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.279 conf=0.940 gap=0.900
[2026-05-12 21:10:27] #1813/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 21:10:51] #1814/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 21:11:03] #1815/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 21:11:12] #1816/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.227 conf=0.550 gap=0.350
[2026-05-12 21:11:31] #1817/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 21:12:03] #1818/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.622 conf=0.850 gap=0.800
[2026-05-12 21:12:10] #1819/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 21:12:26] #1820/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 21:12:26]   [1820/1989] acc=1332/1820=73% filt=1719
[2026-05-12 21:12:46] #1821/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.622 conf=0.850 gap=0.800
[2026-05-12 21:12:58] #1822/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 21:13:11] #1823/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 21:13:30] #1824/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 21:13:45] #1825/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.778 conf=0.700 gap=0.450
[2026-05-12 21:14:04] #1826/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 21:14:15] #1827/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 21:14:33] #1828/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 21:14:46] #1829/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.332 conf=0.920 gap=0.870
[2026-05-12 21:15:05] #1830/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 21:15:20] #1831/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 21:15:40] #1832/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.421 conf=0.880 gap=0.780
[2026-05-12 21:16:01] #1833/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 21:16:18] #1834/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.777 conf=0.750 gap=0.570
[2026-05-12 21:16:28] #1835/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.975 conf=0.700 gap=0.550
[2026-05-12 21:16:45] #1836/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 21:17:17] #1837/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.878 conf=0.650 gap=0.370
[2026-05-12 21:17:26] #1838/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.001 conf=0.600 gap=0.300
[2026-05-12 21:17:36] #1839/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 21:17:40] #1840/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 21:17:40]   [1840/1989] acc=1347/1840=73% filt=1739
[2026-05-12 21:18:01] #1841/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 21:18:11] #1842/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 21:18:32] #1843/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 21:18:53] #1844/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.598 conf=0.850 gap=0.780
[2026-05-12 21:19:13] #1845/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 21:19:22] #1846/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.740 conf=0.750 gap=0.550
[2026-05-12 21:19:33] #1847/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.120 conf=0.550 gap=0.250
[2026-05-12 21:19:41] #1848/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.105 conf=0.550 gap=0.250
[2026-05-12 21:20:03] #1849/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.234 conf=0.950 gap=0.910
[2026-05-12 21:20:10] #1850/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.896 conf=0.700 gap=0.500
[2026-05-12 21:20:32] #1851/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 21:20:56] #1852/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=1.102 conf=0.600 gap=0.350
[2026-05-12 21:21:07] #1853/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.158 conf=0.600 gap=0.400
[2026-05-12 21:21:25] #1854/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 21:21:33] #1855/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.192 conf=0.400 gap=0.000
[2026-05-12 21:21:58] #1856/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.860 conf=0.750 gap=0.650
[2026-05-12 21:22:20] #1857/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.781 conf=0.780 gap=0.660
[2026-05-12 21:22:31] #1858/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.825 conf=0.750 gap=0.600
[2026-05-12 21:22:51] #1859/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.511 conf=0.880 gap=0.820
[2026-05-12 21:23:07] #1860/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 21:23:07]   [1860/1989] acc=1364/1860=73% filt=1758
[2026-05-12 21:23:24] #1861/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.673 conf=0.780 gap=0.600
[2026-05-12 21:23:48] #1862/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.504 conf=0.880 gap=0.830
[2026-05-12 21:24:03] #1863/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.516 conf=0.880 gap=0.820
[2026-05-12 21:24:31] #1864/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 21:24:50] #1865/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 21:25:13] #1866/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 21:25:28] #1867/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 21:25:48] #1868/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.904 conf=0.750 gap=0.670
[2026-05-12 21:26:13] #1869/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.731 conf=0.780 gap=0.630
[2026-05-12 21:26:29] #1870/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 21:26:41] #1871/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.104 conf=0.550 gap=0.250
[2026-05-12 21:26:58] #1872/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 21:27:15] #1873/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 21:27:26] #1874/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.102 conf=0.600 gap=0.350
[2026-05-12 21:27:46] #1875/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 21:28:04] #1876/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 21:28:27] #1877/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=1.067 conf=0.600 gap=0.350
[2026-05-12 21:28:53] #1878/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 21:29:04] #1879/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 21:29:13] #1880/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.673 conf=0.780 gap=0.600
[2026-05-12 21:29:13]   [1880/1989] acc=1372/1880=73% filt=1778
[2026-05-12 21:29:36] #1881/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 21:29:48] #1882/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.733 conf=0.800 gap=0.700
[2026-05-12 21:30:11] #1883/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 21:30:26] #1884/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 21:30:40] #1885/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.094 conf=0.650 gap=0.500
[2026-05-12 21:30:59] #1886/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.362 conf=0.920 gap=0.880
[2026-05-12 21:31:09] #1887/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.392 conf=0.400 gap=0.100
[2026-05-12 21:31:29] #1888/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.706 conf=0.780 gap=0.630
[2026-05-12 21:31:49] #1889/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 21:32:07] #1890/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 21:32:27] #1891/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 21:32:48] #1892/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.485 conf=0.880 gap=0.800
[2026-05-12 21:32:57] #1893/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.392 conf=0.400 gap=0.100
[2026-05-12 21:33:09] #1894/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.001 conf=0.600 gap=0.300
[2026-05-12 21:33:31] #1895/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.504 conf=0.880 gap=0.830
[2026-05-12 21:33:43] #1896/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.051 conf=0.650 gap=0.450
[2026-05-12 21:33:57] #1897/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.584 conf=0.850 gap=0.760
[2026-05-12 21:34:11] #1898/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.939 conf=0.700 gap=0.550
[2026-05-12 21:34:43] #1899/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=1.139 conf=0.550 gap=0.250
[2026-05-12 21:34:54] #1900/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.992 conf=0.600 gap=0.300
[2026-05-12 21:34:54]   [1900/1989] acc=1387/1900=73% filt=1796
[2026-05-12 21:35:19] #1901/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.682 conf=0.820 gap=0.720
[2026-05-12 21:35:45] #1902/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.707 conf=0.800 gap=0.680
[2026-05-12 21:35:57] #1903/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.339 conf=0.450 gap=0.150
[2026-05-12 21:36:09] #1904/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.104 conf=0.550 gap=0.250
[2026-05-12 21:36:36] #1905/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.743 conf=0.800 gap=0.700
[2026-05-12 21:36:44] #1906/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.094 conf=0.650 gap=0.500
[2026-05-12 21:37:09] #1907/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 21:37:21] #1908/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 21:37:41] #1909/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 21:38:00] #1910/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.571 conf=0.840 gap=0.720
[2026-05-12 21:38:24] #1911/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.362 conf=0.920 gap=0.880
[2026-05-12 21:38:33] #1912/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.094 conf=0.650 gap=0.500
[2026-05-12 21:38:49] #1913/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 21:39:11] #1914/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 21:39:22] #1915/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 21:39:40] #1916/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.870 conf=0.720 gap=0.540
[2026-05-12 21:40:00] #1917/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 21:40:18] #1918/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 21:40:36] #1919/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 21:40:54] #1920/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 21:40:54]   [1920/1989] acc=1404/1920=73% filt=1815
[2026-05-12 21:41:03] #1921/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.236 conf=0.450 gap=0.200
[2026-05-12 21:41:24] #1922/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.906 conf=0.700 gap=0.500
[2026-05-12 21:41:32] #1923/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.016 conf=0.650 gap=0.450
[2026-05-12 21:41:51] #1924/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.501 conf=0.880 gap=0.810
[2026-05-12 21:42:09] #1925/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 21:42:19] #1926/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 21:42:36] #1927/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.622 conf=0.850 gap=0.800
[2026-05-12 21:42:57] #1928/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.034 conf=0.650 gap=0.500
[2026-05-12 21:43:11] #1929/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 21:43:32] #1930/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.825 conf=0.750 gap=0.600
[2026-05-12 21:43:42] #1931/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 21:43:52] #1932/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.033 conf=0.650 gap=0.500
[2026-05-12 21:44:10] #1933/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.861 conf=0.750 gap=0.650
[2026-05-12 21:44:28] #1934/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.471 conf=0.820 gap=0.640
[2026-05-12 21:44:40] #1935/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 21:44:52] #1936/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 21:45:09] #1937/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 21:45:18] #1938/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 21:45:26] #1939/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.195 conf=0.450 gap=0.100
[2026-05-12 21:45:40] #1940/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 21:45:40]   [1940/1989] acc=1422/1940=73% filt=1833
[2026-05-12 21:45:59] #1941/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.825 conf=0.750 gap=0.600
[2026-05-12 21:46:10] #1942/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.235 conf=0.550 gap=0.350
[2026-05-12 21:46:25] #1943/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.482 conf=0.880 gap=0.810
[2026-05-12 21:46:36] #1944/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.667 conf=0.820 gap=0.720
[2026-05-12 21:46:53] #1945/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 21:47:10] #1946/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 21:47:29] #1947/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 21:47:41] #1948/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=1.175 conf=0.600 gap=0.450
[2026-05-12 21:47:52] #1949/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.143 conf=0.550 gap=0.300
[2026-05-12 21:48:02] #1950/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.007 conf=0.650 gap=0.450
[2026-05-12 21:48:12] #1951/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.226 conf=0.450 gap=0.150
[2026-05-12 21:48:23] #1952/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 21:48:43] #1953/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.666 conf=0.800 gap=0.650
[2026-05-12 21:49:04] #1954/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 21:49:31] #1955/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.659 conf=0.820 gap=0.740
[2026-05-12 21:49:52] #1956/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 21:50:10] #1957/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 21:50:30] #1958/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 21:50:53] #1959/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.593 conf=0.850 gap=0.770
[2026-05-12 21:51:05] #1960/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.348 conf=0.930 gap=0.910
[2026-05-12 21:51:05]   [1960/1989] acc=1437/1960=73% filt=1852
[2026-05-12 21:51:28] #1961/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.990 conf=0.550 gap=0.200
