[2026-05-11 11:05:41] #0002/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 10:45:25] #2328/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-12 10:46:41] #2330/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 10:47:23] #2331/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-12 10:47:41] #2332/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.002 | conf=0.720 | gap=0.620
[2026-05-12 10:51:03] #2336/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-12 10:51:24] #2337/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.297 | conf=0.600 | gap=0.500
[2026-05-12 10:51:36] #2338/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 10:52:16] #2340/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 10:52:30] #2341/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-12 10:53:49] #2343/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 10:54:44] #2345/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-12 10:55:56] #2346/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 10:56:09] #2347/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.785 | conf=0.820 | gap=0.770
[2026-05-12 10:59:46] #2350/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 11:01:26] #2352/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.693 | conf=0.800 | gap=0.650
[2026-05-12 11:01:58] #2353/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.808 | conf=0.300 | gap=0.100
[2026-05-12 11:03:41] #2354/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-12 11:04:10] #2355/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-12 11:04:42] #2356/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.777 | conf=0.350 | gap=0.200
[2026-05-12 11:04:58] #2357/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.541 | conf=0.500 | gap=0.350
[2026-05-12 11:06:12] #2359/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-12 11:06:24] #2360/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.275 | conf=0.550 | gap=0.300
[2026-05-12 11:07:07] #2361/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 11:08:04] #2362/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:08:21] #2363/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:08:33] #2364/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 11:09:13] #2365/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.655 | conf=0.778 | gap=0.611
[2026-05-12 11:10:30] #2367/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.634 | conf=0.450 | gap=0.300
[2026-05-12 11:11:07] #2368/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 11:11:26] #2369/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.905 | conf=0.780 | gap=0.730
[2026-05-12 11:12:54] #2371/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-12 11:13:30] #2372/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.794 | conf=0.700 | gap=0.450
[2026-05-12 11:14:53] #2373/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 11:15:10] #2374/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:15:43] #2375/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-12 11:15:57] #2376/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.231 | conf=0.650 | gap=0.530
[2026-05-12 11:16:26] #2377/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:19:03] #2381/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 11:20:22] #2382/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-12 11:20:49] #2383/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.948 | conf=0.750 | gap=0.650
[2026-05-12 11:22:22] #2386/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:24:19] #2389/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 11:24:37] #2390/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.611 | conf=0.840 | gap=0.740
[2026-05-12 11:25:09] #2391/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:25:52] #2392/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 11:26:10] #2393/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-12 11:27:11] #2395/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.591 | conf=0.450 | gap=0.250
[2026-05-12 11:27:51] #2396/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-12 11:28:31] #2397/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.001 | conf=0.720 | gap=0.600
[2026-05-12 11:29:45] #2399/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 11:30:18] #2400/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:31:32] #2402/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 11:32:24] #2404/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-12 11:36:34] #2410/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 11:38:03] #2412/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-12 11:38:16] #2413/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-12 11:38:43] #2414/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.304 | conf=0.550 | gap=0.400
[2026-05-12 11:39:49] #2416/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.496 | conf=0.450 | gap=0.250
[2026-05-12 11:41:07] #2418/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 11:41:47] #2419/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.036 | conf=0.700 | gap=0.550
[2026-05-12 11:43:07] #2421/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:44:45] #2423/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:45:21] #2424/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.347 | conf=0.550 | gap=0.400
[2026-05-12 11:46:13] #2425/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 11:46:28] #2426/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 11:48:00] #2429/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.228 | conf=0.600 | gap=0.500
[2026-05-12 11:48:50] #2430/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-12 11:49:19] #2431/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 11:50:22] #2433/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:51:02] #2434/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-12 11:53:32] #2437/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:53:45] #2438/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:54:47] #2440/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 11:56:57] #2442/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-12 11:58:48] #2444/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 11:59:16] #2445/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 11:59:48] #2446/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:00:45] #2447/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-12 12:01:17] #2448/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 12:02:03] #2450/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.239 | conf=0.650 | gap=0.530
[2026-05-12 12:02:37] #2451/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.599 | conf=0.850 | gap=0.750
[2026-05-12 12:03:27] #2453/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 12:04:55] #2455/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-12 12:05:36] #2457/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-12 12:07:15] #2459/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-12 12:08:36] #2461/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 12:09:41] #2463/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 12:11:15] #2465/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 12:12:56] #2467/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-12 12:13:27] #2468/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.945 | conf=0.750 | gap=0.670
[2026-05-12 12:14:04] #2469/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.940 | conf=0.700 | gap=0.600
[2026-05-12 12:14:19] #2470/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.722 | conf=0.400 | gap=0.250
[2026-05-12 12:14:33] #2471/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-12 12:14:47] #2472/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-12 12:15:19] #2473/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:15:38] #2474/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.730 | conf=0.400 | gap=0.250
[2026-05-12 12:16:17] #2476/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-12 12:17:11] #2477/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 12:18:05] #2479/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.113 | conf=0.700 | gap=0.600
[2026-05-12 12:18:38] #2480/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-12 12:19:03] #2481/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 12:19:58] #2483/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:20:20] #2484/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.567 | conf=0.500 | gap=0.400
[2026-05-12 12:20:39] #2485/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.722 | conf=0.400 | gap=0.250
[2026-05-12 12:21:43] #2486/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-12 12:22:00] #2487/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 12:22:29] #2488/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-12 12:22:41] #2489/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:23:24] #2490/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.304 | conf=0.600 | gap=0.450
[2026-05-12 12:23:42] #2491/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.779 | conf=0.300 | gap=0.050
[2026-05-12 12:23:54] #2492/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 12:24:17] #2493/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 12:25:24] #2495/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.750 | conf=0.830 | gap=0.780
[2026-05-12 12:26:21] #2497/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 12:27:30] #2498/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 12:27:45] #2499/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.347 | conf=0.600 | gap=0.500
[2026-05-12 12:27:59] #2500/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:29:30] #2503/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-12 12:30:21] #2504/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 12:31:08] #2506/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.591 | conf=0.450 | gap=0.250
[2026-05-12 12:31:24] #2507/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.498 | conf=0.500 | gap=0.300
[2026-05-12 12:31:38] #2508/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 12:32:44] #2509/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 12:34:10] #2511/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:34:39] #2512/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 12:35:30] #2513/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.750 | conf=0.830 | gap=0.780
[2026-05-12 12:35:57] #2514/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 12:36:31] #2515/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.734 | conf=0.350 | gap=0.150
[2026-05-12 12:37:35] #2516/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-12 12:39:19] #2518/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 12:39:41] #2519/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.981 | conf=0.700 | gap=0.550
[2026-05-12 12:41:37] #2521/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-12 12:44:01] #2524/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 12:44:47] #2525/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.685 | conf=0.850 | gap=0.810
[2026-05-12 12:45:00] #2526/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.206 | conf=0.620 | gap=0.420
[2026-05-12 12:45:13] #2527/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.429 | conf=0.500 | gap=0.300
[2026-05-12 12:45:49] #2528/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.623 | conf=0.850 | gap=0.770
[2026-05-12 12:46:49] #2530/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-12 12:47:02] #2531/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-12 12:47:14] #2532/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:47:33] #2533/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.129 | conf=0.700 | gap=0.620
[2026-05-12 12:48:10] #2535/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 12:48:36] #2536/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-12 12:49:14] #2537/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.998 | conf=0.750 | gap=0.700
[2026-05-12 12:53:56] #2544/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 12:54:17] #2545/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-12 12:55:24] #2547/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:56:53] #2549/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.979 | conf=0.750 | gap=0.670
[2026-05-12 12:57:43] #2550/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 12:58:25] #2551/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 12:59:32] #2554/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 13:00:03] #2555/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 13:01:16] #2556/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-12 13:02:27] #2558/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 13:02:42] #2559/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.328 | conf=0.620 | gap=0.520
[2026-05-12 13:02:58] #2560/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-12 13:03:40] #2562/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.070 | conf=0.550 | gap=0.250
[2026-05-12 13:04:43] #2563/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.402 | conf=0.500 | gap=0.300
[2026-05-12 13:04:58] #2564/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 13:05:40] #2565/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 13:08:21] #2571/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.648 | conf=0.860 | gap=0.830
[2026-05-12 13:08:34] #2572/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 13:09:40] #2574/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-12 13:11:45] #2576/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-12 13:13:09] #2579/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.606 | conf=0.450 | gap=0.300
[2026-05-12 13:15:23] #2583/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.398 | conf=0.920 | gap=0.890
[2026-05-12 13:16:03] #2584/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-12 13:17:15] #2586/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-12 13:17:42] #2587/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.963 | conf=0.750 | gap=0.650
[2026-05-12 13:17:58] #2588/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.954 | conf=0.750 | gap=0.670
[2026-05-12 13:19:08] #2590/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 13:21:05] #2592/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.756 | conf=0.820 | gap=0.740
[2026-05-12 13:22:04] #2593/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.653 | conf=0.860 | gap=0.830
[2026-05-12 13:22:50] #2594/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.728 | conf=0.820 | gap=0.740
[2026-05-12 13:23:37] #2596/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 13:24:10] #2597/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 13:24:52] #2598/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 13:25:04] #2599/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 13:25:17] #2600/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.619 | conf=0.860 | gap=0.810
[2026-05-12 13:25:32] #2601/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 13:26:48] #2602/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-12 13:27:16] #2603/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 13:27:32] #2604/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-12 13:28:26] #2606/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.304 | conf=0.600 | gap=0.450
[2026-05-12 13:28:41] #2607/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 13:28:57] #2608/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.993 | conf=0.750 | gap=0.680
[2026-05-12 13:29:11] #2609/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.891 | conf=0.780 | gap=0.700
[2026-05-12 13:30:30] #2611/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 13:32:45] #2614/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-12 13:33:17] #2615/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
