[2026-05-11 11:04:47] Class 15 (Stair-up) 软标签生成开始
[2026-05-11 11:04:47]   QUICK=False LIMIT=50
[2026-05-11 11:04:47]   温度=0.8 (from api_config)
[2026-05-11 11:04:48]   本类: 2708窗口 (仅加载本类, 内存友好)
[2026-05-11 11:04:48]   实际生成: 2708 窗口
[2026-05-11 11:05:25] #0001/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-12 10:47:23] #2331/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-12 10:47:41] #2332/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.002 | conf=0.720 | gap=0.620
[2026-05-12 10:48:15] #2333/02708 | true=Stair-up(15) | pred=Stair-down(16) | ✗ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-12 10:48:55] #2334/02708 | true=Stair-up(15) | pred=Stair-down(16) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 10:49:22] #2335/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=1.271 | conf=0.600 | gap=0.450
[2026-05-12 10:51:03] #2336/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-12 10:51:24] #2337/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.297 | conf=0.600 | gap=0.500
[2026-05-12 10:51:36] #2338/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 10:52:03] #2339/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 10:52:16] #2340/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 10:52:16]   [2340/2708] acc=1616/2340=69.1% filtered=1434/2340
[2026-05-12 10:52:30] #2341/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-12 10:53:18] #2342/02708 | true=Stair-up(15) | pred=Run(14) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 10:53:49] #2343/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 10:54:17] #2344/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 10:54:44] #2345/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-12 10:55:56] #2346/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 10:56:09] #2347/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.785 | conf=0.820 | gap=0.770
[2026-05-12 10:56:33] #2348/02708 | true=Stair-up(15) | pred=Jump(8) | ✗ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-12 10:57:50] #2349/02708 | true=Stair-up(15) | pred=Stair-down(16) | ✗ | ent=0.777 | conf=0.810 | gap=0.760
[2026-05-12 10:59:46] #2350/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 11:00:19] #2351/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-12 11:01:26] #2352/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.693 | conf=0.800 | gap=0.650
[2026-05-12 11:01:58] #2353/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.808 | conf=0.300 | gap=0.100
[2026-05-12 11:03:41] #2354/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-12 11:04:10] #2355/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-12 11:04:42] #2356/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.777 | conf=0.350 | gap=0.200
[2026-05-12 11:04:58] #2357/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.541 | conf=0.500 | gap=0.350
[2026-05-12 11:05:54] #2358/02708 | true=Stair-up(15) | pred=Table-tennis(17) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 11:06:12] #2359/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-12 11:06:24] #2360/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.275 | conf=0.550 | gap=0.300
[2026-05-12 11:06:24]   [2360/2708] acc=1630/2360=69.1% filtered=1451/2360
[2026-05-12 11:07:07] #2361/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 11:08:04] #2362/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:08:21] #2363/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:08:33] #2364/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 11:09:13] #2365/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.655 | conf=0.778 | gap=0.611
[2026-05-12 11:10:04] #2366/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-12 11:10:30] #2367/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.634 | conf=0.450 | gap=0.300
[2026-05-12 11:11:07] #2368/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 11:11:26] #2369/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.905 | conf=0.780 | gap=0.730
[2026-05-12 11:11:57] #2370/02708 | true=Stair-up(15) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:12:54] #2371/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-12 11:13:30] #2372/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.794 | conf=0.700 | gap=0.450
[2026-05-12 11:14:53] #2373/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 11:15:10] #2374/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:15:43] #2375/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-12 11:15:57] #2376/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.231 | conf=0.650 | gap=0.530
[2026-05-12 11:16:26] #2377/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:16:56] #2378/02708 | true=Stair-up(15) | pred=Stair-down(16) | ✗ | ent=0.998 | conf=0.750 | gap=0.700
[2026-05-12 11:17:26] #2379/02708 | true=Stair-up(15) | pred=Run(14) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 11:18:11] #2380/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-12 11:18:11]   [2380/2708] acc=1645/2380=69.1% filtered=1470/2380
[2026-05-12 11:19:03] #2381/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 11:20:22] #2382/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-12 11:20:49] #2383/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.948 | conf=0.750 | gap=0.650
[2026-05-12 11:21:19] #2384/02708 | true=Stair-up(15) | pred=Table-tennis(17) | ✗ | ent=0.621 | conf=0.850 | gap=0.770
[2026-05-12 11:21:47] #2385/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 11:22:22] #2386/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:23:09] #2387/02708 | true=Stair-up(15) | pred=Stair-down(16) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-12 11:23:45] #2388/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-12 11:24:19] #2389/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 11:24:37] #2390/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.611 | conf=0.840 | gap=0.740
[2026-05-12 11:25:09] #2391/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:25:52] #2392/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 11:26:10] #2393/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-12 11:26:42] #2394/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.675 | conf=0.850 | gap=0.810
[2026-05-12 11:27:11] #2395/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.591 | conf=0.450 | gap=0.250
[2026-05-12 11:27:51] #2396/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-12 11:28:31] #2397/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.001 | conf=0.720 | gap=0.600
[2026-05-12 11:28:59] #2398/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.657 | conf=0.850 | gap=0.810
[2026-05-12 11:29:45] #2399/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 11:30:18] #2400/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:30:18]   [2400/2708] acc=1659/2400=69.1% filtered=1489/2400
[2026-05-12 11:30:58] #2401/02708 | true=Stair-up(15) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:31:32] #2402/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 11:31:59] #2403/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-12 11:32:24] #2404/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-12 11:33:12] #2405/02708 | true=Stair-up(15) | pred=Lay-stand(6) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-12 11:33:53] #2406/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.982 | conf=0.750 | gap=0.670
[2026-05-12 11:34:26] #2407/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-12 11:35:01] #2408/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.857 | conf=0.650 | gap=0.400
[2026-05-12 11:36:16] #2409/02708 | true=Stair-up(15) | pred=Stair-down(16) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 11:36:34] #2410/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 11:37:04] #2411/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-12 11:38:03] #2412/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-12 11:38:16] #2413/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-12 11:38:43] #2414/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.304 | conf=0.550 | gap=0.400
[2026-05-12 11:39:35] #2415/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.417 | conf=0.920 | gap=0.900
[2026-05-12 11:39:49] #2416/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.496 | conf=0.450 | gap=0.250
[2026-05-12 11:40:35] #2417/02708 | true=Stair-up(15) | pred=Stair-down(16) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:41:07] #2418/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 11:41:47] #2419/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.036 | conf=0.700 | gap=0.550
[2026-05-12 11:42:23] #2420/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 11:42:23]   [2420/2708] acc=1668/2420=68.9% filtered=1508/2420
[2026-05-12 11:43:07] #2421/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:43:29] #2422/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-12 11:44:45] #2423/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:45:21] #2424/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.347 | conf=0.550 | gap=0.400
[2026-05-12 11:46:13] #2425/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 11:46:28] #2426/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 11:46:56] #2427/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.879 | conf=0.550 | gap=0.150
[2026-05-12 11:47:39] #2428/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-12 11:48:00] #2429/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.228 | conf=0.600 | gap=0.500
[2026-05-12 11:48:50] #2430/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-12 11:49:19] #2431/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 11:50:11] #2432/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 11:50:22] #2433/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:51:02] #2434/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-12 11:51:48] #2435/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.970 | conf=0.750 | gap=0.670
[2026-05-12 11:52:17] #2436/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-12 11:53:32] #2437/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:53:45] #2438/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:54:31] #2439/02708 | true=Stair-up(15) | pred=Stair-down(16) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 11:54:47] #2440/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 11:54:47]   [2440/2708] acc=1681/2440=68.9% filtered=1528/2440
[2026-05-12 11:55:20] #2441/02708 | true=Stair-up(15) | pred=Run(14) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 11:56:57] #2442/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-12 11:58:34] #2443/02708 | true=Stair-up(15) | pred=Stair-down(16) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 11:58:48] #2444/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 11:59:16] #2445/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 11:59:48] #2446/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:00:45] #2447/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-12 12:01:17] #2448/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 12:01:46] #2449/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.598 | conf=0.850 | gap=0.780
[2026-05-12 12:02:03] #2450/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.239 | conf=0.650 | gap=0.530
[2026-05-12 12:02:37] #2451/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.599 | conf=0.850 | gap=0.750
[2026-05-12 12:03:09] #2452/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.582 | conf=0.850 | gap=0.770
[2026-05-12 12:03:27] #2453/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 12:04:05] #2454/02708 | true=Stair-up(15) | pred=Run(14) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 12:04:55] #2455/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-12 12:05:19] #2456/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-12 12:05:36] #2457/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-12 12:06:26] #2458/02708 | true=Stair-up(15) | pred=Jump(8) | ✗ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-12 12:07:15] #2459/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-12 12:07:41] #2460/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=1.025 | conf=0.650 | gap=0.500
[2026-05-12 12:07:41]   [2460/2708] acc=1693/2460=68.8% filtered=1548/2460
[2026-05-12 12:08:36] #2461/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 12:09:06] #2462/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 12:09:41] #2463/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 12:10:43] #2464/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-12 12:11:15] #2465/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 12:12:25] #2466/02708 | true=Stair-up(15) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:12:56] #2467/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-12 12:13:27] #2468/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.945 | conf=0.750 | gap=0.670
[2026-05-12 12:14:04] #2469/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.940 | conf=0.700 | gap=0.600
[2026-05-12 12:14:19] #2470/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.722 | conf=0.400 | gap=0.250
[2026-05-12 12:14:33] #2471/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-12 12:14:47] #2472/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-12 12:15:19] #2473/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:15:38] #2474/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.730 | conf=0.400 | gap=0.250
[2026-05-12 12:16:02] #2475/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:16:17] #2476/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-12 12:17:11] #2477/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 12:17:38] #2478/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:18:05] #2479/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.113 | conf=0.700 | gap=0.600
[2026-05-12 12:18:38] #2480/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-12 12:18:38]   [2480/2708] acc=1708/2480=68.9% filtered=1566/2480
[2026-05-12 12:19:03] #2481/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 12:19:41] #2482/02708 | true=Stair-up(15) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:19:58] #2483/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:20:20] #2484/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.567 | conf=0.500 | gap=0.400
[2026-05-12 12:20:39] #2485/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.722 | conf=0.400 | gap=0.250
[2026-05-12 12:21:43] #2486/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-12 12:22:00] #2487/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 12:22:29] #2488/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-12 12:22:41] #2489/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:23:24] #2490/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.304 | conf=0.600 | gap=0.450
[2026-05-12 12:23:42] #2491/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.779 | conf=0.300 | gap=0.050
[2026-05-12 12:23:54] #2492/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 12:24:17] #2493/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 12:25:00] #2494/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-12 12:25:24] #2495/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.750 | conf=0.830 | gap=0.780
[2026-05-12 12:26:05] #2496/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-12 12:26:21] #2497/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 12:27:30] #2498/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 12:27:45] #2499/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.347 | conf=0.600 | gap=0.500
[2026-05-12 12:27:59] #2500/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:27:59]   [2500/2708] acc=1725/2500=69.0% filtered=1583/2500
[2026-05-12 12:28:24] #2501/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-12 12:29:14] #2502/02708 | true=Stair-up(15) | pred=Walk(11) | ✗ | ent=0.579 | conf=0.850 | gap=0.780
[2026-05-12 12:29:30] #2503/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-12 12:30:21] #2504/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 12:30:54] #2505/02708 | true=Stair-up(15) | pred=Table-tennis(17) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 12:31:08] #2506/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.591 | conf=0.450 | gap=0.250
[2026-05-12 12:31:24] #2507/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.498 | conf=0.500 | gap=0.300
[2026-05-12 12:31:38] #2508/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 12:32:44] #2509/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 12:33:18] #2510/02708 | true=Stair-up(15) | pred=Push-up(9) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 12:34:10] #2511/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:34:39] #2512/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 12:35:30] #2513/02708 | true=Stair-up(15) | pred=Stair-up(15) | ✓ | ent=0.750 | conf=0.830 | gap=0.780
