[2026-05-11 21:52:20] HARTH class 7 (lying) T=0.8
[2026-05-11 21:52:20]   4689 windows
[2026-05-11 21:52:27] #0001/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:06:56] #3575/04689 | true=lying | pred=lying | ✓ | ent=0.552 conf=0.880 gap=0.830
[2026-05-12 15:07:07] #3576/04689 | true=lying | pred=stand | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 15:07:22] #3577/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:07:31] #3578/04689 | true=lying | pred=stand | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 15:07:40] #3579/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:07:56] #3580/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:07:56]   [3580/4689] acc=41% filt=3471
[2026-05-12 15:07:59] #3581/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 15:08:06] #3582/04689 | true=lying | pred=stand | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 15:08:18] #3583/04689 | true=lying | pred=stand | ✗ | ent=0.845 conf=0.800 gap=0.720
[2026-05-12 15:08:27] #3584/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:08:34] #3585/04689 | true=lying | pred=stand | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 15:08:42] #3586/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 15:09:10] #3587/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:09:16] #3588/04689 | true=lying | pred=stand | ✗ | ent=0.947 conf=0.750 gap=0.630
[2026-05-12 15:09:33] #3589/04689 | true=lying | pred=stand | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 15:09:51] #3590/04689 | true=lying | pred=stand | ✗ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 15:09:53] #3591/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:10:07] #3592/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:10:20] #3593/04689 | true=lying | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:10:28] #3594/04689 | true=lying | pred=lying | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 15:10:58] #3595/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:11:03] #3596/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 15:11:15] #3597/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:11:30] #3598/04689 | true=lying | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:11:50] #3599/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 15:12:03] #3600/04689 | true=lying | pred=shuffle | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 15:12:03]   [3600/4689] acc=41% filt=3490
[2026-05-12 15:12:22] #3601/04689 | true=lying | pred=lying | ✓ | ent=0.389 conf=0.900 gap=0.820
[2026-05-12 15:12:39] #3602/04689 | true=lying | pred=sit | ✗ | ent=0.168 conf=0.970 gap=0.960
[2026-05-12 15:12:47] #3603/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:13:07] #3604/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:13:18] #3605/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:13:22] #3606/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:13:33] #3607/04689 | true=lying | pred=stand | ✗ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 15:13:47] #3608/04689 | true=lying | pred=shuffle | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 15:14:07] #3609/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:14:33] #3610/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:14:39] #3611/04689 | true=lying | pred=stand | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 15:14:47] #3612/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:14:56] #3613/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:15:08] #3614/04689 | true=lying | pred=lying | ✓ | ent=0.906 conf=0.740 gap=0.590
[2026-05-12 15:15:12] #3615/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 15:15:49] #3616/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:15:53] #3617/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:16:04] #3618/04689 | true=lying | pred=sit | ✗ | ent=0.008 conf=0.999 gap=0.998
[2026-05-12 15:16:21] #3619/04689 | true=lying | pred=stand | ✗ | ent=0.623 conf=0.840 gap=0.760
[2026-05-12 15:16:33] #3620/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:16:33]   [3620/4689] acc=41% filt=3509
[2026-05-12 15:16:56] #3621/04689 | true=lying | pred=stand | ✗ | ent=1.493 conf=0.550 gap=0.400
[2026-05-12 15:17:01] #3622/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 15:17:16] #3623/04689 | true=lying | pred=shuffle | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 15:17:37] #3624/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:17:54] #3625/04689 | true=lying | pred=stand | ✗ | ent=0.570 conf=0.870 gap=0.820
[2026-05-12 15:18:02] #3626/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:18:09] #3627/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:18:25] #3628/04689 | true=lying | pred=stand | ✗ | ent=0.572 conf=0.820 gap=0.670
[2026-05-12 15:18:41] #3629/04689 | true=lying | pred=stand | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 15:18:49] #3630/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:19:03] #3631/04689 | true=lying | pred=stand | ✗ | ent=0.390 conf=0.930 gap=0.920
[2026-05-12 15:19:13] #3632/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:19:25] #3633/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:19:38] #3634/04689 | true=lying | pred=stand | ✗ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 15:19:56] #3635/04689 | true=lying | pred=lying | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 15:20:02] #3636/04689 | true=lying | pred=shuffle | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 15:20:15] #3637/04689 | true=lying | pred=stairs_up | ✗ | ent=1.431 conf=0.350 gap=0.050
[2026-05-12 15:20:30] #3638/04689 | true=lying | pred=stand | ✗ | ent=0.683 conf=0.850 gap=0.800
[2026-05-12 15:20:38] #3639/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:20:49] #3640/04689 | true=lying | pred=lying | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 15:20:49]   [3640/4689] acc=41% filt=3528
[2026-05-12 15:20:59] #3641/04689 | true=lying | pred=sit | ✗ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 15:21:07] #3642/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:21:15] #3643/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:21:27] #3644/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:21:35] #3645/04689 | true=lying | pred=lying | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 15:21:44] #3646/04689 | true=lying | pred=lying | ✓ | ent=0.598 conf=0.850 gap=0.780
[2026-05-12 15:22:01] #3647/04689 | true=lying | pred=stand | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 15:22:21] #3648/04689 | true=lying | pred=sit | ✗ | ent=0.467 conf=0.900 gap=0.860
[2026-05-12 15:22:38] #3649/04689 | true=lying | pred=stand | ✗ | ent=0.804 conf=0.820 gap=0.770
[2026-05-12 15:22:45] #3650/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:22:54] #3651/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:23:07] #3652/04689 | true=lying | pred=sit | ✗ | ent=0.645 conf=0.820 gap=0.740
[2026-05-12 15:23:25] #3653/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:24:00] #3654/04689 | true=lying | pred=lying | ✓ | ent=0.834 conf=0.700 gap=0.500
[2026-05-12 15:24:08] #3655/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:24:15] #3656/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 15:24:21] #3657/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:24:30] #3658/04689 | true=lying | pred=lying | ✓ | ent=0.775 conf=0.800 gap=0.700
[2026-05-12 15:24:48] #3659/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:24:57] #3660/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 15:24:57]   [3660/4689] acc=41% filt=3548
[2026-05-12 15:25:01] #3661/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:25:14] #3662/04689 | true=lying | pred=stand | ✗ | ent=0.358 conf=0.900 gap=0.810
[2026-05-12 15:25:21] #3663/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:25:30] #3664/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:25:48] #3665/04689 | true=lying | pred=lying | ✓ | ent=0.746 conf=0.710 gap=0.460
[2026-05-12 15:26:07] #3666/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:26:21] #3667/04689 | true=lying | pred=stand | ✗ | ent=1.275 conf=0.550 gap=0.340
[2026-05-12 15:26:29] #3668/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:26:39] #3669/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 15:27:01] #3670/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:27:23] #3671/04689 | true=lying | pred=lying | ✓ | ent=0.482 conf=0.850 gap=0.720
[2026-05-12 15:27:33] #3672/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:27:42] #3673/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:27:54] #3674/04689 | true=lying | pred=lying | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 15:28:07] #3675/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:28:18] #3676/04689 | true=lying | pred=stand | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 15:28:25] #3677/04689 | true=lying | pred=stand | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 15:28:40] #3678/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:28:54] #3679/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:29:00] #3680/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:29:00]   [3680/4689] acc=41% filt=3568
[2026-05-12 15:29:11] #3681/04689 | true=lying | pred=stand | ✗ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 15:29:19] #3682/04689 | true=lying | pred=stand | ✗ | ent=1.079 conf=0.600 gap=0.320
[2026-05-12 15:29:57] #3683/04689 | true=lying | pred=sit | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:30:04] #3684/04689 | true=lying | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:30:20] #3685/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:30:36] #3686/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 15:30:58] #3687/04689 | true=lying | pred=stand | ✗ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 15:31:15] #3688/04689 | true=lying | pred=stand | ✗ | ent=0.867 conf=0.750 gap=0.600
[2026-05-12 15:31:27] #3689/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:31:37] #3690/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:31:48] #3691/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:31:52] #3692/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:32:16] #3693/04689 | true=lying | pred=stand | ✗ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 15:32:27] #3694/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:32:40] #3695/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:33:00] #3696/04689 | true=lying | pred=stand | ✗ | ent=0.995 conf=0.700 gap=0.550
[2026-05-12 15:33:16] #3697/04689 | true=lying | pred=sit | ✗ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 15:33:24] #3698/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:33:35] #3699/04689 | true=lying | pred=stand | ✗ | ent=1.089 conf=0.400 gap=0.100
[2026-05-12 15:33:58] #3700/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:33:58]   [3700/4689] acc=41% filt=3587
[2026-05-12 15:34:12] #3701/04689 | true=lying | pred=sit | ✗ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 15:34:40] #3702/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:35:06] #3703/04689 | true=lying | pred=stand | ✗ | ent=1.062 conf=0.700 gap=0.550
[2026-05-12 15:35:22] #3704/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:35:49] #3705/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:36:05] #3706/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:36:13] #3707/04689 | true=lying | pred=lying | ✓ | ent=0.800 conf=0.820 gap=0.770
[2026-05-12 15:36:22] #3708/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:36:35] #3709/04689 | true=lying | pred=stand | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 15:36:43] #3710/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:37:04] #3711/04689 | true=lying | pred=stand | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 15:37:29] #3712/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:37:39] #3713/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:37:53] #3714/04689 | true=lying | pred=shuffle | ✗ | ent=1.192 conf=0.550 gap=0.250
[2026-05-12 15:37:56] #3715/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:38:04] #3716/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:38:12] #3717/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:38:16] #3718/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 15:38:38] #3719/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:38:46] #3720/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:38:46]   [3720/4689] acc=41% filt=3607
[2026-05-12 15:38:59] #3721/04689 | true=lying | pred=stand | ✗ | ent=1.040 conf=0.500 gap=0.250
[2026-05-12 15:39:09] #3722/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:39:17] #3723/04689 | true=lying | pred=lying | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 15:39:19] #3724/04689 | true=lying | pred=lying | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 15:39:39] #3725/04689 | true=lying | pred=stand | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 15:39:42] #3726/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 15:40:03] #3727/04689 | true=lying | pred=stand | ✗ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 15:40:07] #3728/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:40:25] #3729/04689 | true=lying | pred=lying | ✓ | ent=0.728 conf=0.790 gap=0.650
[2026-05-12 15:40:37] #3730/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:40:44] #3731/04689 | true=lying | pred=stand | ✗ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 15:40:54] #3732/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 15:41:15] #3733/04689 | true=lying | pred=lying | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 15:41:21] #3734/04689 | true=lying | pred=lying | ✓ | ent=0.958 conf=0.693 gap=0.485
[2026-05-12 15:41:31] #3735/04689 | true=lying | pred=shuffle | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 15:41:40] #3736/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:41:44] #3737/04689 | true=lying | pred=lying | ✓ | ent=0.950 conf=0.600 gap=0.400
[2026-05-12 15:41:48] #3738/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:42:02] #3739/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:42:15] #3740/04689 | true=lying | pred=lying | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 15:42:15]   [3740/4689] acc=41% filt=3625
[2026-05-12 15:42:30] #3741/04689 | true=lying | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:42:35] #3742/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:42:44] #3743/04689 | true=lying | pred=stand | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 15:43:02] #3744/04689 | true=lying | pred=lying | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 15:43:17] #3745/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:43:31] #3746/04689 | true=lying | pred=sit | ✗ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 15:43:39] #3747/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:43:48] #3748/04689 | true=lying | pred=lying | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 15:44:01] #3749/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:44:08] #3750/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 15:44:11] #3751/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:44:22] #3752/04689 | true=lying | pred=stand | ✗ | ent=0.856 conf=0.800 gap=0.730
[2026-05-12 15:44:30] #3753/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 15:45:00] #3754/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:45:14] #3755/04689 | true=lying | pred=stand | ✗ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 15:45:36] #3756/04689 | true=lying | pred=stand | ✗ | ent=0.245 conf=0.944 gap=0.894
[2026-05-12 15:45:47] #3757/04689 | true=lying | pred=stand | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 15:45:56] #3758/04689 | true=lying | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:46:01] #3759/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:46:10] #3760/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:46:10]   [3760/4689] acc=41% filt=3645
[2026-05-12 15:46:17] #3761/04689 | true=lying | pred=stand | ✗ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 15:46:42] #3762/04689 | true=lying | pred=stand | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 15:46:53] #3763/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:47:03] #3764/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:47:20] #3765/04689 | true=lying | pred=stand | ✗ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 15:47:35] #3766/04689 | true=lying | pred=stand | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 15:47:42] #3767/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:47:45] #3768/04689 | true=lying | pred=lying | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 15:48:05] #3769/04689 | true=lying | pred=stand | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 15:48:14] #3770/04689 | true=lying | pred=lying | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 15:48:31] #3771/04689 | true=lying | pred=sit | ✗ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 15:48:43] #3772/04689 | true=lying | pred=lying | ✓ | ent=0.501 conf=0.880 gap=0.810
[2026-05-12 15:48:53] #3773/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:49:10] #3774/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:49:19] #3775/04689 | true=lying | pred=stand | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 15:49:29] #3776/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:49:44] #3777/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:50:00] #3778/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:50:06] #3779/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:50:20] #3780/04689 | true=lying | pred=lying | ✓ | ent=0.825 conf=0.646 gap=0.347
[2026-05-12 15:50:20]   [3780/4689] acc=41% filt=3665
[2026-05-12 15:50:28] #3781/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:50:36] #3782/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:50:47] #3783/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:51:05] #3784/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:51:21] #3785/04689 | true=lying | pred=sit | ✗ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 15:51:28] #3786/04689 | true=lying | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:51:39] #3787/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 15:51:49] #3788/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:51:57] #3789/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:52:00] #3790/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
