[2026-05-11 21:52:46] #0002/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:23:12] #6134/08147 | true=stand | pred=stand | ✓ | ent=0.679 conf=0.800 gap=0.650
[2026-05-12 18:23:17] #6135/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 18:23:24] #6136/08147 | true=stand | pred=stand | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-12 18:23:28] #6137/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:23:44] #6138/08147 | true=stand | pred=stand | ✓ | ent=0.938 conf=0.700 gap=0.500
[2026-05-12 18:23:59] #6139/08147 | true=stand | pred=stand | ✓ | ent=0.635 conf=0.850 gap=0.770
[2026-05-12 18:24:03] #6140/08147 | true=stand | pred=stand | ✓ | ent=0.975 conf=0.760 gap=0.690
[2026-05-12 18:24:05] #6141/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 18:24:11] #6142/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:24:43] #6145/08147 | true=stand | pred=stand | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 18:24:52] #6146/08147 | true=stand | pred=stand | ✓ | ent=0.585 conf=0.840 gap=0.720
[2026-05-12 18:24:54] #6147/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:24:57] #6148/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 18:26:02] #6152/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:26:04] #6153/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 18:26:07] #6154/08147 | true=stand | pred=stand | ✓ | ent=0.390 conf=0.930 gap=0.920
[2026-05-12 18:26:41] #6157/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:26:43] #6158/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 18:26:46] #6159/08147 | true=stand | pred=stand | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 18:26:59] #6160/08147 | true=stand | pred=stand | ✓ | ent=0.768 conf=0.780 gap=0.630
[2026-05-12 18:27:02] #6161/08147 | true=stand | pred=stand | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 18:27:08] #6162/08147 | true=stand | pred=stand | ✓ | ent=0.649 conf=0.850 gap=0.770
[2026-05-12 18:27:15] #6163/08147 | true=stand | pred=stand | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 18:27:22] #6164/08147 | true=stand | pred=stand | ✓ | ent=0.309 conf=0.930 gap=0.880
[2026-05-12 18:27:38] #6166/08147 | true=stand | pred=stand | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 18:27:41] #6167/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:27:58] #6169/08147 | true=stand | pred=stand | ✓ | ent=1.059 conf=0.600 gap=0.300
[2026-05-12 18:28:06] #6170/08147 | true=stand | pred=stand | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 18:28:09] #6171/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 18:28:17] #6172/08147 | true=stand | pred=stand | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 18:28:40] #6173/08147 | true=stand | pred=stand | ✓ | ent=1.062 conf=0.700 gap=0.550
[2026-05-12 18:29:00] #6174/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:29:21] #6176/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 18:29:26] #6177/08147 | true=stand | pred=stand | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 18:29:47] #6179/08147 | true=stand | pred=stand | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 18:29:56] #6180/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:30:08] #6182/08147 | true=stand | pred=stand | ✓ | ent=1.820 conf=0.350 gap=0.200
[2026-05-12 18:30:15] #6183/08147 | true=stand | pred=stand | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 18:30:17] #6184/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:31:02] #6185/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:31:23] #6188/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:31:48] #6189/08147 | true=stand | pred=stand | ✓ | ent=0.530 conf=0.860 gap=0.760
[2026-05-12 18:31:55] #6190/08147 | true=stand | pred=stand | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 18:31:58] #6191/08147 | true=stand | pred=stand | ✓ | ent=0.789 conf=0.800 gap=0.700
[2026-05-12 18:32:06] #6192/08147 | true=stand | pred=stand | ✓ | ent=0.979 conf=0.730 gap=0.580
[2026-05-12 18:32:18] #6194/08147 | true=stand | pred=stand | ✓ | ent=0.668 conf=0.850 gap=0.800
[2026-05-12 18:32:25] #6195/08147 | true=stand | pred=stand | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 18:32:32] #6196/08147 | true=stand | pred=stand | ✓ | ent=1.047 conf=0.700 gap=0.550
[2026-05-12 18:32:46] #6197/08147 | true=stand | pred=stand | ✓ | ent=0.921 conf=0.750 gap=0.650
[2026-05-12 18:33:04] #6199/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:33:08] #6200/08147 | true=stand | pred=stand | ✓ | ent=0.950 conf=0.600 gap=0.400
[2026-05-12 18:33:17] #6201/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:33:22] #6202/08147 | true=stand | pred=stand | ✓ | ent=0.853 conf=0.780 gap=0.660
[2026-05-12 18:33:29] #6203/08147 | true=stand | pred=stand | ✓ | ent=1.184 conf=0.520 gap=0.170
[2026-05-12 18:33:45] #6204/08147 | true=stand | pred=stand | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 18:33:57] #6205/08147 | true=stand | pred=stand | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 18:33:59] #6206/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 18:34:02] #6207/08147 | true=stand | pred=stand | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 18:34:14] #6209/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:34:22] #6210/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:34:31] #6211/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:34:34] #6212/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 18:34:37] #6213/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 18:34:40] #6214/08147 | true=stand | pred=stand | ✓ | ent=0.660 conf=0.850 gap=0.780
[2026-05-12 18:34:44] #6215/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:34:47] #6216/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:34:55] #6217/08147 | true=stand | pred=stand | ✓ | ent=1.476 conf=0.500 gap=0.250
[2026-05-12 18:35:02] #6218/08147 | true=stand | pred=stand | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 18:35:05] #6219/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:35:07] #6220/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:35:10] #6221/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:35:15] #6222/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 18:35:51] #6224/08147 | true=stand | pred=stand | ✓ | ent=0.390 conf=0.930 gap=0.920
[2026-05-12 18:36:11] #6226/08147 | true=stand | pred=stand | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 18:36:14] #6227/08147 | true=stand | pred=stand | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 18:36:17] #6228/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 18:36:25] #6229/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:36:42] #6231/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:36:46] #6232/08147 | true=stand | pred=stand | ✓ | ent=0.783 conf=0.765 gap=0.588
[2026-05-12 18:36:48] #6233/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 18:37:04] #6235/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:37:19] #6237/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:37:26] #6238/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:37:28] #6239/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:37:30] #6240/08147 | true=stand | pred=stand | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 18:37:38] #6241/08147 | true=stand | pred=stand | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 18:37:40] #6242/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:37:43] #6243/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 18:37:51] #6244/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:38:01] #6245/08147 | true=stand | pred=stand | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 18:38:05] #6246/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:38:11] #6247/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:38:20] #6248/08147 | true=stand | pred=stand | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 18:38:27] #6249/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:38:39] #6250/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:38:48] #6251/08147 | true=stand | pred=stand | ✓ | ent=1.216 conf=0.650 gap=0.500
[2026-05-12 18:38:55] #6252/08147 | true=stand | pred=stand | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 18:39:10] #6254/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:39:18] #6255/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:39:43] #6258/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:39:46] #6259/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:40:05] #6262/08147 | true=stand | pred=stand | ✓ | ent=0.649 conf=0.850 gap=0.770
[2026-05-12 18:40:23] #6263/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:40:30] #6264/08147 | true=stand | pred=stand | ✓ | ent=0.517 conf=0.830 gap=0.680
[2026-05-12 18:40:49] #6266/08147 | true=stand | pred=stand | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 18:40:53] #6267/08147 | true=stand | pred=stand | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 18:41:03] #6268/08147 | true=stand | pred=stand | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 18:41:11] #6269/08147 | true=stand | pred=stand | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 18:41:18] #6270/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:41:28] #6271/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 18:41:31] #6272/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:41:40] #6273/08147 | true=stand | pred=stand | ✓ | ent=0.279 conf=0.940 gap=0.900
[2026-05-12 18:41:47] #6274/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:41:52] #6275/08147 | true=stand | pred=stand | ✓ | ent=0.703 conf=0.842 gap=0.792
[2026-05-12 18:41:56] #6276/08147 | true=stand | pred=stand | ✓ | ent=1.001 conf=0.750 gap=0.680
[2026-05-12 18:42:00] #6277/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:42:03] #6278/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 18:42:06] #6279/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:42:17] #6280/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:42:38] #6282/08147 | true=stand | pred=stand | ✓ | ent=0.608 conf=0.860 gap=0.780
[2026-05-12 18:42:46] #6283/08147 | true=stand | pred=stand | ✓ | ent=1.493 conf=0.550 gap=0.400
[2026-05-12 18:43:23] #6287/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.830 gap=0.710
[2026-05-12 18:43:26] #6288/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 18:43:30] #6289/08147 | true=stand | pred=stand | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 18:43:33] #6290/08147 | true=stand | pred=stand | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 18:43:36] #6291/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 18:43:45] #6292/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 18:43:57] #6293/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:44:00] #6294/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:44:09] #6295/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 18:44:17] #6296/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:44:21] #6297/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:44:24] #6298/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:44:28] #6299/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:44:36] #6300/08147 | true=stand | pred=stand | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 18:44:53] #6301/08147 | true=stand | pred=stand | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 18:45:12] #6302/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:45:28] #6303/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:45:43] #6304/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:45:48] #6305/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:45:57] #6306/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:46:00] #6307/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 18:46:10] #6308/08147 | true=stand | pred=stand | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 18:46:39] #6310/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 18:46:49] #6311/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:47:00] #6312/08147 | true=stand | pred=stand | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 18:47:23] #6315/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:47:28] #6316/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 18:47:47] #6318/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 18:47:53] #6319/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:47:56] #6320/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:47:58] #6321/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:48:05] #6322/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:48:07] #6323/08147 | true=stand | pred=stand | ✓ | ent=1.089 conf=0.400 gap=0.100
[2026-05-12 18:48:13] #6324/08147 | true=stand | pred=stand | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 18:48:40] #6326/08147 | true=stand | pred=stand | ✓ | ent=1.120 conf=0.650 gap=0.500
[2026-05-12 18:48:47] #6327/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:48:51] #6328/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:48:53] #6329/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 18:48:56] #6330/08147 | true=stand | pred=stand | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 18:49:20] #6333/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 18:49:30] #6334/08147 | true=stand | pred=stand | ✓ | ent=0.635 conf=0.850 gap=0.770
[2026-05-12 18:49:37] #6335/08147 | true=stand | pred=stand | ✓ | ent=0.557 conf=0.840 gap=0.720
[2026-05-12 18:49:57] #6336/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:50:13] #6338/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:50:20] #6339/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 18:50:35] #6340/08147 | true=stand | pred=stand | ✓ | ent=0.907 conf=0.680 gap=0.450
[2026-05-12 18:50:43] #6341/08147 | true=stand | pred=stand | ✓ | ent=1.030 conf=0.500 gap=0.200
[2026-05-12 18:50:57] #6342/08147 | true=stand | pred=stand | ✓ | ent=1.020 conf=0.601 gap=0.301
[2026-05-12 18:51:00] #6343/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:51:02] #6344/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:51:05] #6345/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 18:51:09] #6346/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 18:51:12] #6347/08147 | true=stand | pred=stand | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 18:51:24] #6348/08147 | true=stand | pred=stand | ✓ | ent=0.891 conf=0.780 gap=0.700
[2026-05-12 18:51:28] #6349/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 18:51:37] #6350/08147 | true=stand | pred=stand | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 18:51:51] #6351/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:51:54] #6352/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 18:52:02] #6353/08147 | true=stand | pred=stand | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 18:52:12] #6354/08147 | true=stand | pred=stand | ✓ | ent=0.469 conf=0.900 gap=0.855
[2026-05-12 18:52:21] #6355/08147 | true=stand | pred=stand | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 18:52:24] #6356/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:52:46] #6358/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 18:52:49] #6359/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 18:53:01] #6360/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:53:13] #6362/08147 | true=stand | pred=stand | ✓ | ent=0.653 conf=0.840 gap=0.740
[2026-05-12 18:53:33] #6364/08147 | true=stand | pred=stand | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 18:53:36] #6365/08147 | true=stand | pred=stand | ✓ | ent=1.040 conf=0.500 gap=0.250
[2026-05-12 18:53:46] #6366/08147 | true=stand | pred=stand | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-12 18:54:01] #6368/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:54:13] #6369/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:54:21] #6370/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:54:24] #6371/08147 | true=stand | pred=stand | ✓ | ent=0.880 conf=0.750 gap=0.600
[2026-05-12 18:54:27] #6372/08147 | true=stand | pred=stand | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 18:54:30] #6373/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:54:33] #6374/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:54:39] #6375/08147 | true=stand | pred=stand | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 18:54:51] #6377/08147 | true=stand | pred=stand | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 18:55:00] #6378/08147 | true=stand | pred=stand | ✓ | ent=0.905 conf=0.780 gap=0.700
[2026-05-12 18:55:32] #6381/08147 | true=stand | pred=stand | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 18:55:42] #6382/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:55:45] #6383/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:55:53] #6385/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:55:55] #6386/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:56:03] #6387/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 18:56:06] #6388/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:56:08] #6389/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 18:56:16] #6390/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:56:26] #6391/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 18:56:28] #6392/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.900 gap=0.860
[2026-05-12 18:56:31] #6393/08147 | true=stand | pred=stand | ✓ | ent=1.077 conf=0.660 gap=0.440
[2026-05-12 18:56:33] #6394/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 18:56:37] #6395/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:56:42] #6396/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:56:50] #6397/08147 | true=stand | pred=stand | ✓ | ent=0.389 conf=0.900 gap=0.820
[2026-05-12 18:56:53] #6398/08147 | true=stand | pred=stand | ✓ | ent=0.783 conf=0.765 gap=0.588
[2026-05-12 18:56:55] #6399/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:57:07] #6401/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
