[2026-05-11 21:51:59] HARTH class 5 (stand) T=0.8
[2026-05-11 21:51:59]   8147 windows
[2026-05-11 21:52:24] #0001/08147 | true=stand | pred=stairs_up | ✗ | ent=1.808 conf=0.250 gap=0.050
[2026-05-14 08:22:46] #6956/08147 | true=stand | pred=stand | ✓ | ent=0.963 conf=0.750 gap=0.650
[2026-05-14 08:22:57] #6957/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:23:06] #6958/08147 | true=stand | pred=stand | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-14 08:23:09] #6959/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-14 08:23:12] #6960/08147 | true=stand | pred=stand | ✓ | ent=0.387 conf=0.931 gap=0.921
[2026-05-14 08:23:12]   [6960/8147] acc=84% filt=6426
[2026-05-14 08:23:20] #6961/08147 | true=stand | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 08:23:44] #6962/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:23:46] #6963/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 08:23:50] #6964/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-14 08:23:53] #6965/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 08:23:55] #6966/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 08:24:02] #6967/08147 | true=stand | pred=stand | ✓ | ent=0.608 conf=0.860 gap=0.780
[2026-05-14 08:24:06] #6968/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:24:09] #6969/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:24:20] #6970/08147 | true=stand | pred=stand | ✓ | ent=0.831 conf=0.800 gap=0.720
[2026-05-14 08:24:26] #6971/08147 | true=stand | pred=stand | ✓ | ent=1.512 conf=0.550 gap=0.400
[2026-05-14 08:24:30] #6972/08147 | true=stand | pred=stand | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-14 08:24:33] #6973/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 08:24:41] #6974/08147 | true=stand | pred=stand | ✓ | ent=0.334 conf=0.930 gap=0.890
[2026-05-14 08:24:49] #6975/08147 | true=stand | pred=stand | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-14 08:24:59] #6976/08147 | true=stand | pred=stand | ✓ | ent=0.856 conf=0.800 gap=0.730
[2026-05-14 08:25:04] #6977/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 08:25:07] #6978/08147 | true=stand | pred=stand | ✓ | ent=1.364 conf=0.460 gap=0.110
[2026-05-14 08:25:17] #6979/08147 | true=stand | pred=stand | ✓ | ent=1.030 conf=0.500 gap=0.200
[2026-05-14 08:25:19] #6980/08147 | true=stand | pred=stand | ✓ | ent=0.937 conf=0.620 gap=0.300
[2026-05-14 08:25:19]   [6980/8147] acc=84% filt=6443
[2026-05-14 08:25:28] #6981/08147 | true=stand | pred=stand | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-14 08:25:37] #6982/08147 | true=stand | pred=stand | ✓ | ent=0.649 conf=0.850 gap=0.770
[2026-05-14 08:25:47] #6983/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:25:50] #6984/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-14 08:26:00] #6985/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-14 08:26:03] #6986/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 08:26:19] #6987/08147 | true=stand | pred=stand | ✓ | ent=0.948 conf=0.750 gap=0.650
[2026-05-14 08:26:31] #6988/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 08:26:42] #6989/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:26:44] #6990/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:27:02] #6991/08147 | true=stand | pred=lying | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 08:27:09] #6992/08147 | true=stand | pred=stand | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-14 08:27:18] #6993/08147 | true=stand | pred=stand | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-14 08:27:32] #6994/08147 | true=stand | pred=shuffle | ✗ | ent=0.977 conf=0.550 gap=0.170
[2026-05-14 08:27:35] #6995/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 08:27:43] #6996/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 08:27:56] #6997/08147 | true=stand | pred=stand | ✓ | ent=0.635 conf=0.850 gap=0.770
[2026-05-14 08:27:59] #6998/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-14 08:28:03] #6999/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:28:13] #7000/08147 | true=stand | pred=stand | ✓ | ent=0.302 conf=0.940 gap=0.910
[2026-05-14 08:28:13]   [7000/8147] acc=84% filt=6463
[2026-05-14 08:28:15] #7001/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 08:28:26] #7002/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:28:28] #7003/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:28:31] #7004/08147 | true=stand | pred=stand | ✓ | ent=1.089 conf=0.400 gap=0.100
[2026-05-14 08:28:48] #7005/08147 | true=stand | pred=sit | ✗ | ent=0.613 conf=0.850 gap=0.800
[2026-05-14 08:28:59] #7006/08147 | true=stand | pred=lying | ✗ | ent=1.653 conf=0.300 gap=0.050
[2026-05-14 08:29:03] #7007/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-14 08:29:13] #7008/08147 | true=stand | pred=lying | ✗ | ent=0.055 conf=0.993 gap=0.992
[2026-05-14 08:29:20] #7009/08147 | true=stand | pred=stand | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-14 08:29:24] #7010/08147 | true=stand | pred=stand | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-14 08:29:34] #7011/08147 | true=stand | pred=stand | ✓ | ent=0.936 conf=0.720 gap=0.540
[2026-05-14 08:29:43] #7012/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 08:30:00] #7013/08147 | true=stand | pred=walk | ✗ | ent=1.353 conf=0.550 gap=0.370
[2026-05-14 08:30:11] #7014/08147 | true=stand | pred=stand | ✓ | ent=0.486 conf=0.900 gap=0.860
[2026-05-14 08:30:21] #7015/08147 | true=stand | pred=stand | ✓ | ent=0.852 conf=0.800 gap=0.730
[2026-05-14 08:30:23] #7016/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:30:28] #7017/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 08:30:32] #7018/08147 | true=stand | pred=stand | ✓ | ent=1.043 conf=0.700 gap=0.570
[2026-05-14 08:30:36] #7019/08147 | true=stand | pred=stand | ✓ | ent=0.809 conf=0.820 gap=0.770
[2026-05-14 08:31:02] #7020/08147 | true=stand | pred=stand | ✓ | ent=1.061 conf=0.700 gap=0.550
[2026-05-14 08:31:02]   [7020/8147] acc=84% filt=6481
[2026-05-14 08:31:04] #7021/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:31:07] #7022/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-14 08:31:26] #7023/08147 | true=stand | pred=shuffle | ✗ | ent=1.527 conf=0.400 gap=0.150
[2026-05-14 08:31:36] #7024/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:31:43] #7025/08147 | true=stand | pred=lying | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-14 08:31:51] #7026/08147 | true=stand | pred=stand | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-14 08:32:01] #7027/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:32:10] #7028/08147 | true=stand | pred=stand | ✓ | ent=0.630 conf=0.850 gap=0.770
[2026-05-14 08:32:12] #7029/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 08:32:16] #7030/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-14 08:32:18] #7031/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-14 08:32:26] #7032/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:32:34] #7033/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:32:36] #7034/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 08:32:40] #7035/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-14 08:32:44] #7036/08147 | true=stand | pred=stand | ✓ | ent=0.745 conf=0.820 gap=0.740
[2026-05-14 08:32:57] #7037/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-14 08:33:04] #7038/08147 | true=stand | pred=shuffle | ✗ | ent=0.871 conf=0.700 gap=0.500
[2026-05-14 08:33:21] #7039/08147 | true=stand | pred=walk | ✗ | ent=0.979 conf=0.720 gap=0.620
[2026-05-14 08:33:26] #7040/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:33:26]   [7040/8147] acc=84% filt=6500
[2026-05-14 08:33:30] #7041/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-14 08:33:33] #7042/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-14 08:33:44] #7043/08147 | true=stand | pred=stand | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-14 08:33:53] #7044/08147 | true=stand | pred=stand | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-14 08:33:56] #7045/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-14 08:34:06] #7046/08147 | true=stand | pred=stand | ✓ | ent=0.321 conf=0.930 gap=0.890
[2026-05-14 08:34:14] #7047/08147 | true=stand | pred=stand | ✓ | ent=0.421 conf=0.880 gap=0.780
[2026-05-14 08:34:17] #7048/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-14 08:34:19] #7049/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 08:34:29] #7050/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:34:33] #7051/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 08:34:36] #7052/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-14 08:34:42] #7053/08147 | true=stand | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 08:34:59] #7054/08147 | true=stand | pred=shuffle | ✗ | ent=1.495 conf=0.350 gap=0.000
[2026-05-14 08:35:01] #7055/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:35:05] #7056/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 08:35:22] #7057/08147 | true=stand | pred=lying | ✗ | ent=0.867 conf=0.750 gap=0.600
[2026-05-14 08:35:38] #7058/08147 | true=stand | pred=shuffle | ✗ | ent=0.960 conf=0.650 gap=0.380
[2026-05-14 08:35:41] #7059/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 08:36:02] #7060/08147 | true=stand | pred=stand | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-14 08:36:02]   [7060/8147] acc=84% filt=6519
[2026-05-14 08:36:10] #7061/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 08:36:32] #7062/08147 | true=stand | pred=stairs_up | ✗ | ent=1.010 conf=0.450 gap=0.050
[2026-05-14 08:36:38] #7063/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 08:36:51] #7064/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-14 08:37:02] #7065/08147 | true=stand | pred=stand | ✓ | ent=0.856 conf=0.800 gap=0.730
[2026-05-14 08:37:10] #7066/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:37:13] #7067/08147 | true=stand | pred=stand | ✓ | ent=0.431 conf=0.920 gap=0.900
[2026-05-14 08:37:23] #7068/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:37:30] #7069/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 08:37:41] #7070/08147 | true=stand | pred=stand | ✓ | ent=0.543 conf=0.850 gap=0.750
[2026-05-14 08:37:44] #7071/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:38:04] #7072/08147 | true=stand | pred=shuffle | ✗ | ent=0.871 conf=0.700 gap=0.500
[2026-05-14 08:38:07] #7073/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:38:18] #7074/08147 | true=stand | pred=shuffle | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-14 08:38:35] #7075/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:38:38] #7076/08147 | true=stand | pred=stand | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-14 08:38:46] #7077/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 08:38:51] #7078/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-14 08:39:04] #7079/08147 | true=stand | pred=stand | ✓ | ent=0.675 conf=0.840 gap=0.760
[2026-05-14 08:39:07] #7080/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:39:07]   [7080/8147] acc=84% filt=6537
[2026-05-14 08:39:17] #7081/08147 | true=stand | pred=stand | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-14 08:39:33] #7082/08147 | true=stand | pred=lying | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-14 08:39:46] #7083/08147 | true=stand | pred=lying | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 08:39:51] #7084/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:40:13] #7085/08147 | true=stand | pred=lying | ✗ | ent=1.040 conf=0.730 gap=0.630
[2026-05-14 08:40:19] #7086/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-14 08:40:29] #7087/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-14 08:40:39] #7088/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-14 08:40:49] #7089/08147 | true=stand | pred=stand | ✓ | ent=0.419 conf=0.900 gap=0.850
[2026-05-14 08:40:59] #7090/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:41:22] #7091/08147 | true=stand | pred=stand | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-14 08:41:25] #7092/08147 | true=stand | pred=stand | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-14 08:41:29] #7093/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:41:35] #7094/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-14 08:41:52] #7095/08147 | true=stand | pred=walk | ✗ | ent=1.550 conf=0.450 gap=0.200
[2026-05-14 08:42:04] #7096/08147 | true=stand | pred=stand | ✓ | ent=0.675 conf=0.840 gap=0.760
[2026-05-14 08:42:12] #7097/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:42:24] #7098/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 08:42:37] #7099/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:42:42] #7100/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:42:42]   [7100/8147] acc=84% filt=6556
[2026-05-14 08:42:46] #7101/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 08:42:54] #7102/08147 | true=stand | pred=lying | ✗ | ent=0.822 conf=0.800 gap=0.720
[2026-05-14 08:43:03] #7103/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:43:05] #7104/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 08:43:13] #7105/08147 | true=stand | pred=stand | ✓ | ent=0.649 conf=0.850 gap=0.770
[2026-05-14 08:43:26] #7106/08147 | true=stand | pred=stand | ✓ | ent=1.003 conf=0.700 gap=0.520
[2026-05-14 08:43:36] #7107/08147 | true=stand | pred=stand | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-14 08:43:53] #7108/08147 | true=stand | pred=stairs_up | ✗ | ent=1.399 conf=0.350 gap=0.000
[2026-05-14 08:44:00] #7109/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 08:44:11] #7110/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 08:44:22] #7111/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:44:25] #7112/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:44:38] #7113/08147 | true=stand | pred=stand | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-14 08:45:04] #7114/08147 | true=stand | pred=shuffle | ✗ | ent=1.472 conf=0.500 gap=0.350
[2026-05-14 08:45:15] #7115/08147 | true=stand | pred=stand | ✓ | ent=1.189 conf=0.600 gap=0.350
[2026-05-14 08:45:18] #7116/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 08:45:29] #7117/08147 | true=stand | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 08:45:33] #7118/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 08:45:36] #7119/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:45:49] #7120/08147 | true=stand | pred=stand | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-14 08:45:49]   [7120/8147] acc=84% filt=6574
[2026-05-14 08:45:53] #7121/08147 | true=stand | pred=stand | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-14 08:46:05] #7122/08147 | true=stand | pred=stand | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-14 08:46:10] #7123/08147 | true=stand | pred=stand | ✓ | ent=0.844 conf=0.800 gap=0.750
[2026-05-14 08:46:35] #7124/08147 | true=stand | pred=stand | ✓ | ent=0.965 conf=0.750 gap=0.700
[2026-05-14 08:46:50] #7125/08147 | true=stand | pred=walk | ✗ | ent=1.280 conf=0.550 gap=0.300
[2026-05-14 08:46:59] #7126/08147 | true=stand | pred=stand | ✓ | ent=0.961 conf=0.750 gap=0.630
[2026-05-14 08:47:04] #7127/08147 | true=stand | pred=stand | ✓ | ent=1.040 conf=0.500 gap=0.250
[2026-05-14 08:47:14] #7128/08147 | true=stand | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 08:47:23] #7129/08147 | true=stand | pred=stand | ✓ | ent=0.334 conf=0.930 gap=0.890
[2026-05-14 08:47:29] #7130/08147 | true=stand | pred=stand | ✓ | ent=0.604 conf=0.861 gap=0.782
[2026-05-14 08:47:37] #7131/08147 | true=stand | pred=stand | ✓ | ent=1.062 conf=0.600 gap=0.300
[2026-05-14 08:47:46] #7132/08147 | true=stand | pred=stand | ✓ | ent=0.254 conf=0.940 gap=0.890
[2026-05-14 08:47:58] #7133/08147 | true=stand | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 08:48:10] #7134/08147 | true=stand | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 08:48:22] #7135/08147 | true=stand | pred=stairs_up | ✗ | ent=1.012 conf=0.720 gap=0.570
[2026-05-14 08:48:36] #7136/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-14 08:48:49] #7137/08147 | true=stand | pred=stand | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-14 08:48:51] #7138/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:49:00] #7139/08147 | true=stand | pred=stand | ✓ | ent=0.509 conf=0.900 gap=0.870
[2026-05-14 08:49:04] #7140/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 08:49:04]   [7140/8147] acc=84% filt=6593
[2026-05-14 08:49:15] #7141/08147 | true=stand | pred=stand | ✓ | ent=0.309 conf=0.930 gap=0.880
[2026-05-14 08:49:25] #7142/08147 | true=stand | pred=stand | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-14 08:49:34] #7143/08147 | true=stand | pred=stand | ✓ | ent=0.543 conf=0.850 gap=0.750
[2026-05-14 08:49:43] #7144/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 08:49:51] #7145/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:50:10] #7146/08147 | true=stand | pred=lying | ✗ | ent=0.460 conf=0.890 gap=0.820
[2026-05-14 08:50:16] #7147/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 08:50:26] #7148/08147 | true=stand | pred=stand | ✓ | ent=0.892 conf=0.750 gap=0.600
[2026-05-14 08:50:34] #7149/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-14 08:50:37] #7150/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:50:48] #7151/08147 | true=stand | pred=sit | ✗ | ent=0.251 conf=0.950 gap=0.930
[2026-05-14 08:50:59] #7152/08147 | true=stand | pred=stand | ✓ | ent=1.151 conf=0.470 gap=0.050
[2026-05-14 08:51:04] #7153/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 08:51:11] #7154/08147 | true=stand | pred=sit | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:51:14] #7155/08147 | true=stand | pred=stand | ✓ | ent=0.814 conf=0.790 gap=0.670
[2026-05-14 08:51:23] #7156/08147 | true=stand | pred=stand | ✓ | ent=0.836 conf=0.800 gap=0.720
[2026-05-14 08:51:33] #7157/08147 | true=stand | pred=stand | ✓ | ent=0.866 conf=0.760 gap=0.610
[2026-05-14 08:51:36] #7158/08147 | true=stand | pred=stand | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-14 08:51:52] #7159/08147 | true=stand | pred=stand | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-14 08:52:04] #7160/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 08:52:04]   [7160/8147] acc=84% filt=6612
[2026-05-14 08:52:14] #7161/08147 | true=stand | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 08:52:22] #7162/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:52:37] #7163/08147 | true=stand | pred=sit | ✗ | ent=0.279 conf=0.940 gap=0.900
[2026-05-14 08:52:41] #7164/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-14 08:52:51] #7165/08147 | true=stand | pred=stand | ✓ | ent=0.665 conf=0.850 gap=0.780
[2026-05-14 08:52:53] #7166/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-14 08:53:04] #7167/08147 | true=stand | pred=stand | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-14 08:53:21] #7168/08147 | true=stand | pred=walk | ✗ | ent=1.625 conf=0.450 gap=0.250
[2026-05-14 08:53:26] #7169/08147 | true=stand | pred=stand | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-14 08:53:29] #7170/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
