[2026-05-11 11:04:24] #0001/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.458 | conf=0.900 | gap=0.860
[2026-05-12 18:44:56] #3128/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-12 18:45:39] #3129/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-12 18:46:27] #3130/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 18:46:50] #3131/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.668 | conf=0.789 | gap=0.632
[2026-05-12 18:47:11] #3132/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.374 | conf=0.876 | gap=0.753
[2026-05-12 18:47:22] #3133/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:47:47] #3134/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-12 18:48:09] #3135/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:48:41] #3136/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-12 18:49:09] #3137/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-12 18:49:32] #3138/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.417 | conf=0.920 | gap=0.900
[2026-05-12 18:49:59] #3139/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-12 18:50:22] #3140/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.070 | conf=0.550 | gap=0.250
[2026-05-12 18:50:52] #3141/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.948 | conf=0.700 | gap=0.550
[2026-05-12 18:51:34] #3142/03347 | true=Sit-up(10) | pred=Pick(7) | ✗ | ent=0.530 | conf=0.778 | gap=0.556
[2026-05-12 18:51:58] #3143/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 18:52:12] #3144/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.585 | conf=0.850 | gap=0.750
[2026-05-12 18:52:48] #3145/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.349 | conf=0.700 | gap=0.650
[2026-05-12 18:53:12] #3146/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 18:53:40] #3147/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-12 18:54:05] #3148/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 18:54:41] #3149/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 18:55:07] #3150/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 18:55:20] #3151/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 18:55:29] #3152/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.225 | conf=0.960 | gap=0.949
[2026-05-12 18:56:01] #3153/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-12 18:56:30] #3154/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-12 18:57:27] #3156/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:57:58] #3157/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-12 18:58:08] #3158/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 18:58:34] #3159/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 18:59:06] #3160/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.633 | conf=0.789 | gap=0.632
[2026-05-12 18:59:17] #3161/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:59:56] #3162/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-12 19:00:24] #3163/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-12 19:00:53] #3164/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 19:01:21] #3165/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 19:01:57] #3166/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.818 | conf=0.820 | gap=0.790
[2026-05-12 19:02:25] #3167/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 19:03:05] #3168/03347 | true=Sit-up(10) | pred=Pick(7) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-12 19:04:45] #3169/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.085 | conf=0.700 | gap=0.550
[2026-05-12 19:05:50] #3171/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 19:06:19] #3172/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.987 | conf=0.750 | gap=0.650
[2026-05-12 19:06:43] #3173/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.819 | conf=0.700 | gap=0.550
[2026-05-12 19:06:58] #3174/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-12 19:07:25] #3175/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.834 | conf=0.750 | gap=0.600
[2026-05-12 19:07:35] #3176/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 19:07:59] #3177/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 19:08:40] #3178/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 19:09:07] #3179/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-12 19:09:30] #3180/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.869 | conf=0.800 | gap=0.750
[2026-05-12 19:10:11] #3181/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 19:10:57] #3182/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 19:12:05] #3183/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 19:13:31] #3185/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-12 19:13:59] #3186/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 19:14:31] #3187/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-12 19:15:19] #3188/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.075 | conf=0.722 | gap=0.667
[2026-05-12 19:17:05] #3189/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 19:17:26] #3190/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.645 | conf=0.842 | gap=0.789
[2026-05-12 19:18:06] #3191/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 19:18:35] #3192/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 19:18:47] #3193/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 19:19:13] #3194/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-12 19:20:09] #3196/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 19:20:31] #3197/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 19:20:52] #3198/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.376 | conf=0.920 | gap=0.880
[2026-05-12 19:21:20] #3199/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-12 19:21:44] #3200/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.742 | conf=0.800 | gap=0.700
[2026-05-12 19:22:20] #3201/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-12 19:22:35] #3202/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.044 | conf=0.684 | gap=0.579
[2026-05-12 19:23:15] #3203/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-12 19:23:52] #3204/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-12 19:24:57] #3205/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.038 | conf=0.750 | gap=0.700
[2026-05-12 19:25:25] #3206/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.655 | conf=0.778 | gap=0.611
[2026-05-12 19:25:41] #3207/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 19:26:23] #3208/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=1.115 | conf=0.750 | gap=0.700
[2026-05-12 19:26:51] #3209/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 19:27:03] #3210/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 19:27:14] #3211/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-12 19:27:38] #3212/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 19:27:59] #3213/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 19:28:14] #3214/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 19:28:59] #3215/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.117 | conf=0.700 | gap=0.580
[2026-05-12 19:29:27] #3216/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.722 | conf=0.800 | gap=0.680
[2026-05-12 19:29:35] #3217/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 19:30:06] #3218/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.163 | conf=0.700 | gap=0.620
[2026-05-12 19:30:18] #3219/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-12 19:30:44] #3220/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.859 | conf=0.800 | gap=0.750
[2026-05-12 19:31:23] #3222/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 19:31:50] #3223/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 19:32:14] #3224/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 19:32:44] #3225/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.253 | conf=0.950 | gap=0.920
[2026-05-12 19:33:23] #3226/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 19:34:17] #3227/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.249 | conf=0.700 | gap=0.650
[2026-05-12 19:35:07] #3228/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 19:35:57] #3230/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.645 | conf=0.842 | gap=0.789
[2026-05-12 19:36:30] #3231/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 19:36:44] #3232/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.294 | conf=0.550 | gap=0.330
[2026-05-12 19:37:05] #3233/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.945 | conf=0.750 | gap=0.670
[2026-05-12 19:37:51] #3234/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 19:38:15] #3235/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 19:38:25] #3236/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 19:38:39] #3237/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 19:39:02] #3238/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-12 19:39:28] #3239/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.301 | conf=0.727 | gap=0.697
[2026-05-12 19:39:57] #3240/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-12 19:40:24] #3241/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 19:40:51] #3242/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 19:41:04] #3243/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 19:41:57] #3244/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.761 | conf=0.778 | gap=0.667
[2026-05-12 19:43:08] #3245/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=0.558 | conf=0.880 | gap=0.850
[2026-05-12 19:44:14] #3246/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 19:44:49] #3247/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 19:45:04] #3248/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.645 | conf=0.842 | gap=0.789
[2026-05-12 19:45:54] #3249/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=1.275 | conf=0.550 | gap=0.300
[2026-05-12 19:46:25] #3250/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 19:46:48] #3251/03347 | true=Sit-up(10) | pred=Walk-circle(13) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-12 19:47:12] #3252/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-12 19:48:06] #3254/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.080 | conf=0.667 | gap=0.556
[2026-05-12 19:48:58] #3255/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 19:50:15] #3256/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.343 | conf=0.930 | gap=0.900
[2026-05-12 19:50:41] #3257/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.263 | conf=0.926 | gap=0.853
[2026-05-12 19:50:54] #3258/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 19:51:20] #3259/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 19:51:53] #3260/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 19:52:27] #3261/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 19:53:35] #3262/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 19:54:41] #3263/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 19:55:29] #3264/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 19:55:59] #3265/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.838 | conf=0.778 | gap=0.722
[2026-05-12 19:56:29] #3266/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-12 19:56:58] #3267/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-12 19:57:27] #3268/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.544 | conf=0.880 | gap=0.840
[2026-05-12 19:57:59] #3269/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 19:58:17] #3270/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.473 | conf=0.870 | gap=0.790
[2026-05-12 19:58:33] #3271/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 19:59:19] #3272/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 19:59:46] #3273/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.742 | conf=0.800 | gap=0.700
[2026-05-12 20:00:19] #3274/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 20:00:35] #3275/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 20:01:53] #3277/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-12 20:02:20] #3278/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 20:03:30] #3280/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.245 | conf=0.933 | gap=0.867
[2026-05-12 20:03:46] #3281/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.315 | conf=0.924 | gap=0.870
[2026-05-12 20:04:12] #3282/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 20:04:41] #3283/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-12 20:05:15] #3284/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=1.129 | conf=0.700 | gap=0.620
[2026-05-12 20:05:30] #3285/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.625 | conf=0.842 | gap=0.758
[2026-05-12 20:05:41] #3286/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.445 | conf=0.895 | gap=0.842
[2026-05-12 20:05:51] #3287/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 20:06:06] #3288/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.442 | conf=0.900 | gap=0.850
[2026-05-12 20:06:48] #3289/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.566 | conf=0.850 | gap=0.750
[2026-05-12 20:07:13] #3290/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.152 | conf=0.700 | gap=0.600
[2026-05-12 20:07:40] #3291/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 20:08:03] #3292/03347 | true=Sit-up(10) | pred=Stand(0) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 20:09:06] #3294/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 20:09:31] #3295/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 20:09:42] #3296/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 20:10:25] #3297/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-12 20:11:22] #3298/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.268 | conf=0.950 | gap=0.938
[2026-05-12 20:12:43] #3301/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-12 20:13:07] #3302/03347 | true=Sit-up(10) | pred=Pick(7) | ✗ | ent=1.205 | conf=0.550 | gap=0.300
[2026-05-12 20:13:37] #3303/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 20:14:08] #3304/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 20:14:33] #3305/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.220 | conf=0.953 | gap=0.930
[2026-05-12 20:14:57] #3306/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 20:15:09] #3307/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 20:15:27] #3308/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-12 20:16:08] #3309/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 20:17:02] #3310/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.964 | conf=0.700 | gap=0.550
[2026-05-12 20:18:01] #3311/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=1.235 | conf=0.691 | gap=0.638
[2026-05-12 20:18:42] #3312/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 20:19:33] #3313/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 20:20:18] #3314/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 20:20:53] #3315/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 20:21:43] #3316/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 20:21:57] #3317/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 20:22:35] #3318/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 20:23:20] #3319/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=1.085 | conf=0.750 | gap=0.700
[2026-05-12 20:24:03] #3320/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-12 20:25:07] #3322/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.633 | conf=0.789 | gap=0.632
[2026-05-12 20:25:35] #3323/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 20:26:17] #3324/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=1.058 | conf=0.720 | gap=0.620
[2026-05-12 20:26:50] #3325/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=1.274 | conf=0.650 | gap=0.550
[2026-05-12 20:27:32] #3326/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 20:28:02] #3327/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-12 20:28:17] #3328/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.144 | conf=0.650 | gap=0.500
[2026-05-12 20:28:35] #3329/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 20:29:01] #3330/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
