[2026-05-08 16:32:10]   [002/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.13 | top=5:0.98, 0:0.00
[2026-05-09 14:07:57]   [8680/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.37 | top=4:0.70, 6:0.08
[2026-05-09 14:08:05]   [8681/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.42 | top=14:0.85, 8:0.15
[2026-05-09 14:08:27]   [8683/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.92 | top=6:0.50, 10:0.15
[2026-05-09 14:08:57]   [8686/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.45 | top=8:0.92, 14:0.04
[2026-05-09 14:09:46]   [8691/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=0.23 | top=9:0.97, 10:0.00
[2026-05-09 14:11:14]   [8701/41505] | true=Sit(1) | pred=Sit(1) |  ✓ | ent=0.45 | top=1:0.90, 0:0.05
[2026-05-09 14:11:57]   [8705/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.42 | top=4:0.70, 6:0.05
[2026-05-09 14:12:07]   [8706/41505] | true=Talk-sit(2) | pred=Talk-sit(2) |  ✓ | ent=1.09 | top=2:0.70, 1:0.15
[2026-05-09 14:12:17]   [8707/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.04 | top=3:0.80, 2:0.03
[2026-05-09 14:12:42]   [8709/41505] | true=Walk-circle(13) | pred=Walk-circle(13) |  ✓ | ent=1.55 | top=13:0.50, 12:0.15
[2026-05-09 14:13:27]   [8714/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.46 | top=11:0.92, 12:0.01
[2026-05-09 14:14:29]   [8721/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.17 | top=5:0.98, 1:0.00
[2026-05-09 14:14:35]   [8722/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.13 | top=5:0.98, 0:0.00
[2026-05-09 14:15:08]   [8724/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.42 | top=5:0.92, 1:0.05
[2026-05-09 14:15:33]   [8726/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.74 | top=11:0.82, 12:0.06
[2026-05-09 14:16:05]   [8729/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=1.52 | top=16:0.56, 11:0.15
[2026-05-09 14:16:36]   [8731/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.38 | top=14:0.92, 11:0.03
[2026-05-09 14:16:45]   [8732/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=0.76 | top=9:0.86, 10:0.03
[2026-05-09 14:17:42]   [8737/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.32 | top=8:0.95, 11:0.01
[2026-05-09 14:17:54]   [8739/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.65 | top=0:0.89, 3:0.02
[2026-05-09 14:18:18]   [8741/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.74 | top=11:0.85, 12:0.04
[2026-05-09 14:18:38]   [8743/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=-0.00 | top=5:1.00, 0:0.00
[2026-05-09 14:18:50]   [8744/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.20 | top=14:0.97, 8:0.01
[2026-05-09 14:19:00]   [8745/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=1.96 | top=17:0.39, 16:0.15
[2026-05-09 14:19:47]   [8751/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.25 | top=0:0.96, 1:0.01
[2026-05-09 14:20:23]   [8755/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.92 | top=5:0.83, 0:0.01
[2026-05-09 14:20:30]   [8756/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.93 | top=0:0.83, 1:0.02
[2026-05-09 14:20:47]   [8758/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.18 | top=8:0.97, 14:0.01
[2026-05-09 14:21:18]   [8761/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=2.17 | top=3:0.42, 7:0.12
[2026-05-09 14:23:30]   [8774/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.16 | top=5:0.98, 6:0.01
[2026-05-09 14:25:17]   [8785/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.23 | top=3:0.73, 2:0.05
[2026-05-09 14:25:42]   [8787/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.87 | top=5:0.84, 0:0.01
[2026-05-09 14:26:03]   [8789/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=0.50 | top=6:0.88, 5:0.05
[2026-05-09 14:26:50]   [8794/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=1.60 | top=9:0.65, 7:0.05
[2026-05-09 14:27:09]   [8795/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.63 | top=11:0.85, 16:0.07
[2026-05-09 14:27:45]   [8798/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=1.57 | top=16:0.50, 11:0.15
[2026-05-09 14:28:18]   [8802/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=1.20 | top=5:0.76, 2:0.05
[2026-05-09 14:28:43]   [8805/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=1.02 | top=0:0.81, 1:0.02
[2026-05-09 14:29:17]   [8807/41505] | true=Sit(1) | pred=Sit(1) |  ✓ | ent=0.90 | top=1:0.82, 0:0.05
[2026-05-09 14:29:44]   [8809/41505] | true=Sit-up(10) | pred=Sit-up(10) |  ✓ | ent=2.19 | top=10:0.40, 6:0.15
[2026-05-09 14:30:16]   [8812/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.72 | top=4:0.59, 6:0.09
[2026-05-09 14:30:42]   [8814/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.20 | top=14:0.95, 8:0.05
[2026-05-09 14:31:18]   [8817/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=1.57 | top=8:0.54, 14:0.25
[2026-05-09 14:32:04]   [8822/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=1.08 | top=16:0.70, 13:0.10
[2026-05-09 14:33:16]   [8828/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.14 | top=5:0.98, 0:0.00
[2026-05-09 14:33:49]   [8831/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.57 | top=0:0.88, 17:0.04
[2026-05-09 14:34:44]   [8836/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.58 | top=0:0.90, 1:0.01
[2026-05-09 14:34:52]   [8837/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.18 | top=5:0.98, 1:0.00
[2026-05-09 14:35:16]   [8840/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=0.88 | top=16:0.80, 11:0.05
[2026-05-09 14:35:31]   [8841/41505] | true=Sit-up(10) | pred=Sit-up(10) |  ✓ | ent=1.05 | top=10:0.70, 6:0.15
[2026-05-09 14:36:23]   [8846/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.08 | top=4:0.75, 6:0.08
[2026-05-09 14:37:42]   [8853/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=1.51 | top=17:0.61, 16:0.10
[2026-05-09 14:38:35]   [8858/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.67 | top=14:0.85, 8:0.05
[2026-05-09 14:38:48]   [8859/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=1.36 | top=11:0.70, 12:0.06
[2026-05-09 14:39:13]   [8861/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.43 | top=14:0.92, 8:0.04
[2026-05-09 14:39:32]   [8863/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.32 | top=8:0.92, 14:0.06
[2026-05-09 14:40:43]   [8868/41505] | true=Sit(1) | pred=Sit(1) |  ✓ | ent=0.43 | top=1:0.88, 0:0.10
[2026-05-09 14:41:12]   [8870/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.82 | top=6:0.55, 5:0.08
[2026-05-09 14:41:58]   [8875/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.58 | top=0:0.90, 1:0.01
[2026-05-09 14:42:40]   [8879/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.51 | top=6:0.65, 4:0.08
[2026-05-09 14:43:27]   [8884/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=0.61 | top=16:0.80, 11:0.15
[2026-05-09 14:44:02]   [8888/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=0.32 | top=9:0.95, 15:0.01
[2026-05-09 14:44:18]   [8889/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.19 | top=6:0.68, 5:0.14
[2026-05-09 14:44:32]   [8890/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.49 | top=0:0.91, 1:0.03
[2026-05-09 14:45:11]   [8894/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.63 | top=0:0.89, 1:0.02
[2026-05-09 14:45:40]   [8896/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.37 | top=14:0.94, 8:0.02
[2026-05-09 14:46:00]   [8898/41505] | true=Sit(1) | pred=Sit(1) |  ✓ | ent=1.07 | top=1:0.76, 0:0.08
[2026-05-09 14:46:13]   [8899/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.28 | top=8:0.95, 11:0.01
[2026-05-09 14:46:32]   [8900/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=0.65 | top=9:0.86, 10:0.08
[2026-05-09 14:46:39]   [8901/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.13 | top=5:0.98, 0:0.00
[2026-05-09 14:46:45]   [8902/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=0.25 | top=4:0.95, 6:0.02
[2026-05-09 14:46:55]   [8903/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.52 | top=5:0.92, 0:0.00
[2026-05-09 14:47:17]   [8905/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=0.22 | top=6:0.97, 10:0.01
[2026-05-09 14:47:55]   [8909/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.34 | top=3:0.72, 2:0.05
[2026-05-09 14:48:06]   [8910/41505] | true=Sit(1) | pred=Sit(1) |  ✓ | ent=1.36 | top=1:0.67, 2:0.14
[2026-05-09 14:48:20]   [8911/41505] | true=Pick(7) | pred=Pick(7) |  ✓ | ent=1.85 | top=7:0.55, 10:0.08
[2026-05-09 14:48:48]   [8914/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.61 | top=8:0.82, 14:0.13
[2026-05-09 14:49:10]   [8916/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.56 | top=3:0.64, 2:0.10
[2026-05-09 14:49:33]   [8918/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.69 | top=8:0.75, 14:0.20
[2026-05-09 14:50:42]   [8925/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.24 | top=14:0.96, 11:0.01
[2026-05-09 14:51:07]   [8927/41505] | true=Sit(1) | pred=Sit(1) |  ✓ | ent=0.64 | top=1:0.86, 0:0.05
[2026-05-09 14:51:20]   [8928/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.06 | top=5:0.99, 17:0.01
[2026-05-09 14:51:36]   [8929/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.94 | top=4:0.45, 10:0.18
[2026-05-09 14:52:03]   [8931/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.90 | top=5:0.84, 0:0.01
[2026-05-09 14:52:21]   [8933/41505] | true=Sit(1) | pred=Sit(1) |  ✓ | ent=1.39 | top=1:0.66, 2:0.14
[2026-05-09 14:52:51]   [8937/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.27 | top=6:0.74, 5:0.05
[2026-05-09 14:52:58]   [8938/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=2.25 | top=15:0.35, 13:0.15
[2026-05-09 14:53:16]   [8939/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.97 | top=8:0.78, 14:0.10
[2026-05-09 14:53:24]   [8940/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.89 | top=0:0.83, 1:0.05
[2026-05-09 14:53:34]   [8941/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.15 | top=4:0.78, 0:0.02
[2026-05-09 14:54:49]   [8948/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.19 | top=14:0.97, 8:0.00
[2026-05-09 14:55:26]   [8952/41505] | true=Sit-up(10) | pred=Sit-up(10) |  ✓ | ent=1.70 | top=10:0.45, 6:0.30
[2026-05-09 14:55:35]   [8953/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.20 | top=0:0.97, 1:0.00
[2026-05-09 14:55:45]   [8954/41505] | true=Push-up(9) | pred=Push-up(9) |  ✓ | ent=0.59 | top=9:0.85, 7:0.05
[2026-05-09 14:55:59]   [8955/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.42 | top=5:0.93, 1:0.02
[2026-05-09 14:56:25]   [8958/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=0.54 | top=6:0.88, 10:0.05
[2026-05-09 14:56:33]   [8959/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=1.71 | top=15:0.58, 16:0.12
[2026-05-09 14:57:05]   [8962/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.40 | top=14:0.92, 8:0.06
[2026-05-09 14:57:23]   [8963/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.50 | top=8:0.88, 14:0.08
[2026-05-09 14:58:13]   [8967/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.26 | top=5:0.96, 6:0.01
[2026-05-09 14:58:38]   [8970/41505] | true=Talk-sit(2) | pred=Talk-sit(2) |  ✓ | ent=0.55 | top=2:0.90, 1:0.02
[2026-05-09 14:59:09]   [8973/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.47 | top=0:0.92, 1:0.02
[2026-05-09 14:59:15]   [8974/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.53 | top=14:0.90, 8:0.05
[2026-05-09 14:59:36]   [8976/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.21 | top=6:0.72, 10:0.08
[2026-05-09 15:00:22]   [8980/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.56 | top=8:0.75, 14:0.25
[2026-05-09 15:00:54]   [8982/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=0.27 | top=4:0.95, 17:0.02
[2026-05-09 15:01:04]   [8983/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.52 | top=5:0.92, 0:0.00
[2026-05-09 15:01:18]   [8984/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.82 | top=11:0.82, 12:0.07
[2026-05-09 15:01:26]   [8985/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.30 | top=0:0.95, 1:0.01
[2026-05-09 15:01:35]   [8986/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.90 | top=0:0.83, 3:0.05
[2026-05-09 15:01:59]   [8989/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.06 | top=14:0.99, 8:0.01
[2026-05-09 15:02:37]   [8993/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.39 | top=14:0.90, 8:0.05
[2026-05-09 15:03:12]   [8995/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=0.57 | top=17:0.85, 16:0.10
[2026-05-09 15:03:31]   [8997/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.40 | top=0:0.92, 1:0.05
[2026-05-09 15:03:45]   [8998/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=1.61 | top=15:0.62, 17:0.07
[2026-05-09 15:04:02]   [9000/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.34 | top=8:0.92, 14:0.06
[2026-05-09 15:04:18]   [9001/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=0.93 | top=15:0.78, 11:0.08
[2026-05-09 15:04:27]   [9002/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=-0.00 | top=17:1.00, 0:0.00
[2026-05-09 15:05:33]   [9008/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.18 | top=8:0.97, 14:0.01
[2026-05-09 15:05:45]   [9009/41505] | true=Pick(7) | pred=Pick(7) |  ✓ | ent=0.91 | top=7:0.80, 3:0.05
[2026-05-09 15:06:02]   [9010/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=1.89 | top=8:0.50, 14:0.12
[2026-05-09 15:06:11]   [9011/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.52 | top=5:0.92, 0:0.00
[2026-05-09 15:06:55]   [9015/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=0.72 | top=4:0.85, 3:0.05
[2026-05-09 15:07:06]   [9016/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.92 | top=5:0.83, 0:0.01
[2026-05-09 15:08:55]   [9026/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.31 | top=4:0.71, 6:0.08
[2026-05-09 15:09:12]   [9027/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.38 | top=3:0.68, 7:0.08
[2026-05-09 15:09:23]   [9028/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.51 | top=0:0.91, 1:0.03
[2026-05-09 15:10:37]   [9033/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.91 | top=14:0.80, 11:0.06
[2026-05-09 15:11:20]   [9036/41505] | true=Walk-backwards(12) | pred=Walk-backwards(12) |  ✓ | ent=1.30 | top=12:0.62, 13:0.10
[2026-05-09 15:11:33]   [9037/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.89 | top=3:0.55, 2:0.08
[2026-05-09 15:11:41]   [9038/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.92 | top=0:0.83, 1:0.02
[2026-05-09 15:12:20]   [9041/41505] | true=Sit-up(10) | pred=Sit-up(10) |  ✓ | ent=1.57 | top=10:0.61, 5:0.15
[2026-05-09 15:12:45]   [9044/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=1.06 | top=11:0.80, 12:0.03
[2026-05-09 15:14:05]   [9050/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=2.03 | top=16:0.45, 11:0.15
[2026-05-09 15:14:26]   [9052/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.36 | top=6:0.67, 5:0.14
[2026-05-09 15:15:25]   [9057/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.86 | top=6:0.55, 17:0.10
[2026-05-09 15:17:16]   [9066/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.90 | top=5:0.84, 0:0.01
[2026-05-09 15:17:20]   [9067/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.31 | top=0:0.94, 1:0.02
[2026-05-09 15:17:41]   [9069/41505] | true=Talk-sit(2) | pred=Talk-sit(2) |  ✓ | ent=1.15 | top=2:0.75, 1:0.08
[2026-05-09 15:18:11]   [9072/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.30 | top=0:0.95, 1:0.01
[2026-05-09 15:20:06]   [9081/41505] | true=Stair-down(16) | pred=Stair-down(16) |  ✓ | ent=1.03 | top=16:0.75, 11:0.05
[2026-05-09 15:20:37]   [9084/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.25 | top=3:0.74, 2:0.05
[2026-05-09 15:20:44]   [9085/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.87 | top=11:0.83, 12:0.04
[2026-05-09 15:20:56]   [9086/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.27 | top=14:0.94, 8:0.03
[2026-05-09 15:21:23]   [9089/41505] | true=Pick(7) | pred=Pick(7) |  ✓ | ent=0.75 | top=7:0.86, 11:0.03
[2026-05-09 15:21:32]   [9090/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.20 | top=14:0.95, 8:0.05
[2026-05-09 15:22:01]   [9092/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=0.94 | top=17:0.75, 16:0.12
[2026-05-09 15:22:36]   [9095/41505] | true=Talk-stand(3) | pred=Talk-stand(3) |  ✓ | ent=1.31 | top=3:0.72, 2:0.05
[2026-05-09 15:23:58]   [9103/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=0.57 | top=17:0.89, 16:0.04
[2026-05-09 15:25:08]   [9108/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=1.31 | top=17:0.55, 14:0.20
[2026-05-09 15:25:46]   [9111/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.28 | top=5:0.94, 1:0.04
[2026-05-09 15:26:41]   [9116/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.36 | top=5:0.94, 0:0.01
[2026-05-09 15:27:41]   [9122/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=1.22 | top=4:0.65, 6:0.20
[2026-05-09 15:28:06]   [9125/41505] | true=Talk-sit(2) | pred=Talk-sit(2) |  ✓ | ent=0.96 | top=2:0.82, 1:0.03
[2026-05-09 15:28:14]   [9126/41505] | true=Sit(1) | pred=Sit(1) |  ✓ | ent=1.07 | top=1:0.71, 2:0.15
[2026-05-09 15:28:27]   [9127/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=0.98 | top=17:0.75, 16:0.08
[2026-05-09 15:29:00]   [9129/41505] | true=Talk-sit(2) | pred=Talk-sit(2) |  ✓ | ent=0.56 | top=2:0.85, 0:0.10
[2026-05-09 15:29:43]   [9132/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.51 | top=5:0.90, 1:0.03
[2026-05-09 15:30:26]   [9136/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=2.11 | top=15:0.45, 11:0.08
[2026-05-09 15:31:35]   [9142/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.27 | top=5:0.96, 17:0.01
[2026-05-09 15:31:43]   [9143/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.14 | top=5:0.98, 0:0.00
[2026-05-09 15:31:57]   [9144/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=1.84 | top=15:0.55, 11:0.08
[2026-05-09 15:32:19]   [9146/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.43 | top=14:0.92, 8:0.03
[2026-05-09 15:33:51]   [9152/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=0.46 | top=11:0.92, 12:0.03
[2026-05-09 15:34:07]   [9154/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.52 | top=0:0.87, 1:0.10
[2026-05-09 15:34:18]   [9155/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.19 | top=0:0.97, 1:0.00
[2026-05-09 15:34:41]   [9157/41505] | true=Table-tennis(17) | pred=Table-tennis(17) |  ✓ | ent=1.19 | top=17:0.70, 16:0.10
[2026-05-09 15:34:54]   [9158/41505] | true=Jump(8) | pred=Jump(8) |  ✓ | ent=0.32 | top=8:0.92, 14:0.06
[2026-05-09 15:35:04]   [9159/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.55 | top=5:0.91, 2:0.01
[2026-05-09 15:35:29]   [9161/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=1.04 | top=0:0.80, 2:0.03
[2026-05-09 15:35:51]   [9163/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.20 | top=14:0.95, 8:0.05
[2026-05-09 15:36:00]   [9164/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=0.39 | top=15:0.90, 11:0.05
[2026-05-09 15:37:06]   [9170/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.33 | top=0:0.94, 1:0.02
[2026-05-09 15:38:12]   [9177/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=0.15 | top=15:0.97, 16:0.02
[2026-05-09 15:38:30]   [9179/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.40 | top=6:0.70, 4:0.05
[2026-05-09 15:38:44]   [9180/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=1.17 | top=0:0.69, 1:0.15
[2026-05-09 15:40:03]   [9186/41505] | true=Walk(11) | pred=Walk(11) |  ✓ | ent=1.02 | top=11:0.70, 12:0.12
[2026-05-09 15:40:27]   [9189/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=0.99 | top=4:0.82, 6:0.02
[2026-05-09 15:40:44]   [9190/41505] | true=Run(14) | pred=Run(14) |  ✓ | ent=0.19 | top=14:0.96, 8:0.03
[2026-05-09 15:40:55]   [9191/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.93 | top=0:0.80, 2:0.08
[2026-05-09 15:41:02]   [9192/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.87 | top=5:0.84, 0:0.01
[2026-05-09 15:41:53]   [9196/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.43 | top=6:0.68, 4:0.04
[2026-05-09 15:42:10]   [9197/41505] | true=Talk-sit(2) | pred=Talk-sit(2) |  ✓ | ent=0.89 | top=2:0.80, 1:0.10
[2026-05-09 15:43:42]   [9206/41505] | true=Stand(0) | pred=Stand(0) |  ✓ | ent=0.87 | top=0:0.84, 1:0.01
[2026-05-09 15:44:19]   [9209/41505] | true=Stand-sit(4) | pred=Stand-sit(4) |  ✓ | ent=0.82 | top=4:0.84, 3:0.02
[2026-05-09 15:45:48]   [9216/41505] | true=Lay-stand(6) | pred=Lay-stand(6) |  ✓ | ent=1.49 | top=6:0.55, 10:0.25
[2026-05-09 15:46:13]   [9218/41505] | true=Sit(1) | pred=Sit(1) |  ✓ | ent=0.69 | top=1:0.86, 2:0.05
[2026-05-09 15:48:02]   [9228/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=1.63 | top=15:0.62, 12:0.07
[2026-05-09 15:48:26]   [9230/41505] | true=Stair-up(15) | pred=Stair-up(15) |  ✓ | ent=2.17 | top=15:0.40, 12:0.10
[2026-05-09 15:48:38]   [9231/41505] | true=Lay(5) | pred=Lay(5) |  ✓ | ent=0.13 | top=5:0.98, 0:0.00
