[2026-05-11 23:15:03] MotionSense class 5 (walking) T=0.8
[2026-05-11 23:15:03]   3743 windows
[2026-05-11 23:15:14] #0001/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 14:01:11] #3164/03743 | true=walking | pred=jogging | ✗ | ent=0.864 conf=0.650 gap=0.370
[2026-05-12 14:01:18] #3165/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 14:01:22] #3166/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 14:01:32] #3167/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 14:01:34] #3168/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 14:01:54] #3169/03743 | true=walking | pred=upstairs | ✗ | ent=1.220 conf=0.400 gap=0.000
[2026-05-12 14:02:03] #3170/03743 | true=walking | pred=jogging | ✗ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 14:02:24] #3171/03743 | true=walking | pred=upstairs | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 14:02:37] #3172/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 14:02:50] #3173/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 14:03:02] #3174/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 14:03:05] #3175/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 14:03:23] #3176/03743 | true=walking | pred=upstairs | ✗ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 14:03:40] #3177/03743 | true=walking | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 14:03:53] #3178/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 14:03:55] #3179/03743 | true=walking | pred=walking | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:04:21] #3180/03743 | true=walking | pred=upstairs | ✗ | ent=1.191 conf=0.550 gap=0.310
[2026-05-12 14:04:21]   [3180/3743] acc=73% filt=2639
[2026-05-12 14:04:36] #3181/03743 | true=walking | pred=upstairs | ✗ | ent=0.700 conf=0.820 gap=0.730
[2026-05-12 14:04:49] #3182/03743 | true=walking | pred=upstairs | ✗ | ent=1.027 conf=0.620 gap=0.390
[2026-05-12 14:04:53] #3183/03743 | true=walking | pred=walking | ✓ | ent=1.106 conf=0.600 gap=0.450
[2026-05-12 14:05:09] #3184/03743 | true=walking | pred=jogging | ✗ | ent=1.106 conf=0.450 gap=0.050
[2026-05-12 14:05:26] #3185/03743 | true=walking | pred=upstairs | ✗ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 14:05:42] #3186/03743 | true=walking | pred=downstairs | ✗ | ent=1.510 conf=0.350 gap=0.100
[2026-05-12 14:05:47] #3187/03743 | true=walking | pred=walking | ✓ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 14:05:57] #3188/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.800 gap=0.650
[2026-05-12 14:06:21] #3189/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:06:39] #3190/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 14:06:50] #3191/03743 | true=walking | pred=walking | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 14:07:02] #3192/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 14:07:18] #3193/03743 | true=walking | pred=walking | ✓ | ent=0.901 conf=0.750 gap=0.630
[2026-05-12 14:07:32] #3194/03743 | true=walking | pred=walking | ✓ | ent=1.106 conf=0.450 gap=0.050
[2026-05-12 14:07:46] #3195/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 14:08:02] #3196/03743 | true=walking | pred=walking | ✓ | ent=0.706 conf=0.780 gap=0.630
[2026-05-12 14:08:12] #3197/03743 | true=walking | pred=walking | ✓ | ent=1.239 conf=0.550 gap=0.300
[2026-05-12 14:08:25] #3198/03743 | true=walking | pred=walking | ✓ | ent=0.894 conf=0.700 gap=0.550
[2026-05-12 14:08:32] #3199/03743 | true=walking | pred=walking | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 14:08:36] #3200/03743 | true=walking | pred=walking | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 14:08:36]   [3200/3743] acc=73% filt=2656
[2026-05-12 14:08:57] #3201/03743 | true=walking | pred=walking | ✓ | ent=0.970 conf=0.710 gap=0.590
[2026-05-12 14:09:15] #3202/03743 | true=walking | pred=walking | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 14:09:25] #3203/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 14:09:30] #3204/03743 | true=walking | pred=upstairs | ✗ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 14:09:44] #3205/03743 | true=walking | pred=walking | ✓ | ent=0.965 conf=0.750 gap=0.700
[2026-05-12 14:09:57] #3206/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 14:10:11] #3207/03743 | true=walking | pred=walking | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 14:10:27] #3208/03743 | true=walking | pred=walking | ✓ | ent=0.839 conf=0.750 gap=0.600
[2026-05-12 14:10:34] #3209/03743 | true=walking | pred=walking | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 14:10:49] #3210/03743 | true=walking | pred=upstairs | ✗ | ent=1.347 conf=0.550 gap=0.400
[2026-05-12 14:10:53] #3211/03743 | true=walking | pred=walking | ✓ | ent=1.320 conf=0.400 gap=0.150
[2026-05-12 14:11:04] #3212/03743 | true=walking | pred=walking | ✓ | ent=0.887 conf=0.730 gap=0.580
[2026-05-12 14:11:11] #3213/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 14:11:21] #3214/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 14:11:31] #3215/03743 | true=walking | pred=walking | ✓ | ent=0.839 conf=0.750 gap=0.600
[2026-05-12 14:11:34] #3216/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 14:12:09] #3217/03743 | true=walking | pred=upstairs | ✗ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 14:12:22] #3218/03743 | true=walking | pred=upstairs | ✗ | ent=0.761 conf=0.800 gap=0.700
[2026-05-12 14:12:25] #3219/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 14:12:28] #3220/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 14:12:28]   [3220/3743] acc=73% filt=2674
[2026-05-12 14:12:31] #3221/03743 | true=walking | pred=walking | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 14:12:53] #3222/03743 | true=walking | pred=upstairs | ✗ | ent=1.089 conf=0.600 gap=0.390
[2026-05-12 14:13:11] #3223/03743 | true=walking | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 14:13:21] #3224/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 14:13:31] #3225/03743 | true=walking | pred=upstairs | ✗ | ent=1.213 conf=0.550 gap=0.320
[2026-05-12 14:13:46] #3226/03743 | true=walking | pred=upstairs | ✗ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 14:13:54] #3227/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 14:14:16] #3228/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 14:14:31] #3229/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 14:14:34] #3230/03743 | true=walking | pred=walking | ✓ | ent=1.311 conf=0.500 gap=0.250
[2026-05-12 14:14:45] #3231/03743 | true=walking | pred=walking | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 14:15:03] #3232/03743 | true=walking | pred=upstairs | ✗ | ent=0.490 conf=0.880 gap=0.830
[2026-05-12 14:15:14] #3233/03743 | true=walking | pred=walking | ✓ | ent=0.839 conf=0.750 gap=0.600
[2026-05-12 14:15:35] #3234/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 14:15:50] #3235/03743 | true=walking | pred=walking | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 14:16:00] #3236/03743 | true=walking | pred=walking | ✓ | ent=0.950 conf=0.700 gap=0.520
[2026-05-12 14:16:03] #3237/03743 | true=walking | pred=walking | ✓ | ent=1.311 conf=0.500 gap=0.250
[2026-05-12 14:16:35] #3238/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:16:37] #3239/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 14:16:40] #3240/03743 | true=walking | pred=walking | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 14:16:40]   [3240/3743] acc=73% filt=2691
[2026-05-12 14:16:53] #3241/03743 | true=walking | pred=upstairs | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 14:17:10] #3242/03743 | true=walking | pred=jogging | ✗ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 14:17:13] #3243/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 14:17:34] #3244/03743 | true=walking | pred=walking | ✓ | ent=1.063 conf=0.600 gap=0.400
[2026-05-12 14:17:41] #3245/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 14:18:05] #3246/03743 | true=walking | pred=upstairs | ✗ | ent=1.332 conf=0.400 gap=0.000
[2026-05-12 14:18:15] #3247/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 14:18:43] #3248/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 14:18:52] #3249/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 14:19:03] #3250/03743 | true=walking | pred=walking | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 14:19:13] #3251/03743 | true=walking | pred=jogging | ✗ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 14:19:24] #3252/03743 | true=walking | pred=walking | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 14:19:34] #3253/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 14:19:38] #3254/03743 | true=walking | pred=walking | ✓ | ent=1.040 conf=0.500 gap=0.250
[2026-05-12 14:19:41] #3255/03743 | true=walking | pred=walking | ✓ | ent=1.326 conf=0.450 gap=0.100
[2026-05-12 14:19:50] #3256/03743 | true=walking | pred=walking | ✓ | ent=0.979 conf=0.650 gap=0.400
[2026-05-12 14:20:01] #3257/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 14:20:14] #3258/03743 | true=walking | pred=walking | ✓ | ent=0.941 conf=0.660 gap=0.410
[2026-05-12 14:20:34] #3259/03743 | true=walking | pred=upstairs | ✗ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 14:20:39] #3260/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 14:20:39]   [3260/3743] acc=73% filt=2708
[2026-05-12 14:20:42] #3261/03743 | true=walking | pred=walking | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 14:20:46] #3262/03743 | true=walking | pred=walking | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 14:21:06] #3263/03743 | true=walking | pred=walking | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 14:21:32] #3264/03743 | true=walking | pred=upstairs | ✗ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 14:21:44] #3265/03743 | true=walking | pred=walking | ✓ | ent=1.136 conf=0.600 gap=0.350
[2026-05-12 14:21:47] #3266/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 14:22:09] #3267/03743 | true=walking | pred=upstairs | ✗ | ent=1.339 conf=0.550 gap=0.400
[2026-05-12 14:22:13] #3268/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 14:22:28] #3269/03743 | true=walking | pred=walking | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 14:22:41] #3270/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 14:22:48] #3271/03743 | true=walking | pred=walking | ✓ | ent=1.025 conf=0.650 gap=0.500
[2026-05-12 14:22:59] #3272/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 14:23:10] #3273/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 14:23:19] #3274/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 14:23:33] #3275/03743 | true=walking | pred=walking | ✓ | ent=0.721 conf=0.810 gap=0.710
[2026-05-12 14:23:44] #3276/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 14:23:56] #3277/03743 | true=walking | pred=walking | ✓ | ent=1.466 conf=0.400 gap=0.150
[2026-05-12 14:24:07] #3278/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 14:24:19] #3279/03743 | true=walking | pred=upstairs | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 14:24:22] #3280/03743 | true=walking | pred=walking | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 14:24:22]   [3280/3743] acc=73% filt=2726
[2026-05-12 14:25:01] #3281/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 14:25:26] #3282/03743 | true=walking | pred=jogging | ✗ | ent=1.142 conf=0.500 gap=0.200
[2026-05-12 14:25:31] #3283/03743 | true=walking | pred=upstairs | ✗ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 14:25:38] #3284/03743 | true=walking | pred=upstairs | ✗ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 14:25:41] #3285/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 14:25:55] #3286/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 14:25:59] #3287/03743 | true=walking | pred=walking | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 14:26:07] #3288/03743 | true=walking | pred=walking | ✓ | ent=1.311 conf=0.500 gap=0.250
[2026-05-12 14:26:18] #3289/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 14:26:31] #3290/03743 | true=walking | pred=walking | ✓ | ent=1.253 conf=0.490 gap=0.240
[2026-05-12 14:26:50] #3291/03743 | true=walking | pred=upstairs | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 14:27:08] #3292/03743 | true=walking | pred=walking | ✓ | ent=0.873 conf=0.720 gap=0.570
[2026-05-12 14:27:23] #3293/03743 | true=walking | pred=upstairs | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 14:27:34] #3294/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 14:27:38] #3295/03743 | true=walking | pred=walking | ✓ | ent=0.913 conf=0.500 gap=0.080
[2026-05-12 14:27:49] #3296/03743 | true=walking | pred=walking | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 14:27:53] #3297/03743 | true=walking | pred=walking | ✓ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 14:28:04] #3298/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 14:28:17] #3299/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:28:29] #3300/03743 | true=walking | pred=walking | ✓ | ent=0.911 conf=0.700 gap=0.500
[2026-05-12 14:28:29]   [3300/3743] acc=73% filt=2742
[2026-05-12 14:28:33] #3301/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 14:28:53] #3302/03743 | true=walking | pred=walking | ✓ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 14:29:22] #3303/03743 | true=walking | pred=walking | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 14:29:32] #3304/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 14:29:47] #3305/03743 | true=walking | pred=walking | ✓ | ent=0.689 conf=0.800 gap=0.700
[2026-05-12 14:29:52] #3306/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 14:30:05] #3307/03743 | true=walking | pred=walking | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:30:13] #3308/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 14:30:27] #3309/03743 | true=walking | pred=walking | ✓ | ent=0.750 conf=0.650 gap=0.330
[2026-05-12 14:30:37] #3310/03743 | true=walking | pred=upstairs | ✗ | ent=1.290 conf=0.450 gap=0.100
[2026-05-12 14:30:51] #3311/03743 | true=walking | pred=upstairs | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:31:02] #3312/03743 | true=walking | pred=walking | ✓ | ent=1.350 conf=0.380 gap=0.030
[2026-05-12 14:31:18] #3313/03743 | true=walking | pred=walking | ✓ | ent=1.025 conf=0.650 gap=0.500
[2026-05-12 14:31:29] #3314/03743 | true=walking | pred=jogging | ✗ | ent=0.874 conf=0.720 gap=0.600
[2026-05-12 14:31:42] #3315/03743 | true=walking | pred=walking | ✓ | ent=1.200 conf=0.490 gap=0.240
[2026-05-12 14:31:56] #3316/03743 | true=walking | pred=upstairs | ✗ | ent=1.018 conf=0.720 gap=0.640
[2026-05-12 14:32:08] #3317/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 14:32:21] #3318/03743 | true=walking | pred=downstairs | ✗ | ent=1.106 conf=0.450 gap=0.050
[2026-05-12 14:32:49] #3319/03743 | true=walking | pred=walking | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 14:32:52] #3320/03743 | true=walking | pred=walking | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 14:32:52]   [3320/3743] acc=73% filt=2757
[2026-05-12 14:32:56] #3321/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 14:33:19] #3322/03743 | true=walking | pred=downstairs | ✗ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 14:33:32] #3323/03743 | true=walking | pred=walking | ✓ | ent=0.964 conf=0.690 gap=0.510
[2026-05-12 14:33:46] #3324/03743 | true=walking | pred=upstairs | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 14:34:03] #3325/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 14:34:16] #3326/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 14:34:25] #3327/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 14:34:28] #3328/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 14:34:44] #3329/03743 | true=walking | pred=walking | ✓ | ent=0.472 conf=0.900 gap=0.860
[2026-05-12 14:35:11] #3330/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 14:35:21] #3331/03743 | true=walking | pred=walking | ✓ | ent=1.208 conf=0.500 gap=0.250
[2026-05-12 14:35:33] #3332/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 14:35:39] #3333/03743 | true=walking | pred=walking | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 14:35:47] #3334/03743 | true=walking | pred=walking | ✓ | ent=1.052 conf=0.650 gap=0.500
[2026-05-12 14:35:52] #3335/03743 | true=walking | pred=walking | ✓ | ent=0.967 conf=0.600 gap=0.300
[2026-05-12 14:35:55] #3336/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 14:36:04] #3337/03743 | true=walking | pred=walking | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 14:36:08] #3338/03743 | true=walking | pred=walking | ✓ | ent=1.136 conf=0.550 gap=0.300
[2026-05-12 14:36:24] #3339/03743 | true=walking | pred=walking | ✓ | ent=0.970 conf=0.600 gap=0.280
[2026-05-12 14:36:28] #3340/03743 | true=walking | pred=walking | ✓ | ent=1.214 conf=0.450 gap=0.100
[2026-05-12 14:36:28]   [3340/3743] acc=74% filt=2772
[2026-05-12 14:36:52] #3341/03743 | true=walking | pred=walking | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 14:36:55] #3342/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 14:37:09] #3343/03743 | true=walking | pred=walking | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 14:37:15] #3344/03743 | true=walking | pred=walking | ✓ | ent=1.025 conf=0.650 gap=0.500
[2026-05-12 14:37:26] #3345/03743 | true=walking | pred=walking | ✓ | ent=0.689 conf=0.800 gap=0.700
[2026-05-12 14:37:44] #3346/03743 | true=walking | pred=upstairs | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 14:37:59] #3347/03743 | true=walking | pred=walking | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 14:38:02] #3348/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 14:38:17] #3349/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 14:38:55] #3350/03743 | true=walking | pred=upstairs | ✗ | ent=0.733 conf=0.820 gap=0.750
[2026-05-12 14:39:09] #3351/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 14:39:19] #3352/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 14:39:36] #3353/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 14:39:45] #3354/03743 | true=walking | pred=walking | ✓ | ent=1.086 conf=0.600 gap=0.350
[2026-05-12 14:39:53] #3355/03743 | true=walking | pred=upstairs | ✗ | ent=1.017 conf=0.550 gap=0.190
[2026-05-12 14:40:04] #3356/03743 | true=walking | pred=walking | ✓ | ent=0.780 conf=0.730 gap=0.530
[2026-05-12 14:40:29] #3357/03743 | true=walking | pred=jogging | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 14:40:42] #3358/03743 | true=walking | pred=walking | ✓ | ent=0.851 conf=0.690 gap=0.440
[2026-05-12 14:40:44] #3359/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 14:41:13] #3360/03743 | true=walking | pred=upstairs | ✗ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 14:41:13]   [3360/3743] acc=73% filt=2791
[2026-05-12 14:41:17] #3361/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 14:41:24] #3362/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
