[2026-05-11 21:51:24] #0001/03185 | true=run | pred=run | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-12 07:18:58] #2719/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:19:03] #2720/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 07:19:09] #2721/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-12 07:19:16] #2722/03185 | true=run | pred=walk | ✗ | ent=0.545 conf=0.850 gap=0.730
[2026-05-12 07:19:19] #2723/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 07:19:22] #2724/03185 | true=run | pred=run | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 07:19:32] #2725/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:19:41] #2726/03185 | true=run | pred=run | ✓ | ent=0.526 conf=0.891 gap=0.842
[2026-05-12 07:20:18] #2727/03185 | true=run | pred=walk | ✗ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 07:20:22] #2728/03185 | true=run | pred=run | ✓ | ent=0.679 conf=0.850 gap=0.800
[2026-05-12 07:20:25] #2729/03185 | true=run | pred=run | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 07:20:28] #2730/03185 | true=run | pred=run | ✓ | ent=0.420 conf=0.900 gap=0.840
[2026-05-12 07:20:34] #2731/03185 | true=run | pred=run | ✓ | ent=0.316 conf=0.945 gap=0.935
[2026-05-12 07:20:49] #2732/03185 | true=run | pred=walk | ✗ | ent=1.032 conf=0.650 gap=0.400
[2026-05-12 07:21:20] #2733/03185 | true=run | pred=run | ✓ | ent=0.338 conf=0.920 gap=0.860
[2026-05-12 07:21:23] #2734/03185 | true=run | pred=run | ✓ | ent=0.803 conf=0.800 gap=0.700
[2026-05-12 07:21:35] #2735/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 07:21:48] #2736/03185 | true=run | pred=walk | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:22:07] #2737/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:22:18] #2738/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 07:22:26] #2739/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 07:22:33] #2740/03185 | true=run | pred=run | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 07:22:36] #2741/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 07:22:42] #2742/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:22:52] #2743/03185 | true=run | pred=run | ✓ | ent=0.679 conf=0.850 gap=0.800
[2026-05-12 07:23:13] #2744/03185 | true=run | pred=walk | ✗ | ent=0.874 conf=0.780 gap=0.680
[2026-05-12 07:23:16] #2745/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 07:23:25] #2746/03185 | true=run | pred=run | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 07:23:32] #2747/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:23:43] #2748/03185 | true=run | pred=run | ✓ | ent=0.513 conf=0.880 gap=0.810
[2026-05-12 07:23:48] #2749/03185 | true=run | pred=run | ✓ | ent=0.627 conf=0.850 gap=0.800
[2026-05-12 07:23:51] #2750/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:24:03] #2751/03185 | true=run | pred=run | ✓ | ent=0.185 conf=0.970 gap=0.960
[2026-05-12 07:24:30] #2752/03185 | true=run | pred=run | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 07:24:33] #2753/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:24:37] #2754/03185 | true=run | pred=run | ✓ | ent=0.215 conf=0.944 gap=0.889
[2026-05-12 07:24:39] #2755/03185 | true=run | pred=run | ✓ | ent=1.346 conf=0.600 gap=0.450
[2026-05-12 07:24:42] #2756/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 07:24:46] #2757/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:24:55] #2758/03185 | true=run | pred=walk | ✗ | ent=0.482 conf=0.900 gap=0.850
[2026-05-12 07:24:58] #2759/03185 | true=run | pred=run | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 07:25:05] #2760/03185 | true=run | pred=run | ✓ | ent=0.223 conf=0.960 gap=0.950
[2026-05-12 07:25:13] #2761/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:25:18] #2762/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:25:27] #2763/03185 | true=run | pred=run | ✓ | ent=0.240 conf=0.950 gap=0.910
[2026-05-12 07:25:30] #2764/03185 | true=run | pred=run | ✓ | ent=0.895 conf=0.750 gap=0.600
[2026-05-12 07:25:37] #2765/03185 | true=run | pred=run | ✓ | ent=0.206 conf=0.947 gap=0.895
[2026-05-12 07:25:40] #2766/03185 | true=run | pred=run | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 07:25:43] #2767/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 07:25:53] #2768/03185 | true=run | pred=run | ✓ | ent=0.383 conf=0.930 gap=0.910
[2026-05-12 07:25:57] #2769/03185 | true=run | pred=run | ✓ | ent=0.895 conf=0.750 gap=0.600
[2026-05-12 07:26:00] #2770/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 07:26:10] #2771/03185 | true=run | pred=run | ✓ | ent=0.338 conf=0.920 gap=0.860
[2026-05-12 07:26:13] #2772/03185 | true=run | pred=run | ✓ | ent=0.900 conf=0.750 gap=0.600
[2026-05-12 07:26:21] #2773/03185 | true=run | pred=run | ✓ | ent=0.321 conf=0.940 gap=0.920
[2026-05-12 07:26:25] #2774/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 07:26:44] #2775/03185 | true=run | pred=run | ✓ | ent=0.429 conf=0.900 gap=0.850
[2026-05-12 07:26:47] #2776/03185 | true=run | pred=run | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 07:26:52] #2777/03185 | true=run | pred=run | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 07:26:55] #2778/03185 | true=run | pred=run | ✓ | ent=0.599 conf=0.850 gap=0.750
[2026-05-12 07:26:57] #2779/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:27:05] #2780/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 07:27:29] #2781/03185 | true=run | pred=run | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-12 07:27:35] #2782/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:27:43] #2783/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 07:27:47] #2784/03185 | true=run | pred=run | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 07:27:55] #2785/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 07:27:57] #2786/03185 | true=run | pred=run | ✓ | ent=0.679 conf=0.850 gap=0.800
[2026-05-12 07:28:01] #2787/03185 | true=run | pred=run | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 07:28:04] #2788/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 07:28:08] #2789/03185 | true=run | pred=run | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 07:28:18] #2790/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 07:28:47] #2791/03185 | true=run | pred=run | ✓ | ent=0.365 conf=0.920 gap=0.870
[2026-05-12 07:28:50] #2792/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:28:57] #2793/03185 | true=run | pred=run | ✓ | ent=0.667 conf=0.850 gap=0.800
[2026-05-12 07:29:07] #2794/03185 | true=run | pred=run | ✓ | ent=0.372 conf=0.930 gap=0.910
[2026-05-12 07:29:11] #2795/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:29:25] #2797/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:29:56] #2798/03185 | true=run | pred=walk | ✗ | ent=0.585 conf=0.820 gap=0.670
[2026-05-12 07:30:02] #2799/03185 | true=run | pred=walk | ✗ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 07:30:17] #2800/03185 | true=run | pred=walk | ✗ | ent=1.206 conf=0.550 gap=0.250
[2026-05-12 07:30:48] #2801/03185 | true=run | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 07:30:52] #2802/03185 | true=run | pred=run | ✓ | ent=0.844 conf=0.800 gap=0.750
[2026-05-12 07:30:57] #2803/03185 | true=run | pred=run | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-12 07:31:16] #2804/03185 | true=run | pred=walk | ✗ | ent=0.926 conf=0.720 gap=0.540
[2026-05-12 07:31:19] #2805/03185 | true=run | pred=run | ✓ | ent=0.526 conf=0.891 gap=0.842
[2026-05-12 07:31:50] #2806/03185 | true=run | pred=walk | ✗ | ent=1.226 conf=0.650 gap=0.500
[2026-05-12 07:31:58] #2807/03185 | true=run | pred=run | ✓ | ent=0.223 conf=0.960 gap=0.950
[2026-05-12 07:32:01] #2808/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:32:04] #2809/03185 | true=run | pred=run | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 07:32:13] #2810/03185 | true=run | pred=run | ✓ | ent=0.328 conf=0.940 gap=0.920
[2026-05-12 07:33:05] #2811/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.800 gap=0.650
[2026-05-12 07:33:08] #2812/03185 | true=run | pred=run | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 07:33:14] #2813/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:34:20] #2814/03185 | true=run | pred=walk | ✗ | ent=0.282 conf=0.950 gap=0.930
[2026-05-12 07:34:24] #2815/03185 | true=run | pred=run | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 07:34:40] #2816/03185 | true=run | pred=walk | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 07:34:47] #2817/03185 | true=run | pred=run | ✓ | ent=0.674 conf=0.850 gap=0.800
[2026-05-12 07:35:04] #2818/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 07:35:12] #2819/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 07:35:16] #2820/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 07:35:21] #2821/03185 | true=run | pred=run | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 07:35:37] #2822/03185 | true=run | pred=walk | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 07:36:30] #2823/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:36:33] #2824/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:36:36] #2825/03185 | true=run | pred=run | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 07:36:56] #2826/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 07:37:04] #2827/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 07:37:11] #2828/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 07:37:24] #2829/03185 | true=run | pred=walk | ✗ | ent=0.764 conf=0.750 gap=0.550
[2026-05-12 07:37:28] #2830/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:37:35] #2831/03185 | true=run | pred=run | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 07:37:49] #2832/03185 | true=run | pred=run | ✓ | ent=1.216 conf=0.650 gap=0.500
[2026-05-12 07:37:59] #2833/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 07:38:03] #2834/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 07:38:09] #2835/03185 | true=run | pred=run | ✓ | ent=0.627 conf=0.850 gap=0.800
[2026-05-12 07:38:18] #2836/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:38:21] #2837/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:38:33] #2838/03185 | true=run | pred=run | ✓ | ent=0.298 conf=0.939 gap=0.918
[2026-05-12 07:38:39] #2839/03185 | true=run | pred=run | ✓ | ent=0.321 conf=0.940 gap=0.920
[2026-05-12 07:38:59] #2840/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 07:39:20] #2841/03185 | true=run | pred=walk | ✗ | ent=0.758 conf=0.720 gap=0.490
[2026-05-12 07:39:28] #2842/03185 | true=run | pred=run | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 07:39:41] #2843/03185 | true=run | pred=walk | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 07:39:45] #2844/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 07:39:47] #2845/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 07:39:53] #2846/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 07:40:03] #2847/03185 | true=run | pred=run | ✓ | ent=1.070 conf=0.700 gap=0.550
[2026-05-12 07:40:06] #2848/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 07:40:09] #2849/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:40:18] #2850/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:40:38] #2851/03185 | true=run | pred=run | ✓ | ent=0.526 conf=0.891 gap=0.842
[2026-05-12 07:40:40] #2852/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-12 07:40:43] #2853/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 07:40:51] #2854/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 07:41:26] #2855/03185 | true=run | pred=walk | ✗ | ent=1.023 conf=0.750 gap=0.700
[2026-05-12 07:41:35] #2856/03185 | true=run | pred=run | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 07:41:39] #2857/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 07:41:44] #2858/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 07:41:52] #2859/03185 | true=run | pred=walk | ✗ | ent=0.599 conf=0.850 gap=0.750
[2026-05-12 07:41:57] #2860/03185 | true=run | pred=run | ✓ | ent=0.482 conf=0.900 gap=0.850
[2026-05-12 07:42:03] #2861/03185 | true=run | pred=walk | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 07:42:06] #2862/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:42:12] #2863/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 07:42:32] #2864/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:42:35] #2865/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 07:42:51] #2866/03185 | true=run | pred=walk | ✗ | ent=1.182 conf=0.700 gap=0.650
[2026-05-12 07:43:02] #2867/03185 | true=run | pred=run | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 07:43:05] #2868/03185 | true=run | pred=run | ✓ | ent=0.655 conf=0.850 gap=0.800
[2026-05-12 07:43:25] #2869/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:43:34] #2870/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 07:43:41] #2871/03185 | true=run | pred=run | ✓ | ent=0.376 conf=0.930 gap=0.910
[2026-05-12 07:43:52] #2872/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 07:44:10] #2873/03185 | true=run | pred=walk | ✗ | ent=0.592 conf=0.850 gap=0.750
[2026-05-12 07:44:13] #2874/03185 | true=run | pred=run | ✓ | ent=0.895 conf=0.750 gap=0.600
[2026-05-12 07:44:21] #2875/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 07:44:25] #2876/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:44:51] #2877/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 07:44:59] #2878/03185 | true=run | pred=run | ✓ | ent=0.321 conf=0.940 gap=0.920
[2026-05-12 07:45:35] #2879/03185 | true=run | pred=walk | ✗ | ent=0.628 conf=0.850 gap=0.770
[2026-05-12 07:45:43] #2880/03185 | true=run | pred=run | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-12 07:45:53] #2881/03185 | true=run | pred=run | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 07:45:55] #2882/03185 | true=run | pred=run | ✓ | ent=0.674 conf=0.850 gap=0.800
[2026-05-12 07:45:58] #2883/03185 | true=run | pred=run | ✓ | ent=0.349 conf=0.889 gap=0.778
[2026-05-12 07:46:18] #2884/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:46:29] #2885/03185 | true=run | pred=run | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 07:46:46] #2886/03185 | true=run | pred=walk | ✗ | ent=0.289 conf=0.950 gap=0.940
[2026-05-12 07:46:49] #2887/03185 | true=run | pred=run | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 07:47:00] #2888/03185 | true=run | pred=walk | ✗ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 07:47:21] #2889/03185 | true=run | pred=run | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 07:47:23] #2890/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:47:33] #2891/03185 | true=run | pred=walk | ✗ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 07:47:43] #2892/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:47:47] #2893/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:47:57] #2894/03185 | true=run | pred=run | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 07:48:01] #2895/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:48:04] #2896/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 07:48:34] #2897/03185 | true=run | pred=run | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 07:49:06] #2898/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:49:14] #2899/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 07:49:25] #2900/03185 | true=run | pred=run | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 07:49:28] #2901/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 07:49:54] #2902/03185 | true=run | pred=run | ✓ | ent=0.844 conf=0.800 gap=0.750
[2026-05-12 07:50:01] #2903/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 07:50:04] #2904/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 07:50:16] #2905/03185 | true=run | pred=walk | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 07:50:41] #2906/03185 | true=run | pred=walk | ✗ | ent=0.960 conf=0.620 gap=0.320
[2026-05-12 07:50:46] #2907/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:50:57] #2908/03185 | true=run | pred=walk | ✗ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 07:51:01] #2909/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-12 07:51:05] #2910/03185 | true=run | pred=run | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 07:51:22] #2911/03185 | true=run | pred=stairs_up | ✗ | ent=1.288 conf=0.550 gap=0.350
[2026-05-12 07:51:25] #2912/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:51:34] #2913/03185 | true=run | pred=run | ✓ | ent=0.809 conf=0.800 gap=0.700
[2026-05-12 07:51:38] #2914/03185 | true=run | pred=run | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 07:52:31] #2915/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:52:43] #2916/03185 | true=run | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 07:53:13] #2917/03185 | true=run | pred=walk | ✗ | ent=0.651 conf=0.850 gap=0.800
[2026-05-12 07:53:33] #2918/03185 | true=run | pred=run | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 07:53:43] #2919/03185 | true=run | pred=walk | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 07:53:51] #2920/03185 | true=run | pred=run | ✓ | ent=0.679 conf=0.800 gap=0.650
[2026-05-12 07:53:56] #2921/03185 | true=run | pred=run | ✓ | ent=1.211 conf=0.650 gap=0.500
[2026-05-12 07:54:06] #2922/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 07:54:10] #2923/03185 | true=run | pred=run | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 07:54:20] #2924/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 07:54:43] #2925/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:54:52] #2926/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:55:00] #2927/03185 | true=run | pred=run | ✓ | ent=0.700 conf=0.800 gap=0.650
[2026-05-12 07:55:29] #2928/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 07:56:06] #2929/03185 | true=run | pred=run | ✓ | ent=0.977 conf=0.700 gap=0.500
[2026-05-12 07:56:16] #2930/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 07:56:26] #2931/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:56:48] #2932/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 07:57:03] #2933/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 07:57:20] #2934/03185 | true=run | pred=run | ✓ | ent=0.302 conf=0.940 gap=0.910
[2026-05-12 07:57:47] #2935/03185 | true=run | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 07:58:00] #2936/03185 | true=run | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 07:58:05] #2937/03185 | true=run | pred=run | ✓ | ent=1.073 conf=0.700 gap=0.550
[2026-05-12 07:58:09] #2938/03185 | true=run | pred=run | ✓ | ent=0.655 conf=0.850 gap=0.800
[2026-05-12 07:58:26] #2939/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 07:58:40] #2940/03185 | true=run | pred=run | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 07:58:45] #2941/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 07:58:55] #2942/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 07:59:13] #2943/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:59:17] #2944/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:59:37] #2945/03185 | true=run | pred=run | ✓ | ent=0.349 conf=0.889 gap=0.778
[2026-05-12 07:59:41] #2946/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:59:52] #2947/03185 | true=run | pred=run | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 08:00:16] #2948/03185 | true=run | pred=run | ✓ | ent=0.223 conf=0.960 gap=0.950
