[2026-05-11 23:14:52] #0001/03346 | true=standing | pred=standing | ✓ | ent=0.435 conf=0.880 gap=0.780
[2026-05-12 08:31:12] #2942/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:31:17] #2943/03346 | true=standing | pred=standing | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 08:31:21] #2944/03346 | true=standing | pred=standing | ✓ | ent=0.679 conf=0.800 gap=0.650
[2026-05-12 08:31:36] #2945/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:31:48] #2946/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:32:13] #2947/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 08:32:25] #2948/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:32:30] #2949/03346 | true=standing | pred=standing | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 08:32:33] #2950/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:32:54] #2951/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:33:06] #2952/03346 | true=standing | pred=standing | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 08:33:11] #2953/03346 | true=standing | pred=standing | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 08:33:15] #2954/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 08:33:29] #2955/03346 | true=standing | pred=standing | ✓ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 08:33:39] #2956/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:33:45] #2957/03346 | true=standing | pred=standing | ✓ | ent=1.010 conf=0.700 gap=0.600
[2026-05-12 08:33:59] #2958/03346 | true=standing | pred=standing | ✓ | ent=0.476 conf=0.900 gap=0.870
[2026-05-12 08:34:28] #2959/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:34:32] #2960/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:34:36] #2961/03346 | true=standing | pred=standing | ✓ | ent=0.467 conf=0.900 gap=0.860
[2026-05-12 08:34:48] #2962/03346 | true=standing | pred=standing | ✓ | ent=0.789 conf=0.800 gap=0.730
[2026-05-12 08:34:51] #2963/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:35:04] #2964/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:35:08] #2965/03346 | true=standing | pred=standing | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:35:12] #2966/03346 | true=standing | pred=standing | ✓ | ent=1.054 conf=0.550 gap=0.200
[2026-05-12 08:35:17] #2967/03346 | true=standing | pred=standing | ✓ | ent=0.965 conf=0.750 gap=0.700
[2026-05-12 08:35:31] #2968/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:35:34] #2969/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:35:48] #2970/03346 | true=standing | pred=standing | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 08:36:08] #2971/03346 | true=standing | pred=standing | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 08:36:21] #2972/03346 | true=standing | pred=standing | ✓ | ent=0.235 conf=0.950 gap=0.910
[2026-05-12 08:36:34] #2973/03346 | true=standing | pred=standing | ✓ | ent=1.238 conf=0.550 gap=0.330
[2026-05-12 08:36:38] #2974/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:36:42] #2975/03346 | true=standing | pred=standing | ✓ | ent=1.190 conf=0.650 gap=0.550
[2026-05-12 08:36:45] #2976/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:37:06] #2977/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:37:10] #2978/03346 | true=standing | pred=standing | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:37:20] #2979/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:37:30] #2980/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:37:33] #2981/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 08:37:40] #2982/03346 | true=standing | pred=standing | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 08:37:54] #2983/03346 | true=standing | pred=standing | ✓ | ent=0.621 conf=0.850 gap=0.770
[2026-05-12 08:37:57] #2984/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:38:06] #2985/03346 | true=standing | pred=standing | ✓ | ent=0.959 conf=0.580 gap=0.230
[2026-05-12 08:38:10] #2986/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:38:28] #2987/03346 | true=standing | pred=standing | ✓ | ent=1.253 conf=0.420 gap=0.020
[2026-05-12 08:38:37] #2988/03346 | true=standing | pred=standing | ✓ | ent=0.334 conf=0.930 gap=0.890
[2026-05-12 08:38:51] #2989/03346 | true=standing | pred=standing | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 08:38:59] #2990/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:39:20] #2991/03346 | true=standing | pred=standing | ✓ | ent=1.120 conf=0.650 gap=0.500
[2026-05-12 08:39:24] #2992/03346 | true=standing | pred=standing | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 08:39:43] #2993/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:39:46] #2994/03346 | true=standing | pred=standing | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 08:39:48] #2995/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:39:54] #2996/03346 | true=standing | pred=standing | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:39:58] #2997/03346 | true=standing | pred=standing | ✓ | ent=1.209 conf=0.450 gap=0.050
[2026-05-12 08:40:00] #2998/03346 | true=standing | pred=standing | ✓ | ent=1.326 conf=0.450 gap=0.100
[2026-05-12 08:40:03] #2999/03346 | true=standing | pred=standing | ✓ | ent=0.538 conf=0.880 gap=0.830
[2026-05-12 08:40:08] #3000/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:40:12] #3001/03346 | true=standing | pred=standing | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 08:40:23] #3002/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:40:31] #3003/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:40:35] #3004/03346 | true=standing | pred=standing | ✓ | ent=0.922 conf=0.500 gap=0.050
[2026-05-12 08:40:41] #3005/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:40:43] #3006/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:40:49] #3007/03346 | true=standing | pred=standing | ✓ | ent=0.778 conf=0.800 gap=0.750
[2026-05-12 08:40:53] #3008/03346 | true=standing | pred=standing | ✓ | ent=0.585 conf=0.850 gap=0.750
[2026-05-12 08:40:56] #3009/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:41:00] #3010/03346 | true=standing | pred=standing | ✓ | ent=1.043 conf=0.700 gap=0.600
[2026-05-12 08:41:05] #3011/03346 | true=standing | pred=standing | ✓ | ent=0.701 conf=0.820 gap=0.720
[2026-05-12 08:41:24] #3012/03346 | true=standing | pred=standing | ✓ | ent=0.741 conf=0.800 gap=0.680
[2026-05-12 08:41:44] #3013/03346 | true=standing | pred=standing | ✓ | ent=0.515 conf=0.880 gap=0.810
[2026-05-12 08:42:17] #3014/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 08:42:41] #3015/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:43:12] #3016/03346 | true=standing | pred=standing | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 08:43:39] #3017/03346 | true=standing | pred=standing | ✓ | ent=0.357 conf=0.930 gap=0.900
[2026-05-12 08:44:00] #3018/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:44:30] #3019/03346 | true=standing | pred=standing | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 08:45:03] #3020/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:45:41] #3021/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 08:46:03] #3022/03346 | true=standing | pred=standing | ✓ | ent=0.844 conf=0.650 gap=0.350
[2026-05-12 08:46:12] #3023/03346 | true=standing | pred=standing | ✓ | ent=0.646 conf=0.850 gap=0.800
[2026-05-12 08:46:30] #3024/03346 | true=standing | pred=standing | ✓ | ent=0.398 conf=0.920 gap=0.890
[2026-05-12 08:46:52] #3025/03346 | true=standing | pred=standing | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 08:47:03] #3026/03346 | true=standing | pred=standing | ✓ | ent=0.929 conf=0.750 gap=0.650
[2026-05-12 08:47:08] #3027/03346 | true=standing | pred=standing | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 08:47:11] #3028/03346 | true=standing | pred=standing | ✓ | ent=0.646 conf=0.850 gap=0.800
[2026-05-12 08:47:23] #3029/03346 | true=standing | pred=standing | ✓ | ent=0.754 conf=0.780 gap=0.630
[2026-05-12 08:47:37] #3030/03346 | true=standing | pred=standing | ✓ | ent=0.279 conf=0.940 gap=0.900
[2026-05-12 08:47:39] #3031/03346 | true=standing | pred=standing | ✓ | ent=0.404 conf=0.920 gap=0.900
[2026-05-12 08:47:44] #3032/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:47:50] #3033/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:48:01] #3034/03346 | true=standing | pred=standing | ✓ | ent=0.813 conf=0.700 gap=0.450
[2026-05-12 08:48:06] #3035/03346 | true=standing | pred=standing | ✓ | ent=0.558 conf=0.880 gap=0.850
[2026-05-12 08:48:14] #3036/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:48:26] #3037/03346 | true=standing | pred=standing | ✓ | ent=0.811 conf=0.800 gap=0.750
[2026-05-12 08:48:31] #3038/03346 | true=standing | pred=standing | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 08:48:42] #3039/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:48:54] #3040/03346 | true=standing | pred=standing | ✓ | ent=0.309 conf=0.930 gap=0.880
[2026-05-12 08:49:01] #3041/03346 | true=standing | pred=standing | ✓ | ent=0.616 conf=0.850 gap=0.770
[2026-05-12 08:49:05] #3042/03346 | true=standing | pred=standing | ✓ | ent=0.836 conf=0.780 gap=0.680
[2026-05-12 08:49:13] #3043/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:49:23] #3044/03346 | true=standing | pred=standing | ✓ | ent=0.357 conf=0.930 gap=0.900
[2026-05-12 08:49:26] #3045/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:49:41] #3046/03346 | true=standing | pred=standing | ✓ | ent=0.472 conf=0.900 gap=0.860
[2026-05-12 08:49:48] #3047/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:49:52] #3048/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:49:56] #3049/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:50:00] #3050/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:50:13] #3051/03346 | true=standing | pred=standing | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 08:50:23] #3052/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:50:29] #3053/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:50:33] #3054/03346 | true=standing | pred=standing | ✓ | ent=0.746 conf=0.800 gap=0.680
[2026-05-12 08:50:38] #3055/03346 | true=standing | pred=standing | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 08:50:47] #3056/03346 | true=standing | pred=standing | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 08:50:50] #3057/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:50:53] #3058/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:50:57] #3059/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:51:00] #3060/03346 | true=standing | pred=standing | ✓ | ent=0.924 conf=0.480 gap=0.010
[2026-05-12 08:51:15] #3061/03346 | true=standing | pred=standing | ✓ | ent=0.996 conf=0.570 gap=0.220
[2026-05-12 08:51:22] #3062/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 08:51:35] #3063/03346 | true=standing | pred=standing | ✓ | ent=0.701 conf=0.820 gap=0.720
[2026-05-12 08:51:40] #3064/03346 | true=standing | pred=standing | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 08:51:49] #3065/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:51:55] #3066/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:51:58] #3067/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:52:01] #3068/03346 | true=standing | pred=standing | ✓ | ent=0.929 conf=0.750 gap=0.650
[2026-05-12 08:52:12] #3069/03346 | true=standing | pred=standing | ✓ | ent=0.235 conf=0.950 gap=0.910
[2026-05-12 08:52:16] #3070/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:52:37] #3071/03346 | true=standing | pred=standing | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 08:52:48] #3072/03346 | true=standing | pred=standing | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 08:53:09] #3073/03346 | true=standing | pred=standing | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:53:18] #3074/03346 | true=standing | pred=standing | ✓ | ent=0.799 conf=0.700 gap=0.450
[2026-05-12 08:53:29] #3075/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:53:33] #3076/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:53:38] #3077/03346 | true=standing | pred=standing | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 08:53:55] #3078/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:54:01] #3079/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:54:04] #3080/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 08:54:12] #3081/03346 | true=standing | pred=standing | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 08:54:16] #3082/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:54:24] #3083/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:54:40] #3084/03346 | true=standing | pred=standing | ✓ | ent=0.237 conf=0.950 gap=0.910
[2026-05-12 08:54:43] #3085/03346 | true=standing | pred=standing | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 08:54:50] #3086/03346 | true=standing | pred=standing | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 08:55:17] #3087/03346 | true=standing | pred=standing | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:55:21] #3088/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:55:33] #3089/03346 | true=standing | pred=standing | ✓ | ent=0.365 conf=0.920 gap=0.870
[2026-05-12 08:55:37] #3090/03346 | true=standing | pred=standing | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 08:55:47] #3091/03346 | true=standing | pred=standing | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 08:55:59] #3092/03346 | true=standing | pred=standing | ✓ | ent=0.679 conf=0.800 gap=0.650
[2026-05-12 08:56:11] #3093/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:56:21] #3094/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:56:33] #3095/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:56:49] #3096/03346 | true=standing | pred=standing | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 08:56:53] #3097/03346 | true=standing | pred=standing | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 08:57:02] #3098/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:57:06] #3099/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:57:14] #3100/03346 | true=standing | pred=standing | ✓ | ent=0.329 conf=0.930 gap=0.900
[2026-05-12 08:57:17] #3101/03346 | true=standing | pred=standing | ✓ | ent=0.431 conf=0.910 gap=0.870
[2026-05-12 08:57:33] #3102/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:57:36] #3103/03346 | true=standing | pred=standing | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 08:57:49] #3104/03346 | true=standing | pred=standing | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 08:58:01] #3105/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 08:58:10] #3106/03346 | true=standing | pred=standing | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 08:58:23] #3107/03346 | true=standing | pred=standing | ✓ | ent=0.257 conf=0.950 gap=0.920
[2026-05-12 08:58:32] #3108/03346 | true=standing | pred=standing | ✓ | ent=0.499 conf=0.880 gap=0.800
[2026-05-12 08:58:41] #3109/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:58:44] #3110/03346 | true=standing | pred=standing | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 08:58:56] #3111/03346 | true=standing | pred=standing | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 08:59:37] #3114/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 08:59:51] #3115/03346 | true=standing | pred=standing | ✓ | ent=1.136 conf=0.600 gap=0.350
[2026-05-12 09:00:04] #3116/03346 | true=standing | pred=standing | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 09:00:10] #3117/03346 | true=standing | pred=standing | ✓ | ent=0.476 conf=0.900 gap=0.870
[2026-05-12 09:00:33] #3118/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:00:48] #3119/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 09:01:01] #3120/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:01:19] #3121/03346 | true=standing | pred=standing | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 09:01:31] #3122/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:01:53] #3123/03346 | true=standing | pred=standing | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 09:02:10] #3124/03346 | true=standing | pred=standing | ✓ | ent=0.279 conf=0.940 gap=0.900
[2026-05-12 09:02:59] #3126/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 09:03:16] #3127/03346 | true=standing | pred=standing | ✓ | ent=0.357 conf=0.930 gap=0.900
[2026-05-12 09:03:33] #3128/03346 | true=standing | pred=standing | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 09:03:45] #3129/03346 | true=standing | pred=standing | ✓ | ent=0.789 conf=0.800 gap=0.730
[2026-05-12 09:03:53] #3130/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:04:07] #3131/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 09:04:13] #3132/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:04:19] #3133/03346 | true=standing | pred=standing | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 09:04:22] #3134/03346 | true=standing | pred=standing | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 09:04:37] #3135/03346 | true=standing | pred=standing | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 09:04:50] #3136/03346 | true=standing | pred=standing | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 09:04:54] #3137/03346 | true=standing | pred=standing | ✓ | ent=0.651 conf=0.850 gap=0.800
