[2026-05-11 11:58:35] #0001/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-11 23:24:24] #1396/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 23:25:56] #1398/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=1.347 | conf=0.600 | gap=0.500
[2026-05-11 23:26:21] #1399/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-11 23:26:49] #1400/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 23:27:26] #1401/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 23:27:56] #1402/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.515 | conf=0.880 | gap=0.830
[2026-05-11 23:29:05] #1403/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=1.357 | conf=0.550 | gap=0.400
[2026-05-11 23:29:28] #1404/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 23:30:04] #1405/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 23:31:07] #1406/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 23:32:12] #1408/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 23:32:27] #1409/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 23:32:42] #1410/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 23:33:57] #1411/01454 | true=Table-tennis(17) | pred=Walk-circle(13) | ✗ | ent=0.845 | conf=0.550 | gap=0.150
[2026-05-11 23:34:16] #1412/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 23:34:34] #1413/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 23:34:57] #1414/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 23:35:29] #1415/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.051 | conf=0.700 | gap=0.550
[2026-05-11 23:35:58] #1416/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 23:36:49] #1417/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 23:37:24] #1418/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-11 23:38:10] #1419/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 23:38:27] #1420/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 23:39:36] #1421/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 23:41:00] #1422/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 23:41:46] #1423/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 23:43:06] #1424/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 23:44:07] #1425/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 23:44:22] #1426/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 23:47:24] #1427/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.558 | conf=0.880 | gap=0.850
[2026-05-11 23:47:52] #1428/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 23:49:34] #1429/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 23:50:51] #1430/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=1.271 | conf=0.600 | gap=0.450
[2026-05-11 23:51:19] #1431/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.461 | conf=0.900 | gap=0.850
[2026-05-11 23:51:41] #1432/01454 | true=Table-tennis(17) | pred=Pick(7) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 23:53:06] #1433/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 23:53:35] #1434/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.279 | conf=0.952 | gap=0.944
[2026-05-11 23:53:49] #1435/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 23:54:02] #1436/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.851 | conf=0.800 | gap=0.750
[2026-05-11 23:54:50] #1437/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 23:55:02] #1438/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 23:55:32] #1439/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 23:55:59] #1440/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 23:56:32] #1441/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-11 23:56:44] #1442/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 23:57:16] #1443/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 23:57:50] #1444/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-11 23:59:15] #1445/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 23:59:28] #1446/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:01:18] #1448/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:02:07] #1449/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 00:02:28] #1450/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:03:56] #1451/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:04:32] #1452/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 00:04:42] #1453/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 00:05:07] Done: 651/1454 kept
[2026-05-12 22:29:49] Done: 0/1454 kept
