[2026-05-11 11:03:20] #0001/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:04:25] #5324/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-12 22:05:13] #5325/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.337 | conf=0.918 | gap=0.867
[2026-05-12 22:05:46] #5326/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.638 | conf=0.800 | gap=0.650
[2026-05-12 22:05:55] #5327/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:06:15] #5328/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 22:06:55] #5330/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:07:15] #5331/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=1.041 | conf=0.600 | gap=0.350
[2026-05-12 22:07:38] #5332/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:07:48] #5333/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-12 22:08:25] #5334/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.579 | conf=0.816 | gap=0.663
[2026-05-12 22:08:36] #5335/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:08:47] #5336/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-12 22:08:56] #5337/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:09:18] #5338/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 22:09:39] #5339/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 22:09:51] #5340/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-12 22:10:15] #5341/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 22:10:23] #5342/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.061 | conf=0.991 | gap=0.988
[2026-05-12 22:10:35] #5343/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:11:01] #5344/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:11:09] #5345/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:11:30] #5346/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:12:08] #5347/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 22:12:21] #5348/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 22:12:43] #5349/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 22:12:52] #5350/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.215 | conf=0.959 | gap=0.938
[2026-05-12 22:13:02] #5351/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:13:11] #5352/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 22:13:35] #5353/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-12 22:13:44] #5354/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:14:05] #5355/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 22:14:25] #5356/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.154 | conf=0.970 | gap=0.950
[2026-05-12 22:14:45] #5357/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-12 22:14:56] #5358/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.227 | conf=0.959 | gap=0.949
[2026-05-12 22:15:08] #5359/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.302 | conf=0.938 | gap=0.917
[2026-05-12 22:15:20] #5360/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:15:29] #5361/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:16:06] #5362/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 22:16:37] #5364/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:16:45] #5365/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:17:18] #5366/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.154 | conf=0.970 | gap=0.950
[2026-05-12 22:17:27] #5367/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:17:40] #5368/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 22:17:54] #5369/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 22:18:15] #5370/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.401 | conf=0.907 | gap=0.856
[2026-05-12 22:18:27] #5371/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.262 | conf=0.947 | gap=0.926
[2026-05-12 22:18:40] #5372/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:18:49] #5373/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:18:59] #5374/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:19:20] #5375/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.356 | conf=0.918 | gap=0.867
[2026-05-12 22:19:32] #5376/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:19:57] #5377/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 22:20:05] #5378/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:20:42] #5379/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-12 22:21:03] #5380/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:21:24] #5381/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:21:34] #5382/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:21:45] #5383/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.343 | conf=0.926 | gap=0.895
[2026-05-12 22:21:58] #5384/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-12 22:22:20] #5385/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 22:22:38] #5386/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-12 22:22:48] #5387/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.255 | conf=0.949 | gap=0.929
[2026-05-12 22:23:09] #5388/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:23:18] #5389/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:23:28] #5390/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-12 22:24:04] #5391/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 22:24:26] #5392/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.624 | conf=0.820 | gap=0.700
[2026-05-12 22:28:38] #5391/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 22:29:11] #5392/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 22:29:26] #5393/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-12 22:29:57] #5394/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 22:30:09] #5395/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:30:50] #5396/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 22:31:17] #5397/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 22:31:51] #5398/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 22:32:05] #5399/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:32:36] #5400/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.419 | conf=0.900 | gap=0.850
[2026-05-12 22:33:27] #5401/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.655 | conf=0.778 | gap=0.611
[2026-05-12 22:34:01] #5402/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 22:34:17] #5403/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 22:35:04] #5404/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 22:35:17] #5405/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.257 | conf=0.948 | gap=0.928
[2026-05-12 22:35:44] #5406/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 22:36:00] #5407/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:36:30] #5408/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-12 22:37:05] #5409/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-12 22:37:17] #5410/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:37:30] #5411/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:37:45] #5412/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.337 | conf=0.928 | gap=0.897
[2026-05-12 22:37:57] #5413/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.056 | conf=0.990 | gap=0.980
[2026-05-12 22:38:11] #5414/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-12 22:38:43] #5415/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.298 | conf=0.939 | gap=0.918
[2026-05-12 22:39:13] #5416/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-12 22:39:24] #5417/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.396 | conf=0.918 | gap=0.898
[2026-05-12 22:40:20] #5419/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-12 22:40:35] #5420/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:40:53] #5421/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:41:17] #5422/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:41:32] #5423/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:41:47] #5424/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:42:20] #5425/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.783 | conf=0.780 | gap=0.680
[2026-05-12 22:42:32] #5426/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.337 | conf=0.928 | gap=0.897
[2026-05-12 22:42:46] #5427/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 22:43:00] #5428/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.348 | conf=0.930 | gap=0.910
[2026-05-12 22:43:34] #5429/05900 | true=Lay(5) | pred=Talk-stand(3) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 22:44:17] #5430/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 22:44:34] #5431/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 22:44:55] #5432/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:45:19] #5433/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 22:45:40] #5434/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:46:28] #5436/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:46:43] #5437/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.974 | conf=0.667 | gap=0.500
[2026-05-12 22:47:14] #5438/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.466 | conf=0.824 | gap=0.647
[2026-05-12 22:47:42] #5439/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 22:48:11] #5440/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.112 | conf=0.980 | gap=0.970
[2026-05-12 22:48:37] #5441/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.458 | conf=0.900 | gap=0.860
[2026-05-12 22:49:09] #5442/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 22:49:43] #5443/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 22:49:54] #5444/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.257 | conf=0.948 | gap=0.928
[2026-05-12 22:50:07] #5445/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:50:21] #5446/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.302 | conf=0.938 | gap=0.917
[2026-05-12 22:50:48] #5447/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 22:51:36] #5449/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:51:51] #5450/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-12 22:52:00] #5451/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:52:30] #5452/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 22:53:02] #5453/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.928 | conf=0.720 | gap=0.600
[2026-05-12 22:53:14] #5454/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 22:53:26] #5455/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:53:56] #5456/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 22:54:09] #5457/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 22:54:23] #5458/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:55:01] #5459/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.898 | conf=0.800 | gap=0.750
[2026-05-12 22:55:17] #5460/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.337 | conf=0.928 | gap=0.897
[2026-05-12 22:55:31] #5461/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-12 22:55:46] #5462/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-12 22:56:00] #5463/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.170 | conf=0.969 | gap=0.959
[2026-05-12 22:56:31] #5464/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 22:56:44] #5465/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 22:57:08] #5466/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-12 22:57:39] #5467/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 22:58:13] #5468/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.846 | conf=0.720 | gap=0.520
[2026-05-12 22:58:23] #5469/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.298 | conf=0.939 | gap=0.918
[2026-05-12 22:58:37] #5470/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:58:49] #5471/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 22:59:01] #5472/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.302 | conf=0.938 | gap=0.917
[2026-05-12 22:59:36] #5473/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=1.237 | conf=0.579 | gap=0.421
[2026-05-12 23:00:13] #5474/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 23:00:43] #5475/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 23:01:00] #5476/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 23:01:14] #5477/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 23:01:42] #5478/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 23:02:10] #5479/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.543 | conf=0.850 | gap=0.750
[2026-05-12 23:02:37] #5480/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 23:03:09] #5481/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=1.070 | conf=0.550 | gap=0.250
[2026-05-12 23:03:34] #5482/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-12 23:04:17] #5483/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 23:04:40] #5484/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 23:04:51] #5485/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 23:05:16] #5486/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.496 | conf=0.880 | gap=0.830
[2026-05-12 23:05:25] #5487/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 23:06:16] #5489/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.262 | conf=0.947 | gap=0.926
[2026-05-12 23:06:47] #5490/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.996 | conf=0.550 | gap=0.200
[2026-05-12 23:07:18] #5491/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.112 | conf=0.980 | gap=0.970
[2026-05-12 23:07:48] #5492/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.099 | conf=0.980 | gap=0.960
[2026-05-12 23:08:21] #5493/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.485 | conf=0.880 | gap=0.800
[2026-05-12 23:08:36] #5494/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.262 | conf=0.947 | gap=0.926
[2026-05-12 23:08:59] #5495/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 23:09:25] #5496/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-12 23:10:04] #5497/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 23:10:29] #5498/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-12 23:10:55] #5499/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.348 | conf=0.930 | gap=0.910
[2026-05-12 23:11:25] #5500/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 23:11:37] #5501/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 23:11:47] #5502/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 23:12:00] #5503/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.445 | conf=0.895 | gap=0.842
[2026-05-12 23:12:12] #5504/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 23:12:39] #5505/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.262 | conf=0.947 | gap=0.926
[2026-05-12 23:12:52] #5506/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.302 | conf=0.938 | gap=0.917
[2026-05-12 23:13:05] #5507/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 23:13:15] #5508/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 23:13:40] #5509/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.154 | conf=0.970 | gap=0.950
[2026-05-12 23:13:56] #5510/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-12 23:14:08] #5511/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 23:15:26] #5513/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.154 | conf=0.970 | gap=0.950
[2026-05-12 23:15:52] #5514/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-12 23:16:03] #5515/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-12 23:16:18] #5516/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.343 | conf=0.926 | gap=0.895
[2026-05-12 23:16:28] #5517/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.253 | conf=0.950 | gap=0.933
[2026-05-12 23:16:39] #5518/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 23:17:05] #5519/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 23:17:33] #5520/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 23:17:45] #5521/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-12 23:18:32] #5523/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 23:18:48] #5524/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.262 | conf=0.947 | gap=0.926
[2026-05-12 23:19:48] #5525/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 23:20:03] #5526/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.172 | conf=0.969 | gap=0.959
[2026-05-12 23:20:39] #5527/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.987 | conf=0.766 | gap=0.681
[2026-05-12 23:21:05] #5528/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 23:21:33] #5529/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.480 | conf=0.867 | gap=0.786
[2026-05-12 23:21:55] #5530/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
