[2026-05-11 21:51:29] HARTH class 2 (shuffle) T=0.8
[2026-05-11 21:51:29]   2770 windows
[2026-05-11 21:51:34] #0001/02770 | true=shuffle | pred=sit | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 22:53:55] #1482/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.279 conf=0.940 gap=0.900
[2026-05-13 22:54:02] #1483/02770 | true=shuffle | pred=stand | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 22:54:05] #1484/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 22:54:31] #1485/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 22:55:01] #1486/02770 | true=shuffle | pred=walk | ✗ | ent=1.559 conf=0.450 gap=0.270
[2026-05-13 22:55:26] #1487/02770 | true=shuffle | pred=stand | ✗ | ent=1.030 conf=0.500 gap=0.200
[2026-05-13 22:55:45] #1488/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.688 conf=0.800 gap=0.660
[2026-05-13 22:56:05] #1489/02770 | true=shuffle | pred=lying | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 22:56:10] #1490/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 22:56:17] #1491/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-13 22:56:21] #1492/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 22:56:30] #1493/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-13 22:56:43] #1494/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.620 conf=0.450 gap=0.270
[2026-05-13 22:56:56] #1495/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-13 22:56:59] #1496/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.748 conf=0.400 gap=0.200
[2026-05-13 22:57:20] #1497/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.765 conf=0.820 gap=0.740
[2026-05-13 22:57:23] #1498/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 22:57:28] #1499/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 22:57:43] #1500/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 22:57:43]   [1500/2770] acc=55% filt=1111
[2026-05-13 22:57:59] #1501/02770 | true=shuffle | pred=walk | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-13 22:58:14] #1502/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 22:58:29] #1503/02770 | true=shuffle | pred=stairs_up | ✗ | ent=0.880 conf=0.750 gap=0.600
[2026-05-13 22:58:48] #1504/02770 | true=shuffle | pred=stairs_up | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 22:58:59] #1505/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.101 conf=0.550 gap=0.200
[2026-05-13 22:59:24] #1506/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.282 conf=0.650 gap=0.570
[2026-05-13 22:59:28] #1507/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.548 conf=0.350 gap=0.000
[2026-05-13 22:59:31] #1508/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-13 22:59:38] #1509/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 23:00:00] #1510/02770 | true=shuffle | pred=stand | ✗ | ent=1.106 conf=0.450 gap=0.050
[2026-05-13 23:01:06] #1511/02770 | true=shuffle | pred=stairs_up | ✗ | ent=0.845 conf=0.550 gap=0.150
[2026-05-13 23:01:35] #1512/02770 | true=shuffle | pred=lying | ✗ | ent=1.608 conf=0.390 gap=0.140
[2026-05-13 23:01:40] #1513/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 23:01:51] #1514/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 23:01:55] #1515/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 23:02:02] #1516/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 23:02:19] #1517/02770 | true=shuffle | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 23:02:37] #1518/02770 | true=shuffle | pred=stairs_down | ✗ | ent=1.261 conf=0.550 gap=0.350
[2026-05-13 23:03:09] #1519/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.926 conf=0.750 gap=0.670
[2026-05-13 23:03:14] #1520/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.724 conf=0.350 gap=0.150
[2026-05-13 23:03:14]   [1520/2770] acc=55% filt=1125
[2026-05-13 23:03:18] #1521/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 23:03:33] #1522/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.089 conf=0.600 gap=0.400
[2026-05-13 23:03:41] #1523/02770 | true=shuffle | pred=walk | ✗ | ent=1.017 conf=0.750 gap=0.700
[2026-05-13 23:03:46] #1524/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 23:03:51] #1525/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 23:04:00] #1526/02770 | true=shuffle | pred=walk | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 23:04:24] #1527/02770 | true=shuffle | pred=stand | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 23:04:51] #1528/02770 | true=shuffle | pred=stand | ✗ | ent=0.892 conf=0.750 gap=0.600
[2026-05-13 23:04:54] #1529/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 23:05:09] #1530/02770 | true=shuffle | pred=stand | ✗ | ent=0.098 conf=0.980 gap=0.960
[2026-05-13 23:05:15] #1531/02770 | true=shuffle | pred=walk | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 23:05:29] #1532/02770 | true=shuffle | pred=stairs_down | ✗ | ent=1.696 conf=0.350 gap=0.100
[2026-05-13 23:05:37] #1533/02770 | true=shuffle | pred=stand | ✗ | ent=0.745 conf=0.820 gap=0.740
[2026-05-13 23:05:53] #1534/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.599 conf=0.850 gap=0.750
[2026-05-13 23:06:05] #1535/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.200 conf=0.650 gap=0.530
[2026-05-13 23:06:23] #1536/02770 | true=shuffle | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 23:06:26] #1537/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 23:06:41] #1538/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-13 23:06:55] #1539/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.285 conf=0.650 gap=0.550
[2026-05-13 23:07:00] #1540/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-13 23:07:00]   [1540/2770] acc=55% filt=1138
[2026-05-13 23:07:17] #1541/02770 | true=shuffle | pred=stand | ✗ | ent=0.387 conf=0.931 gap=0.921
[2026-05-13 23:07:30] #1542/02770 | true=shuffle | pred=stand | ✗ | ent=0.824 conf=0.600 gap=0.250
[2026-05-13 23:07:39] #1543/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 23:07:53] #1544/02770 | true=shuffle | pred=stand | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 23:08:06] #1545/02770 | true=shuffle | pred=stand | ✗ | ent=0.475 conf=0.900 gap=0.850
[2026-05-13 23:08:20] #1546/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.417 conf=0.420 gap=0.070
[2026-05-13 23:08:24] #1547/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.744 conf=0.350 gap=0.150
[2026-05-13 23:08:41] #1548/02770 | true=shuffle | pred=stairs_up | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 23:08:46] #1549/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 23:08:58] #1550/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 23:09:05] #1551/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 23:09:32] #1552/02770 | true=shuffle | pred=stairs_up | ✗ | ent=1.173 conf=0.550 gap=0.250
[2026-05-13 23:09:38] #1553/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.017 conf=0.750 gap=0.700
[2026-05-13 23:09:54] #1554/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.253 conf=0.450 gap=0.050
[2026-05-13 23:10:18] #1555/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-13 23:10:37] #1556/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.358 conf=0.350 gap=0.100
[2026-05-13 23:10:55] #1557/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 23:11:22] #1558/02770 | true=shuffle | pred=stand | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 23:11:30] #1559/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.826 conf=0.750 gap=0.650
[2026-05-13 23:11:51] #1560/02770 | true=shuffle | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 23:11:51]   [1560/2770] acc=55% filt=1153
[2026-05-13 23:11:58] #1561/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-13 23:12:01] #1562/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.055 conf=0.400 gap=0.000
[2026-05-13 23:12:16] #1563/02770 | true=shuffle | pred=walk | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-13 23:12:32] #1564/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 23:12:47] #1565/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.133 conf=0.650 gap=0.520
[2026-05-13 23:13:17] #1566/02770 | true=shuffle | pred=stairs_down | ✗ | ent=1.788 conf=0.350 gap=0.140
[2026-05-13 23:13:27] #1567/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-13 23:13:40] #1568/02770 | true=shuffle | pred=stand | ✗ | ent=0.584 conf=0.870 gap=0.820
[2026-05-13 23:13:43] #1569/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-13 23:13:47] #1570/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 23:14:03] #1571/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.104 conf=0.650 gap=0.450
[2026-05-13 23:14:17] #1572/02770 | true=shuffle | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 23:14:26] #1573/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.949 conf=0.450 gap=0.000
[2026-05-13 23:14:47] #1574/02770 | true=shuffle | pred=stairs_down | ✗ | ent=1.698 conf=0.400 gap=0.220
[2026-05-13 23:14:59] #1575/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.250 conf=0.500 gap=0.150
[2026-05-13 23:15:22] #1576/02770 | true=shuffle | pred=sit | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 23:15:27] #1577/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.637 conf=0.450 gap=0.270
[2026-05-13 23:15:50] #1578/02770 | true=shuffle | pred=stand | ✗ | ent=1.488 conf=0.400 gap=0.100
[2026-05-13 23:15:53] #1579/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-13 23:16:21] #1580/02770 | true=shuffle | pred=stairs_up | ✗ | ent=1.018 conf=0.450 gap=0.000
[2026-05-13 23:16:21]   [1580/2770] acc=55% filt=1164
[2026-05-13 23:16:34] #1581/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 23:16:47] #1582/02770 | true=shuffle | pred=walk | ✗ | ent=0.282 conf=0.950 gap=0.930
[2026-05-13 23:17:00] #1583/02770 | true=shuffle | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 23:17:05] #1584/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 23:17:22] #1585/02770 | true=shuffle | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 23:17:40] #1586/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.855 conf=0.700 gap=0.460
[2026-05-13 23:17:46] #1587/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 23:18:00] #1588/02770 | true=shuffle | pred=stand | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 23:18:04] #1589/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-13 23:18:07] #1590/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 23:18:17] #1591/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-13 23:18:35] #1592/02770 | true=shuffle | pred=stand | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 23:18:47] #1593/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.991 conf=0.550 gap=0.170
[2026-05-13 23:18:50] #1594/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 23:19:03] #1595/02770 | true=shuffle | pred=stand | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 23:19:25] #1596/02770 | true=shuffle | pred=stairs_up | ✗ | ent=1.548 conf=0.450 gap=0.250
[2026-05-13 23:19:43] #1597/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-13 23:19:49] #1598/02770 | true=shuffle | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 23:20:02] #1599/02770 | true=shuffle | pred=stand | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 23:20:09] #1600/02770 | true=shuffle | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 23:20:09]   [1600/2770] acc=55% filt=1180
[2026-05-13 23:20:21] #1601/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 23:20:24] #1602/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 23:21:01] #1603/02770 | true=shuffle | pred=stairs_up | ✗ | ent=1.318 conf=0.400 gap=0.050
[2026-05-13 23:21:18] #1604/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-13 23:21:36] #1605/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.028 conf=0.700 gap=0.520
[2026-05-13 23:21:47] #1606/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 23:22:03] #1607/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.684 conf=0.700 gap=0.420
[2026-05-13 23:22:06] #1608/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.030 conf=0.500 gap=0.200
[2026-05-13 23:22:14] #1609/02770 | true=shuffle | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 23:22:22] #1610/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 23:22:34] #1611/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.184 conf=0.650 gap=0.470
[2026-05-13 23:22:47] #1612/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.010 conf=0.700 gap=0.600
[2026-05-13 23:23:08] #1613/02770 | true=shuffle | pred=walk | ✗ | ent=0.769 conf=0.780 gap=0.630
[2026-05-13 23:23:15] #1614/02770 | true=shuffle | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 23:23:37] #1615/02770 | true=shuffle | pred=walk | ✗ | ent=0.965 conf=0.750 gap=0.700
[2026-05-13 23:23:49] #1616/02770 | true=shuffle | pred=walk | ✗ | ent=0.676 conf=0.850 gap=0.800
[2026-05-13 23:24:01] #1617/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 23:24:16] #1618/02770 | true=shuffle | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 23:24:32] #1619/02770 | true=shuffle | pred=stairs_down | ✗ | ent=1.228 conf=0.450 gap=0.050
[2026-05-13 23:24:42] #1620/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.585 conf=0.850 gap=0.750
[2026-05-13 23:24:42]   [1620/2770] acc=55% filt=1196
[2026-05-13 23:24:45] #1621/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-13 23:24:53] #1622/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.124 conf=0.450 gap=0.000
[2026-05-13 23:25:20] #1623/02770 | true=shuffle | pred=walk | ✗ | ent=0.627 conf=0.850 gap=0.790
[2026-05-13 23:25:33] #1624/02770 | true=shuffle | pred=stairs_down | ✗ | ent=1.431 conf=0.350 gap=0.050
[2026-05-13 23:25:46] #1625/02770 | true=shuffle | pred=walk | ✗ | ent=0.440 conf=0.915 gap=0.896
[2026-05-13 23:26:10] #1626/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.979 conf=0.750 gap=0.650
[2026-05-13 23:26:19] #1627/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-13 23:26:38] #1628/02770 | true=shuffle | pred=stairs_up | ✗ | ent=0.824 conf=0.600 gap=0.250
[2026-05-13 23:26:44] #1629/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 23:26:57] #1630/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.500 conf=0.550 gap=0.450
[2026-05-13 23:27:08] #1631/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.563 conf=0.350 gap=0.100
[2026-05-13 23:27:14] #1632/02770 | true=shuffle | pred=stand | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-13 23:27:30] #1633/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.304 conf=0.550 gap=0.400
[2026-05-13 23:27:42] #1634/02770 | true=shuffle | pred=run | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 23:27:53] #1635/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 23:28:21] #1636/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-13 23:28:32] #1637/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.330 conf=0.550 gap=0.350
[2026-05-13 23:28:43] #1638/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.126 conf=0.700 gap=0.580
[2026-05-13 23:28:51] #1639/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 23:29:01] #1640/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.275 conf=0.550 gap=0.300
[2026-05-13 23:29:01]   [1640/2770] acc=55% filt=1213
[2026-05-13 23:29:20] #1641/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.844 conf=0.800 gap=0.750
[2026-05-13 23:29:25] #1642/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-13 23:29:32] #1643/02770 | true=shuffle | pred=sit | ✗ | ent=0.098 conf=0.980 gap=0.960
[2026-05-13 23:29:36] #1644/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-13 23:29:42] #1645/02770 | true=shuffle | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 23:30:03] #1646/02770 | true=shuffle | pred=walk | ✗ | ent=0.526 conf=0.850 gap=0.770
[2026-05-13 23:30:22] #1647/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-13 23:30:37] #1648/02770 | true=shuffle | pred=stand | ✗ | ent=1.213 conf=0.550 gap=0.300
[2026-05-13 23:30:57] #1649/02770 | true=shuffle | pred=stand | ✗ | ent=0.845 conf=0.800 gap=0.720
[2026-05-13 23:31:08] #1650/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.379 conf=0.450 gap=0.100
[2026-05-13 23:31:25] #1651/02770 | true=shuffle | pred=lying | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 23:31:37] #1652/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.087 conf=0.550 gap=0.200
[2026-05-13 23:31:40] #1653/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 23:31:48] #1654/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.879 conf=0.550 gap=0.150
[2026-05-13 23:31:57] #1655/02770 | true=shuffle | pred=stand | ✗ | ent=0.787 conf=0.780 gap=0.630
[2026-05-13 23:32:10] #1656/02770 | true=shuffle | pred=stand | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 23:32:13] #1657/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-13 23:32:18] #1658/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.583 conf=0.350 gap=0.100
[2026-05-13 23:32:32] #1659/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-13 23:32:44] #1660/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 23:32:44]   [1660/2770] acc=55% filt=1230
[2026-05-13 23:32:58] #1661/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.896 conf=0.700 gap=0.480
[2026-05-13 23:33:06] #1662/02770 | true=shuffle | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 23:33:18] #1663/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 23:33:22] #1664/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.888 conf=0.250 gap=0.000
[2026-05-13 23:33:34] #1665/02770 | true=shuffle | pred=stairs_up | ✗ | ent=1.288 conf=0.500 gap=0.200
[2026-05-13 23:33:38] #1666/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.908 conf=0.600 gap=0.260
[2026-05-13 23:33:54] #1667/02770 | true=shuffle | pred=walk | ✗ | ent=1.642 conf=0.450 gap=0.300
[2026-05-13 23:33:57] #1668/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-13 23:34:13] #1669/02770 | true=shuffle | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 23:34:29] #1670/02770 | true=shuffle | pred=stairs_up | ✗ | ent=1.527 conf=0.400 gap=0.150
[2026-05-13 23:34:48] #1671/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 23:35:05] #1672/02770 | true=shuffle | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 23:35:18] #1673/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 23:35:31] #1674/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-13 23:35:40] #1675/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.409 conf=0.330 gap=0.000
[2026-05-13 23:35:54] #1676/02770 | true=shuffle | pred=lying | ✗ | ent=0.802 conf=0.700 gap=0.500
[2026-05-13 23:36:14] #1677/02770 | true=shuffle | pred=lying | ✗ | ent=1.040 conf=0.500 gap=0.250
[2026-05-13 23:36:35] #1678/02770 | true=shuffle | pred=stairs_down | ✗ | ent=0.999 conf=0.650 gap=0.430
[2026-05-13 23:37:05] #1679/02770 | true=shuffle | pred=stairs_up | ✗ | ent=1.094 conf=0.500 gap=0.150
[2026-05-13 23:37:09] #1680/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 23:37:09]   [1680/2770] acc=55% filt=1241
[2026-05-13 23:37:24] #1681/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-13 23:37:37] #1682/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 23:37:42] #1683/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 23:37:45] #1684/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-13 23:37:58] #1685/02770 | true=shuffle | pred=walk | ✗ | ent=0.767 conf=0.800 gap=0.720
[2026-05-13 23:38:16] #1686/02770 | true=shuffle | pred=stand | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 23:38:23] #1687/02770 | true=shuffle | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 23:38:28] #1688/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 23:38:44] #1689/02770 | true=shuffle | pred=lying | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 23:38:51] #1690/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.498 conf=0.850 gap=0.730
[2026-05-13 23:39:01] #1691/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.228 conf=0.450 gap=0.050
[2026-05-13 23:39:04] #1692/02770 | true=shuffle | pred=shuffle | ✓ | ent=1.690 conf=0.430 gap=0.280
[2026-05-13 23:39:08] #1693/02770 | true=shuffle | pred=shuffle | ✓ | ent=0.423 conf=0.850 gap=0.700
