=== MotionSense all ===


--- Class 0 ---
[2026-05-11 23:14:13] MotionSense class 0 (downstairs) T=0.8
[2026-05-11 23:14:13]   1395 windows
[2026-05-11 23:14:53] #0001/01395 | true=downstairs | pred=walking | ✗ | ent=1.361 conf=0.450 gap=0.200
[2026-05-12 15:17:51] #3544/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 15:18:13] #3545/03743 | true=walking | pred=walking | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 15:18:27] #3546/03743 | true=walking | pred=upstairs | ✗ | ent=1.311 conf=0.500 gap=0.220
[2026-05-12 15:18:40] #3547/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 15:18:57] #3548/03743 | true=walking | pred=upstairs | ✗ | ent=0.334 conf=0.920 gap=0.880
[2026-05-12 15:19:18] #3549/03743 | true=walking | pred=downstairs | ✗ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 15:19:21] #3550/03743 | true=walking | pred=walking | ✓ | ent=1.271 conf=0.600 gap=0.450
[2026-05-12 15:19:33] #3551/03743 | true=walking | pred=walking | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 15:20:02] #3552/03743 | true=walking | pred=upstairs | ✗ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 15:20:13] #3553/03743 | true=walking | pred=walking | ✓ | ent=0.781 conf=0.750 gap=0.600
[2026-05-12 15:20:26] #3554/03743 | true=walking | pred=walking | ✓ | ent=0.655 conf=0.850 gap=0.800
[2026-05-12 15:20:42] #3555/03743 | true=walking | pred=upstairs | ✗ | ent=0.473 conf=0.870 gap=0.790
[2026-05-12 15:20:44] #3556/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 15:21:08] #3557/03743 | true=walking | pred=walking | ✓ | ent=0.870 conf=0.750 gap=0.630
[2026-05-12 15:21:20] #3558/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 15:21:24] #3559/03743 | true=walking | pred=walking | ✓ | ent=1.258 conf=0.450 gap=0.200
[2026-05-12 15:21:35] #3560/03743 | true=walking | pred=walking | ✓ | ent=0.732 conf=0.800 gap=0.680
[2026-05-12 15:21:35]   [3560/3743] acc=73% filt=2972
[2026-05-12 15:21:48] #3561/03743 | true=walking | pred=upstairs | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 15:22:01] #3562/03743 | true=walking | pred=walking | ✓ | ent=1.080 conf=0.650 gap=0.500
[2026-05-12 15:22:06] #3563/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 15:22:16] #3564/03743 | true=walking | pred=walking | ✓ | ent=1.081 conf=0.400 gap=0.050
[2026-05-12 15:22:19] #3565/03743 | true=walking | pred=walking | ✓ | ent=1.240 conf=0.350 gap=0.050
[2026-05-12 15:22:27] #3566/03743 | true=walking | pred=walking | ✓ | ent=1.136 conf=0.600 gap=0.350
[2026-05-12 15:22:38] #3567/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 15:22:40] #3568/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 15:22:43] #3569/03743 | true=walking | pred=walking | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 15:22:46] #3570/03743 | true=walking | pred=walking | ✓ | ent=1.249 conf=0.400 gap=0.050
[2026-05-12 15:23:09] #3571/03743 | true=walking | pred=walking | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 15:23:22] #3572/03743 | true=walking | pred=walking | ✓ | ent=0.853 conf=0.750 gap=0.600
[2026-05-12 15:23:29] #3573/03743 | true=walking | pred=upstairs | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 15:23:57] #3574/03743 | true=walking | pred=walking | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 15:24:08] #3575/03743 | true=walking | pred=upstairs | ✗ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 15:24:27] #3576/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 15:24:37] #3577/03743 | true=walking | pred=upstairs | ✗ | ent=1.297 conf=0.450 gap=0.130
[2026-05-12 15:24:41] #3578/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 15:25:03] #3579/03743 | true=walking | pred=walking | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 15:25:22] #3580/03743 | true=walking | pred=jogging | ✗ | ent=0.925 conf=0.550 gap=0.170
[2026-05-12 15:25:22]   [3580/3743] acc=73% filt=2984
[2026-05-12 15:25:34] #3581/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 15:26:04] #3582/03743 | true=walking | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 15:26:23] #3583/03743 | true=walking | pred=upstairs | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 15:26:26] #3584/03743 | true=walking | pred=walking | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 15:26:41] #3585/03743 | true=walking | pred=upstairs | ✗ | ent=0.967 conf=0.700 gap=0.550
[2026-05-12 15:26:48] #3586/03743 | true=walking | pred=upstairs | ✗ | ent=0.761 conf=0.800 gap=0.700
[2026-05-12 15:26:51] #3587/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 15:26:58] #3588/03743 | true=walking | pred=jogging | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 15:27:15] #3589/03743 | true=walking | pred=walking | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 15:27:18] #3590/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 15:27:29] #3591/03743 | true=walking | pred=walking | ✓ | ent=0.840 conf=0.770 gap=0.650
[2026-05-12 15:27:47] #3592/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:27:57] #3593/03743 | true=walking | pred=walking | ✓ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 15:28:21] #3594/03743 | true=walking | pred=walking | ✓ | ent=0.890 conf=0.750 gap=0.650
[2026-05-12 15:28:33] #3595/03743 | true=walking | pred=walking | ✓ | ent=1.271 conf=0.500 gap=0.200
[2026-05-12 15:28:50] #3596/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 15:28:59] #3597/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 15:29:08] #3598/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 15:29:12] #3599/03743 | true=walking | pred=walking | ✓ | ent=1.040 conf=0.500 gap=0.250
[2026-05-12 15:29:24] #3600/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 15:29:24]   [3600/3743] acc=74% filt=3001
[2026-05-12 15:29:36] #3601/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 15:29:58] #3602/03743 | true=walking | pred=upstairs | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:30:16] #3603/03743 | true=walking | pred=upstairs | ✗ | ent=0.800 conf=0.720 gap=0.530
[2026-05-12 15:30:19] #3604/03743 | true=walking | pred=walking | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 15:30:24] #3605/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 15:30:46] #3606/03743 | true=walking | pred=upstairs | ✗ | ent=0.761 conf=0.800 gap=0.700
[2026-05-12 15:31:00] #3607/03743 | true=walking | pred=walking | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:31:23] #3608/03743 | true=walking | pred=downstairs | ✗ | ent=1.231 conf=0.350 gap=0.000
[2026-05-12 15:31:42] #3609/03743 | true=walking | pred=upstairs | ✗ | ent=1.387 conf=0.480 gap=0.230
[2026-05-12 15:31:45] #3610/03743 | true=walking | pred=walking | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 15:31:54] #3611/03743 | true=walking | pred=upstairs | ✗ | ent=1.271 conf=0.450 gap=0.120
[2026-05-12 15:32:10] #3612/03743 | true=walking | pred=upstairs | ✗ | ent=0.803 conf=0.800 gap=0.740
[2026-05-12 15:32:32] #3613/03743 | true=walking | pred=upstairs | ✗ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 15:32:43] #3614/03743 | true=walking | pred=walking | ✓ | ent=1.092 conf=0.620 gap=0.440
[2026-05-12 15:32:50] #3615/03743 | true=walking | pred=walking | ✓ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 15:33:08] #3616/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 15:33:25] #3617/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 15:33:40] #3618/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 15:33:56] #3619/03743 | true=walking | pred=upstairs | ✗ | ent=1.402 conf=0.500 gap=0.300
[2026-05-12 15:34:01] #3620/03743 | true=walking | pred=upstairs | ✗ | ent=1.440 conf=0.450 gap=0.200
[2026-05-12 15:34:01]   [3620/3743] acc=73% filt=3014
[2026-05-12 15:34:04] #3621/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 15:34:14] #3622/03743 | true=walking | pred=walking | ✓ | ent=0.947 conf=0.700 gap=0.550
[2026-05-12 15:34:18] #3623/03743 | true=walking | pred=walking | ✓ | ent=1.067 conf=0.450 gap=0.150
[2026-05-12 15:34:28] #3624/03743 | true=walking | pred=walking | ✓ | ent=1.128 conf=0.600 gap=0.350
[2026-05-12 15:34:31] #3625/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 15:34:40] #3626/03743 | true=walking | pred=upstairs | ✗ | ent=0.839 conf=0.750 gap=0.630
[2026-05-12 15:35:05] #3627/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 15:35:19] #3628/03743 | true=walking | pred=upstairs | ✗ | ent=0.929 conf=0.750 gap=0.650
[2026-05-12 15:35:27] #3629/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 15:35:30] #3630/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 15:35:52] #3631/03743 | true=walking | pred=upstairs | ✗ | ent=0.990 conf=0.700 gap=0.560
[2026-05-12 15:35:55] #3632/03743 | true=walking | pred=walking | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 15:36:15] #3633/03743 | true=walking | pred=walking | ✓ | ent=0.574 conf=0.850 gap=0.770
[2026-05-12 15:36:35] #3634/03743 | true=walking | pred=upstairs | ✗ | ent=1.255 conf=0.450 gap=0.200
[2026-05-12 15:36:46] #3635/03743 | true=walking | pred=walking | ✓ | ent=1.017 conf=0.700 gap=0.550
[2026-05-12 15:37:03] #3636/03743 | true=walking | pred=upstairs | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 15:37:06] #3637/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 15:37:09] #3638/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 15:37:17] #3639/03743 | true=walking | pred=walking | ✓ | ent=1.297 conf=0.400 gap=0.100
[2026-05-12 15:37:42] #3640/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 15:37:42]   [3640/3743] acc=73% filt=3030
[2026-05-12 15:37:54] #3641/03743 | true=walking | pred=walking | ✓ | ent=0.997 conf=0.550 gap=0.300
[2026-05-12 15:38:08] #3642/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 15:38:22] #3643/03743 | true=walking | pred=walking | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 15:39:00] #3644/03743 | true=walking | pred=upstairs | ✗ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 15:39:11] #3645/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 15:39:23] #3646/03743 | true=walking | pred=upstairs | ✗ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 15:39:42] #3647/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 15:39:52] #3648/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 15:39:57] #3649/03743 | true=walking | pred=walking | ✓ | ent=1.166 conf=0.550 gap=0.350
[2026-05-12 15:40:10] #3650/03743 | true=walking | pred=walking | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 15:40:31] #3651/03743 | true=walking | pred=jogging | ✗ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 15:40:35] #3652/03743 | true=walking | pred=walking | ✓ | ent=1.117 conf=0.580 gap=0.380
[2026-05-12 15:40:47] #3653/03743 | true=walking | pred=walking | ✓ | ent=0.995 conf=0.700 gap=0.580
[2026-05-12 15:41:10] #3654/03743 | true=walking | pred=upstairs | ✗ | ent=0.876 conf=0.760 gap=0.660
[2026-05-12 15:41:26] #3655/03743 | true=walking | pred=upstairs | ✗ | ent=1.347 conf=0.550 gap=0.400
[2026-05-12 15:41:31] #3656/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 15:41:34] #3657/03743 | true=walking | pred=walking | ✓ | ent=0.967 conf=0.600 gap=0.300
[2026-05-12 15:41:38] #3658/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 15:41:58] #3659/03743 | true=walking | pred=walking | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 15:42:11] #3660/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 15:42:11]   [3660/3743] acc=73% filt=3049
[2026-05-12 15:42:21] #3661/03743 | true=walking | pred=walking | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 15:42:24] #3662/03743 | true=walking | pred=walking | ✓ | ent=1.484 conf=0.400 gap=0.150
[2026-05-12 15:42:35] #3663/03743 | true=walking | pred=walking | ✓ | ent=1.166 conf=0.550 gap=0.350
[2026-05-12 15:42:46] #3664/03743 | true=walking | pred=walking | ✓ | ent=0.967 conf=0.600 gap=0.300
[2026-05-12 15:42:57] #3665/03743 | true=walking | pred=walking | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:42:59] #3666/03743 | true=walking | pred=walking | ✓ | ent=1.510 conf=0.350 gap=0.100
[2026-05-12 15:43:14] #3667/03743 | true=walking | pred=walking | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 15:43:33] #3668/03743 | true=walking | pred=upstairs | ✗ | ent=0.967 conf=0.700 gap=0.550
[2026-05-12 15:43:47] #3669/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 15:44:02] #3670/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 15:44:14] #3671/03743 | true=walking | pred=walking | ✓ | ent=0.822 conf=0.750 gap=0.630
[2026-05-12 15:44:43] #3672/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 15:44:55] #3673/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 15:45:00] #3674/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 15:45:22] #3675/03743 | true=walking | pred=walking | ✓ | ent=0.664 conf=0.820 gap=0.740
[2026-05-12 15:45:38] #3676/03743 | true=walking | pred=upstairs | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:45:48] #3677/03743 | true=walking | pred=walking | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 15:45:50] #3678/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 15:46:05] #3679/03743 | true=walking | pred=walking | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 15:46:08] #3680/03743 | true=walking | pred=walking | ✓ | ent=1.221 conf=0.500 gap=0.300
[2026-05-12 15:46:08]   [3680/3743] acc=73% filt=3063
[2026-05-12 15:46:23] #3681/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 15:46:46] #3682/03743 | true=walking | pred=upstairs | ✗ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 15:47:04] #3683/03743 | true=walking | pred=upstairs | ✗ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 15:47:28] #3684/03743 | true=walking | pred=upstairs | ✗ | ent=0.595 conf=0.820 gap=0.720
[2026-05-12 15:47:34] #3685/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 15:47:49] #3686/03743 | true=walking | pred=walking | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 15:47:51] #3687/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 15:48:10] #3688/03743 | true=walking | pred=walking | ✓ | ent=0.679 conf=0.800 gap=0.650
[2026-05-12 15:48:15] #3689/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 15:48:19] #3690/03743 | true=walking | pred=walking | ✓ | ent=1.208 conf=0.500 gap=0.250
[2026-05-12 15:48:25] #3691/03743 | true=walking | pred=upstairs | ✗ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 15:48:43] #3692/03743 | true=walking | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 15:48:52] #3693/03743 | true=walking | pred=walking | ✓ | ent=0.878 conf=0.740 gap=0.620
[2026-05-12 15:49:03] #3694/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 15:49:25] #3695/03743 | true=walking | pred=jogging | ✗ | ent=0.925 conf=0.550 gap=0.170
[2026-05-12 15:49:29] #3696/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 15:49:34] #3697/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 15:49:38] #3698/03743 | true=walking | pred=walking | ✓ | ent=0.967 conf=0.700 gap=0.550
[2026-05-12 15:49:56] #3699/03743 | true=walking | pred=upstairs | ✗ | ent=0.980 conf=0.700 gap=0.540
[2026-05-12 15:50:13] #3700/03743 | true=walking | pred=walking | ✓ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 15:50:13]   [3700/3743] acc=73% filt=3082
[2026-05-12 15:50:23] #3701/03743 | true=walking | pred=walking | ✓ | ent=0.732 conf=0.800 gap=0.680
[2026-05-12 15:50:32] #3702/03743 | true=walking | pred=walking | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 15:50:45] #3703/03743 | true=walking | pred=walking | ✓ | ent=1.089 conf=0.650 gap=0.500
[2026-05-12 15:50:48] #3704/03743 | true=walking | pred=walking | ✓ | ent=0.987 conf=0.480 gap=0.030
[2026-05-12 15:51:00] #3705/03743 | true=walking | pred=walking | ✓ | ent=1.206 conf=0.400 gap=0.050
[2026-05-12 15:51:09] #3706/03743 | true=walking | pred=walking | ✓ | ent=0.994 conf=0.650 gap=0.450
[2026-05-12 15:51:15] #3707/03743 | true=walking | pred=walking | ✓ | ent=0.967 conf=0.700 gap=0.550
[2026-05-12 15:51:31] #3708/03743 | true=walking | pred=walking | ✓ | ent=0.877 conf=0.750 gap=0.630
[2026-05-12 15:51:44] #3709/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 15:51:57] #3710/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 15:52:18] #3711/03743 | true=walking | pred=upstairs | ✗ | ent=0.761 conf=0.800 gap=0.700
[2026-05-12 15:52:33] #3712/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 15:52:43] #3713/03743 | true=walking | pred=walking | ✓ | ent=0.706 conf=0.780 gap=0.630
[2026-05-12 15:52:55] #3714/03743 | true=walking | pred=walking | ✓ | ent=0.498 conf=0.850 gap=0.730
[2026-05-12 15:52:59] #3715/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 15:53:11] #3716/03743 | true=walking | pred=walking | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 15:53:24] #3717/03743 | true=walking | pred=upstairs | ✗ | ent=0.467 conf=0.900 gap=0.860
[2026-05-12 15:53:38] #3718/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 15:54:00] #3719/03743 | true=walking | pred=upstairs | ✗ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 15:54:04] #3720/03743 | true=walking | pred=walking | ✓ | ent=0.929 conf=0.750 gap=0.650
[2026-05-12 15:54:04]   [3720/3743] acc=73% filt=3099
[2026-05-12 15:54:14] #3721/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 15:54:17] #3722/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 15:54:21] #3723/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 15:54:23] #3724/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 15:54:33] #3725/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 15:54:41] #3726/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 15:54:45] #3727/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 15:55:04] #3728/03743 | true=walking | pred=upstairs | ✗ | ent=0.559 conf=0.870 gap=0.820
[2026-05-12 15:55:09] #3729/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 15:55:19] #3730/03743 | true=walking | pred=walking | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 15:55:49] #3731/03743 | true=walking | pred=upstairs | ✗ | ent=0.529 conf=0.880 gap=0.830
[2026-05-12 15:56:01] #3732/03743 | true=walking | pred=walking | ✓ | ent=0.490 conf=0.880 gap=0.830
[2026-05-12 15:56:18] #3733/03743 | true=walking | pred=upstairs | ✗ | ent=1.209 conf=0.600 gap=0.450
[2026-05-12 15:56:27] #3734/03743 | true=walking | pred=upstairs | ✗ | ent=1.191 conf=0.550 gap=0.310
[2026-05-12 15:56:51] #3735/03743 | true=walking | pred=upstairs | ✗ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 15:57:11] #3736/03743 | true=walking | pred=upstairs | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 15:57:39] #3737/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 15:57:43] #3738/03743 | true=walking | pred=walking | ✓ | ent=1.289 conf=0.440 gap=0.190
[2026-05-12 15:58:10] #3739/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:58:20] #3740/03743 | true=walking | pred=walking | ✓ | ent=1.352 conf=0.400 gap=0.050
[2026-05-12 15:58:20]   [3740/3743] acc=73% filt=3115
[2026-05-12 15:58:36] #3741/03743 | true=walking | pred=walking | ✓ | ent=0.853 conf=0.750 gap=0.600
[2026-05-12 15:58:50] #3742/03743 | true=walking | pred=walking | ✓ | ent=0.966 conf=0.650 gap=0.400
