[2026-05-11 11:04:44] #0001/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 13:22:34] #2431/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.526 | conf=0.880 | gap=0.840
[2026-05-12 13:23:19] #2432/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 13:24:08] #2433/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-12 13:24:54] #2434/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 13:25:40] #2435/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 13:27:08] #2437/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 13:27:23] #2438/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.526 | conf=0.880 | gap=0.840
[2026-05-12 13:27:59] #2439/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 13:28:40] #2440/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 13:29:23] #2441/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-12 13:30:30] #2442/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 13:31:09] #2443/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-12 13:31:35] #2444/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-12 13:32:18] #2445/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.708 | conf=0.737 | gap=0.526
[2026-05-12 13:32:54] #2446/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 13:33:24] #2447/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 13:34:12] #2448/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-12 13:34:46] #2449/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=0.948 | conf=0.700 | gap=0.550
[2026-05-12 13:35:17] #2450/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 13:36:15] #2451/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 13:36:51] #2453/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.635 | conf=0.850 | gap=0.770
[2026-05-12 13:37:07] #2454/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.758 | conf=0.800 | gap=0.720
[2026-05-12 13:37:48] #2455/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 13:38:19] #2456/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-12 13:39:34] #2457/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.751 | conf=0.820 | gap=0.770
[2026-05-12 13:41:02] #2459/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 13:41:26] #2460/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 13:41:43] #2461/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.043 | conf=0.700 | gap=0.600
[2026-05-12 13:42:14] #2462/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 13:42:45] #2463/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 13:43:15] #2464/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-12 13:43:44] #2465/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 13:43:57] #2466/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-12 13:44:26] #2467/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-12 13:44:38] #2468/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.879 | conf=0.750 | gap=0.650
[2026-05-12 13:45:39] #2469/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 13:46:11] #2470/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.751 | conf=0.820 | gap=0.770
[2026-05-12 13:46:59] #2471/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-12 13:48:03] #2473/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-12 13:48:33] #2474/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-12 13:49:12] #2476/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 13:49:45] #2477/02716 | true=Walk(11) | pred=Talk-stand(3) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-12 13:50:13] #2478/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.716 | conf=0.830 | gap=0.780
[2026-05-12 13:50:42] #2479/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-12 13:51:26] #2480/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-12 13:51:40] #2481/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.645 | conf=0.820 | gap=0.740
[2026-05-12 13:52:09] #2482/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 13:52:54] #2483/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.803 | conf=0.800 | gap=0.730
[2026-05-12 13:53:38] #2484/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 13:54:08] #2485/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 13:54:31] #2486/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 13:54:59] #2487/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 13:56:22] #2488/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 13:57:10] #2490/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 13:57:35] #2491/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 13:58:25] #2492/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-12 13:58:59] #2493/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 13:59:15] #2494/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-12 13:59:49] #2495/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 14:00:30] #2496/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:01:15] #2497/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=1.205 | conf=0.550 | gap=0.300
[2026-05-12 14:01:55] #2499/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.860 | conf=0.750 | gap=0.650
[2026-05-12 14:02:52] #2500/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 14:03:19] #2501/02716 | true=Walk(11) | pred=Talk-stand(3) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-12 14:03:49] #2502/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 14:04:36] #2503/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.297 | conf=0.600 | gap=0.500
[2026-05-12 14:04:57] #2504/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 14:05:36] #2505/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-12 14:06:08] #2506/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.624 | conf=0.850 | gap=0.800
[2026-05-12 14:06:38] #2507/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 14:07:10] #2508/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-12 14:07:44] #2509/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.940 | conf=0.700 | gap=0.600
[2026-05-12 14:08:18] #2510/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 14:08:51] #2511/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 14:09:25] #2512/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-12 14:09:42] #2513/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 14:10:12] #2514/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 14:10:43] #2515/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:11:06] #2516/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.526 | conf=0.880 | gap=0.840
[2026-05-12 14:12:00] #2517/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.681 | conf=0.840 | gap=0.790
[2026-05-12 14:12:48] #2518/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 14:14:42] #2520/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.979 | conf=0.750 | gap=0.670
[2026-05-12 14:15:58] #2521/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 14:16:27] #2522/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:17:03] #2523/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.826 | conf=0.780 | gap=0.700
[2026-05-12 14:17:39] #2524/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.661 | conf=0.850 | gap=0.810
[2026-05-12 14:18:21] #2525/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-12 14:19:01] #2526/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:19:33] #2527/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.043 | conf=0.700 | gap=0.600
[2026-05-12 14:20:20] #2528/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:20:53] #2529/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 14:21:16] #2530/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 14:21:32] #2531/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 14:21:54] #2532/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.910 | conf=0.750 | gap=0.650
[2026-05-12 14:22:35] #2533/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 14:23:09] #2534/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:23:44] #2535/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 14:24:39] #2536/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-12 14:26:14] #2537/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=1.189 | conf=0.650 | gap=0.530
[2026-05-12 14:27:02] #2538/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 14:27:14] #2539/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 14:27:47] #2540/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:29:06] #2542/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 14:29:32] #2543/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.025 | conf=0.650 | gap=0.500
[2026-05-12 14:30:30] #2544/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.650 | conf=0.850 | gap=0.800
[2026-05-12 14:31:07] #2545/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-12 14:31:40] #2546/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 14:32:07] #2547/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 14:32:32] #2548/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.530 | conf=0.880 | gap=0.840
[2026-05-12 14:33:03] #2549/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 14:33:40] #2550/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 14:34:13] #2551/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 14:35:49] #2552/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-12 14:36:25] #2553/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 14:36:37] #2554/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.233 | conf=0.950 | gap=0.925
[2026-05-12 14:37:14] #2555/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-12 14:38:06] #2557/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.907 | conf=0.780 | gap=0.730
[2026-05-12 14:38:36] #2558/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 14:39:08] #2559/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 14:39:44] #2560/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:39:56] #2561/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.347 | conf=0.550 | gap=0.400
[2026-05-12 14:40:28] #2562/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:40:43] #2563/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.526 | conf=0.850 | gap=0.770
[2026-05-12 14:42:48] #2565/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.742 | conf=0.830 | gap=0.770
[2026-05-12 14:43:09] #2566/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-12 14:43:41] #2567/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 14:44:48] #2568/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-12 14:45:17] #2569/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:45:52] #2570/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-12 14:46:27] #2571/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.105 | conf=0.700 | gap=0.600
[2026-05-12 14:46:57] #2572/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 14:47:40] #2573/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 14:48:10] #2574/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 14:48:23] #2575/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.595 | conf=0.820 | gap=0.720
[2026-05-12 14:48:51] #2576/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-12 14:49:10] #2577/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 14:49:58] #2578/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-12 14:51:10] #2580/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.043 | conf=0.700 | gap=0.600
[2026-05-12 14:51:39] #2581/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-12 14:52:12] #2582/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-12 14:52:26] #2583/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-12 14:52:58] #2584/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 14:53:41] #2585/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 14:54:25] #2586/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-12 14:55:02] #2587/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 14:55:34] #2588/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.927 | conf=0.550 | gap=0.200
[2026-05-12 14:56:37] #2590/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-12 14:57:20] #2591/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 14:57:53] #2592/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.926 | conf=0.700 | gap=0.500
[2026-05-12 14:58:30] #2593/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-12 14:58:58] #2594/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 14:59:15] #2595/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.235 | conf=0.550 | gap=0.350
[2026-05-12 14:59:46] #2596/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=0.938 | conf=0.600 | gap=0.350
[2026-05-12 15:00:16] #2597/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.661 | conf=0.789 | gap=0.684
[2026-05-12 15:00:48] #2598/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=1.061 | conf=0.720 | gap=0.620
[2026-05-12 15:01:22] #2599/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 15:02:10] #2600/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.647 | conf=0.650 | gap=0.300
[2026-05-12 15:02:43] #2601/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.834 | conf=0.750 | gap=0.600
[2026-05-12 15:03:16] #2602/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 15:03:33] #2603/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 15:04:02] #2604/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.940 | conf=0.700 | gap=0.600
[2026-05-12 15:04:35] #2605/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.238 | conf=0.620 | gap=0.500
[2026-05-12 15:05:05] #2606/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.505 | conf=0.900 | gap=0.883
[2026-05-12 15:06:02] #2607/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.169 | conf=0.960 | gap=0.919
[2026-05-12 15:06:44] #2608/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 15:07:24] #2609/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-12 15:07:37] #2610/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-12 15:08:08] #2611/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=1.235 | conf=0.550 | gap=0.350
[2026-05-12 15:08:38] #2612/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 15:09:04] #2613/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 15:09:39] #2614/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-12 15:10:16] #2615/02716 | true=Walk(11) | pred=Walk-backwards(12) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 15:10:33] #2616/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.171 | conf=0.650 | gap=0.550
[2026-05-12 15:11:18] #2617/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 15:11:53] #2618/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 15:12:26] #2619/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.785 | conf=0.820 | gap=0.770
[2026-05-12 15:12:40] #2620/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 15:12:57] #2621/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.582 | conf=0.850 | gap=0.780
[2026-05-12 15:13:32] #2622/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 15:13:50] #2623/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.312 | conf=0.550 | gap=0.400
[2026-05-12 15:15:04] #2624/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 15:15:17] #2625/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 15:15:45] #2626/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.624 | conf=0.850 | gap=0.800
[2026-05-12 15:16:12] #2627/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 15:16:27] #2628/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 15:17:14] #2629/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.627 | conf=0.850 | gap=0.800
[2026-05-12 15:17:41] #2630/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 15:18:08] #2631/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 15:18:42] #2632/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 15:19:04] #2633/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 15:19:34] #2634/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.792 | conf=0.800 | gap=0.720
[2026-05-12 15:20:27] #2635/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-12 15:21:07] #2636/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 15:21:36] #2637/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 15:21:56] #2638/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.043 | conf=0.700 | gap=0.600
[2026-05-12 15:22:28] #2639/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 15:23:42] #2640/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.624 | conf=0.850 | gap=0.800
[2026-05-12 15:24:14] #2641/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
