[2026-05-12 10:27:49] PAMAP2 class 2 (standing) start T=0.8
[2026-05-12 10:27:49]   1989 windows
[2026-05-12 10:28:04] #0001/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 18:48:48] #1783/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.733 conf=0.800 gap=0.700
[2026-05-12 18:48:57] #1784/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.896 conf=0.700 gap=0.500
[2026-05-12 18:49:05] #1785/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 18:49:16] #1786/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.496 conf=0.880 gap=0.810
[2026-05-12 18:49:25] #1787/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 18:49:37] #1788/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 18:50:01] #1789/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 18:50:12] #1790/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.783 conf=0.780 gap=0.680
[2026-05-12 18:50:23] #1791/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.660 conf=0.800 gap=0.650
[2026-05-12 18:50:35] #1792/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 18:50:45] #1793/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.896 conf=0.700 gap=0.500
[2026-05-12 18:51:05] #1794/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.390 conf=0.920 gap=0.900
[2026-05-12 18:51:15] #1795/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.733 conf=0.800 gap=0.700
[2026-05-12 18:51:33] #1796/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 18:51:42] #1797/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 18:51:51] #1798/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.195 conf=0.450 gap=0.100
[2026-05-12 18:52:09] #1799/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 18:52:18] #1800/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.593 conf=0.850 gap=0.770
[2026-05-12 18:52:18]   [1800/1989] acc=1353/1800=75% filt=1747
[2026-05-12 18:52:32] #1801/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:52:53] #1802/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 18:53:00] #1803/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.593 conf=0.850 gap=0.770
[2026-05-12 18:53:09] #1804/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.733 conf=0.800 gap=0.700
[2026-05-12 18:53:17] #1805/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 18:53:34] #1806/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 18:53:55] #1807/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.094 conf=0.650 gap=0.500
[2026-05-12 18:54:12] #1808/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:54:29] #1809/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:54:43] #1810/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.760 conf=0.780 gap=0.650
[2026-05-12 18:54:53] #1811/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 18:55:18] #1812/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 18:55:53] #1813/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 18:56:16] #1814/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 18:56:35] #1815/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=1.010 conf=0.700 gap=0.600
[2026-05-12 18:56:44] #1816/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 18:56:53] #1817/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 18:57:02] #1818/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 18:57:21] #1819/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 18:57:31] #1820/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.613 conf=0.850 gap=0.780
[2026-05-12 18:57:31]   [1820/1989] acc=1364/1820=75% filt=1767
[2026-05-12 18:57:49] #1821/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 18:57:58] #1822/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.613 conf=0.850 gap=0.780
[2026-05-12 18:58:07] #1823/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.613 conf=0.850 gap=0.790
[2026-05-12 18:58:19] #1824/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.604 conf=0.850 gap=0.780
[2026-05-12 18:58:29] #1825/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 18:58:38] #1826/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 18:58:49] #1827/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.712 conf=0.820 gap=0.750
[2026-05-12 18:59:07] #1828/01989 | true=standing(2) | pred=lying(0) | ✗ | ent=1.105 conf=0.450 gap=0.050
[2026-05-12 18:59:14] #1829/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.593 conf=0.850 gap=0.770
[2026-05-12 18:59:24] #1830/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 18:59:32] #1831/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 18:59:44] #1832/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.647 conf=0.820 gap=0.700
[2026-05-12 19:00:03] #1833/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.419 conf=0.900 gap=0.830
[2026-05-12 19:00:06] #1834/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 19:00:15] #1835/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 19:00:27] #1836/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.563 conf=0.850 gap=0.780
[2026-05-12 19:00:45] #1837/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 19:00:57] #1838/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.660 conf=0.800 gap=0.650
[2026-05-12 19:01:21] #1839/01989 | true=standing(2) | pred=sitting(1) | ✗ | ent=1.094 conf=0.650 gap=0.500
[2026-05-12 19:01:34] #1840/01989 | true=standing(2) | pred=lying(0) | ✗ | ent=1.105 conf=0.450 gap=0.050
[2026-05-12 19:01:34]   [1840/1989] acc=1377/1840=75% filt=1785
[2026-05-12 19:01:45] #1841/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 19:01:55] #1842/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.964 conf=0.700 gap=0.550
[2026-05-12 19:02:20] #1843/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.247 conf=0.950 gap=0.920
[2026-05-12 19:02:52] #1844/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 19:03:15] #1845/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.826 conf=0.750 gap=0.600
[2026-05-12 19:03:35] #1846/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.835 conf=0.750 gap=0.600
[2026-05-12 19:04:29] #1847/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 19:04:53] #1848/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 19:05:05] #1849/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 19:05:17] #1850/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=1.175 conf=0.600 gap=0.450
[2026-05-12 19:05:29] #1851/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 19:05:51] #1852/01989 | true=standing(2) | pred=lying(0) | ✗ | ent=0.604 conf=0.750 gap=0.510
[2026-05-12 19:06:02] #1853/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.593 conf=0.850 gap=0.770
[2026-05-12 19:06:19] #1854/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 19:06:27] #1855/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 19:06:50] #1856/01989 | true=standing(2) | pred=lying(0) | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 19:06:59] #1857/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 19:07:11] #1858/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 19:07:21] #1859/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 19:07:37] #1860/01989 | true=standing(2) | pred=sitting(1) | ✗ | ent=1.167 conf=0.450 gap=0.050
[2026-05-12 19:07:37]   [1860/1989] acc=1392/1860=75% filt=1804
[2026-05-12 19:07:56] #1861/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 19:08:07] #1862/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.705 conf=0.800 gap=0.670
[2026-05-12 19:08:16] #1863/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 19:08:29] #1864/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.010 conf=0.700 gap=0.600
[2026-05-12 19:08:37] #1865/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 19:08:49] #1866/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.239 conf=0.400 gap=0.050
[2026-05-12 19:08:59] #1867/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.613 conf=0.850 gap=0.780
[2026-05-12 19:09:07] #1868/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 19:09:19] #1869/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 19:09:28] #1870/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.647 conf=0.820 gap=0.700
[2026-05-12 19:09:37] #1871/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.781 conf=0.780 gap=0.660
[2026-05-12 19:09:53] #1872/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 19:10:05] #1873/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.613 conf=0.850 gap=0.780
[2026-05-12 19:10:17] #1874/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.593 conf=0.850 gap=0.770
[2026-05-12 19:10:37] #1875/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 19:10:59] #1876/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 19:11:29] #1877/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 19:11:52] #1878/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 19:12:41] #1879/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.927 conf=0.660 gap=0.410
[2026-05-12 19:12:56] #1880/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 19:12:56]   [1880/1989] acc=1409/1880=75% filt=1823
[2026-05-12 19:13:15] #1881/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.887 conf=0.750 gap=0.650
[2026-05-12 19:13:27] #1882/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 19:13:45] #1883/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.365 conf=0.920 gap=0.870
[2026-05-12 19:13:55] #1884/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.729 conf=0.800 gap=0.700
[2026-05-12 19:14:07] #1885/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.067 conf=0.600 gap=0.350
[2026-05-12 19:14:17] #1886/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.094 conf=0.650 gap=0.500
[2026-05-12 19:14:37] #1887/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 19:14:55] #1888/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 19:15:20] #1889/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 19:15:55] #1890/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 19:16:22] #1891/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 19:16:45] #1892/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.604 conf=0.850 gap=0.780
[2026-05-12 19:17:22] #1893/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.560 conf=0.870 gap=0.820
[2026-05-12 19:17:42] #1894/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 19:18:01] #1895/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 19:18:14] #1896/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 19:18:22] #1897/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.921 conf=0.650 gap=0.400
[2026-05-12 19:18:34] #1898/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.043 conf=0.650 gap=0.450
[2026-05-12 19:18:44] #1899/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 19:18:59] #1900/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 19:18:59]   [1900/1989] acc=1425/1900=75% filt=1843
[2026-05-12 19:19:13] #1901/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.530 conf=0.880 gap=0.840
[2026-05-12 19:19:23] #1902/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.690 conf=0.820 gap=0.740
[2026-05-12 19:19:34] #1903/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.964 conf=0.700 gap=0.550
[2026-05-12 19:19:44] #1904/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 19:20:05] #1905/01989 | true=standing(2) | pred=lying(0) | ✗ | ent=1.016 conf=0.650 gap=0.450
[2026-05-12 19:20:16] #1906/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 19:20:24] #1907/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.733 conf=0.800 gap=0.700
[2026-05-12 19:20:43] #1908/01989 | true=standing(2) | pred=sitting(1) | ✗ | ent=1.196 conf=0.450 gap=0.100
[2026-05-12 19:20:51] #1909/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 19:21:03] #1910/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.969 conf=0.700 gap=0.580
[2026-05-12 19:21:17] #1911/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 19:21:30] #1912/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 19:21:40] #1913/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 19:21:48] #1914/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.733 conf=0.800 gap=0.700
[2026-05-12 19:22:12] #1915/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.778 conf=0.800 gap=0.750
[2026-05-12 19:22:29] #1916/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 19:22:36] #1917/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.104 conf=0.550 gap=0.250
[2026-05-12 19:22:55] #1918/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 19:23:12] #1919/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 19:23:29] #1920/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.964 conf=0.700 gap=0.550
[2026-05-12 19:23:29]   [1920/1989] acc=1441/1920=75% filt=1862
[2026-05-12 19:24:16] #1921/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.802 conf=0.780 gap=0.680
[2026-05-12 19:24:37] #1922/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.731 conf=0.780 gap=0.630
[2026-05-12 19:25:05] #1923/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.516 conf=0.880 gap=0.820
[2026-05-12 19:25:18] #1924/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 19:25:46] #1925/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 19:26:19] #1926/01989 | true=standing(2) | pred=sitting(1) | ✗ | ent=0.660 conf=0.800 gap=0.650
[2026-05-12 19:26:41] #1927/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.856 conf=0.750 gap=0.630
[2026-05-12 19:26:57] #1928/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 19:27:15] #1929/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 19:27:33] #1930/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 19:27:44] #1931/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 19:27:54] #1932/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.175 conf=0.450 gap=0.050
[2026-05-12 19:28:03] #1933/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 19:28:15] #1934/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.722 conf=0.800 gap=0.680
[2026-05-12 19:28:23] #1935/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 19:28:32] #1936/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.921 conf=0.650 gap=0.400
[2026-05-12 19:28:53] #1937/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 19:28:58] #1938/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 19:29:08] #1939/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 19:29:21] #1940/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 19:29:21]   [1940/1989] acc=1455/1940=75% filt=1881
[2026-05-12 19:29:40] #1941/01989 | true=standing(2) | pred=lying(0) | ✗ | ent=0.857 conf=0.700 gap=0.480
[2026-05-12 19:29:52] #1942/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 19:30:02] #1943/01989 | true=standing(2) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 19:30:10] #1944/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 19:30:22] #1945/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 19:30:43] #1946/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 19:30:52] #1947/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 19:31:01] #1948/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 19:31:23] #1949/01989 | true=standing(2) | pred=sitting(1) | ✗ | ent=1.139 conf=0.550 gap=0.250
[2026-05-12 19:31:31] #1950/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 19:31:49] #1951/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 19:32:01] #1952/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 19:32:12] #1953/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 19:32:23] #1954/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 19:32:57] #1955/01989 | true=standing(2) | pred=lying(0) | ✗ | ent=0.857 conf=0.700 gap=0.480
[2026-05-12 19:33:17] #1956/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 19:33:35] #1957/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 19:34:05] #1958/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 19:34:47] #1959/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 19:34:56] #1960/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 19:34:56]   [1960/1989] acc=1469/1960=75% filt=1901
[2026-05-12 19:35:12] #1961/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 19:35:44] #1962/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 19:35:55] #1963/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.690 conf=0.820 gap=0.740
[2026-05-12 19:36:07] #1964/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 19:36:31] #1965/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 19:36:44] #1966/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=1.010 conf=0.700 gap=0.600
[2026-05-12 19:37:06] #1967/01989 | true=standing(2) | pred=jogging(4) | ✗ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 19:37:31] #1968/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.613 conf=0.850 gap=0.780
[2026-05-12 19:37:40] #1969/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.705 conf=0.800 gap=0.670
[2026-05-12 19:37:49] #1970/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.951 conf=0.650 gap=0.400
[2026-05-12 19:38:05] #1971/01989 | true=standing(2) | pred=standing(2) | ✓ | ent=0.394 conf=0.900 gap=0.850
